Team,Sec/Play(total) Rank,Sec/Play(total),Sec/Play(1st half) Rank,Sec/Play(1st half),Sec/Play(2nd half) Rank,Sec/Play(2nd half),Sec/Play(lead 7+) Rank,Sec/Play(lead 7+),Sec/Play(+/- 6) Rank,Sec/Play(+/- 6),Sec/Play(trail 7+) Rank,Sec/Play(trail 7+),Sec/Play(situationneutral) Rank,Sec/Play(situationneutral)
DAL,28,29.12,24,28.74,27,29.52,19,29.89,30,30.08,1,21.73,26,31.61
TEN,29,29.27,26,28.81,28,29.74,17,29.54,29,30.06,23,26.14,28,32.49
STL,30,29.90,27,28.88,31,30.99,28,31.22,22,28.57,28,27.78,25,31.41
TB,31,30.24,31,30.72,29,29.74,30,32.62,31,30.10,31,28.85,27,32.01
NFL,0,27.57,0,27.64,0,27.49,0,29.23,0,28.08,0,25.53,0,30.31

Team,Sec/Play(total) Rank,Sec/Play(total),Sec/Play(1st half) Rank,Sec/Play(1st half),Sec/Play(2nd half) Rank,Sec/Play(2nd half),Sec/Play(lead 7+) Rank,Sec/Play(lead 7+),Sec/Play(+/- 6) Rank,Sec/Play(+/- 6),Sec/Play(trail 7+) Rank,Sec/Play(trail 7+),Sec/Play(situationneutral) Rank,Sec/Play(situationneutral)
DAL,1,26.41,18,27.71,1,25.23,4,26.69,19,28.20,6,24.70,17,30.39
NYJ,2,26.48,1,26.39,10,26.56,7,27.64,12,27.80,2,22.54,4,29.42
TB,3,26.55,21,27.80,2,25.47,27,30.79,3,26.77,3,23.55,3,29.40
OAK,4,26.64,7,27.06,7,26.24,2,26.01,2,26.49,27,27.27,14,30.22
STL,5,26.72,20,27.75,3,25.75,1,25.86,31,29.84,15,25.44,27,31.19
MIN,6,26.74,5,26.89,11,26.58,3,26.38,8,27.62,16,25.52,11,29.98
TEN,7,26.83,9,27.30,9,26.37,17,29.10,6,27.57,19,25.90,9,29.89
WAS,8,26.84,24,27.97,4,25.76,24,30.36,20,28.20,5,24.68,16,30.34
KC,9,26.95,15,27.56,8,26.34,26,30.57,1,26.42,22,26.22,6,29.73
CHI,10,27.13,17,27.65,12,26.59,6,27.52,5,27.47,14,25.35,18,30.42
SEA,11,27.16,16,27.62,14,26.73,12,28.66,9,27.63,18,25.71,1,28.94
IND,12,27.32,26,28.12,13,26.61,29,31.53,25,28.82,9,24.92,20,30.57
SD,13,27.34,6,26.93,19,27.78,18,29.36,4,27.21,10,25.02,12,29.99
PHI,14,27.35,2,26.67,23,28.06,9,28.23,21,28.24,8,24.85,7,29.78
CAR,15,27.60,28,28.61,15,26.73,21,30.00,11,27.76,21,26.16,21,30.62
BAL,16,27.61,13,27.53,18,27.69,20,29.50,13,27.84,23,26.58,13,30.09
BUF,17,27.62,29,29.26,5,25.83,8,28.20,30,29.67,4,24.05,25,30.96
GB,18,27.64,10,27.36,20,27.93,31,32.10,23,28.65,1,22.22,23,30.72
CIN,19,27.66,3,26.73,24,28.66,15,28.86,10,27.72,13,25.13,2,29.14
NYG,20,27.69,19,27.72,17,27.67,5,27.43,17,28.04,25,26.98,5,29.52
JAX,21,27.72,31,29.33,6,26.08,10,28.30,27,29.42,20,25.94,29,31.50
MIA,22,27.98,23,27.92,22,28.05,30,31.91,7,27.62,12,25.12,8,29.78
PIT,23,28.05,27,28.15,21,27.94,16,28.89,15,27.95,26,27.24,19,30.43
DEN,24,28.21,11,27.42,26,29.06,13,28.71,22,28.61,24,26.87,22,30.64
NE,25,28.24,30,29.28,16,27.36,11,28.54,29,29.54,17,25.64,26,31.05
DET,26,28.27,22,27.80,25,28.73,28,31.35,28,29.43,11,25.03,24,30.78
SF,27,28.31,4,26.75,28,29.86,23,30.29,14,27.86,7,24.77,28,31.28
NO,28,28.32,14,27.56,27,29.08,14,28.72,18,28.07,30,28.28,15,30.28
ARI,29,28.84,8,27.16,30,30.68,19,29.37,24,28.75,28,27.29,30,31.62
CLE,30,29.07,12,27.52,31,30.69,22,30.24,16,27.96,31,29.90,10,29.91
ATL,31,29.22,25,27.99,29,30.64,25,30.56,26,28.88,29,27.70,31,31.94
NFL,0,27.57,0,27.64,0,27.49,0,29.23,0,28.08,0,25.53,0,30.31

Team,TOP(total) Rank,TOP(total),TOP(tied) Rank,TOP(tied),TOP(leading) Rank,TOP(leading),TOP(trailing) Rank,TOP(trailing),Game Time(tied) Rank,Game Time(tied),Game Time(leading) Rank,Game Time(leading),Game Time(trailing) Rank,Game Time(trailing)
TB,1,32:11,23,5:16,8,13:46,17,13:08,23,10:19,11,26:48,14,22:52
BUF,2,32:10,19,5:40,5,15:26,11,11:04,12,12:36,10,27:14,11,20:10
OAK,3,31:59,4,7:52,9,13:44,7,10:23,6,13:58,9,28:02,6,17:59
JAX,4,31:56,3,8:03,3,15:47,3,8:06,4,14:12,5,32:19,3,13:26
DAL,5,31:52,7,6:44,2,18:15,2,6:53,15,12:08,2,35:56,2,11:55
STL,6,31:47,22,5:23,1,21:14,1,5:10,28,9:03,1,43:20,1,7:35
MIA,7,31:33,1,8:53,23,8:11,20,14:29,1,16:50,23,18:24,19,24:44
TEN,8,31:29,5,7:45,6,15:11,4,8:33,18,11:56,4,32:57,4,15:02
PIT,9,31:28,16,5:52,16,11:17,19,14:19,22,10:22,18,22:57,21,26:40
DEN,10,31:08,2,8:24,12,11:45,10,10:58,2,15:49,16,24:16,10,19:54
NO,11,30:54,8,6:36,24,8:01,27,16:16,14,12:09,22,18:49,24,29:00
NYJ,12,30:44,13,6:07,18,11:14,18,13:23,19,11:56,17,23:32,18,24:31
NYG,13,30:33,21,5:30,27,7:06,29,17:58,17,11:59,27,15:50,26,32:10
IND,14,30:30,15,5:55,4,15:31,5,9:03,24,10:10,3,34:01,5,15:48
KC,15,30:26,12,6:07,15,11:27,16,12:52,13,12:27,14,25:47,13,21:44
SF,16,30:19,11,6:10,30,5:55,30,18:14,16,11:59,31,13:10,28,34:49
SD,17,30:09,20,5:30,20,9:22,24,15:17,10,12:49,21,18:58,22,28:11
CIN,18,29:54,31,3:17,28,6:59,31,19:38,31,6:21,28,15:17,31,38:16
BAL,19,29:24,6,6:59,13,11:38,9,10:47,3,15:25,15,25:23,8,19:10
CAR,20,29:20,27,4:09,11,12:25,14,12:46,30,7:03,8,28:44,17,24:08
WAS,21,29:18,25,4:53,7,14:58,6,9:26,27,9:25,6,31:57,7,18:35
CHI,22,29:18,14,6:07,22,8:12,21,14:59,5,14:02,25,17:01,23,28:55
DET,23,29:14,24,5:01,10,13:39,8,10:33,20,11:08,7,29:08,9,19:42
MIN,24,29:13,10,6:14,17,11:14,13,11:45,9,12:57,13,26:07,12,20:52
GB,25,29:11,17,5:50,21,8:22,22,14:59,7,13:30,20,20:10,20,26:18
NE,26,28:49,9,6:28,19,9:33,15,12:47,8,13:29,19,22:26,16,24:02
ATL,27,28:42,18,5:47,25,7:38,23,15:17,11,12:46,26,16:35,25,30:34
SEA,28,27:46,26,4:47,14,11:37,12,11:22,26,9:42,12,26:28,15,23:49
ARI,29,27:09,28,3:59,29,6:29,28,16:42,21,10:30,29,14:01,29,35:27
PHI,30,27:06,29,3:39,26,7:14,26,16:13,29,8:16,24,17:26,27,34:16
CLE,31,23:51,30,3:37,31,4:48,25,15:26,25,9:59,30,13:44,30,36:12

