Team,Sec/Play(total) Rank,Sec/Play(total),Sec/Play(1st half) Rank,Sec/Play(1st half),Sec/Play(2nd half) Rank,Sec/Play(2nd half),Sec/Play(lead 7+) Rank,Sec/Play(lead 7+),Sec/Play(+/- 6) Rank,Sec/Play(+/- 6),Sec/Play(trail 7+) Rank,Sec/Play(trail 7+),Sec/Play(situationneutral) Rank,Sec/Play(situationneutral)
BAL,25,27.64,30,28.68,13,26.61,18,28.77,27,28.37,18,25.33,21,30.15
ATL,26,27.66,9,26.93,27,28.32,20,28.86,17,27.65,29,26.84,23,30.18
WAS,27,27.74,10,26.95,29,28.52,22,29.22,8,27.07,30,26.89,6,28.82
JAX,28,28.04,11,26.98,32,29.19,25,29.87,1,26.06,31,26.94,3,28.51
TB,29,28.11,22,27.65,30,28.55,26,30.04,25,28.20,24,25.91,17,30.02
HOU,30,28.17,23,27.70,31,28.63,15,28.31,28,28.57,27,26.37,20,30.08
STL,31,28.62,31,28.90,28,28.36,29,30.96,29,29.06,26,26.12,31,31.67
SEA,32,28.96,32,29.92,26,28.07,6,27.95,32,30.89,28,26.75,32,31.85
NFL,0,27.13,0,27.39,0,26.88,0,29.01,0,27.73,0,24.89,0,29.79

Team,TOP(total) Rank,TOP(total),TOP(tied) Rank,TOP(tied),TOP(leading) Rank,TOP(leading),TOP(trailing) Rank,TOP(trailing),Game Time(tied) Rank,Game Time(tied),Game Time(leading) Rank,Game Time(leading),Game Time(trailing) Rank,Game Time(trailing)
SD,1,33:00,2,9:05,12,11:18,11,12:37,2,15:57,12,24:14,10,19:49
NO,2,32:41,20,5:17,6,15:08,10,12:16,21,10:54,7,29:44,9,19:22
DET,3,32:17,1,9:13,22,9:07,16,13:57,1,17:05,21,20:58,12,21:57
CAR,4,31:53,4,7:34,5,16:07,5,8:12,11,12:39,5,32:21,5,15:00
CIN,5,31:49,3,8:17,7,14:25,7,9:07,3,14:48,9,28:40,6,16:32
KC,6,30:57,7,6:48,3,16:44,3,7:26,22,10:47,3,35:12,4,14:01
PIT,7,30:53,18,5:37,14,10:43,20,14:33,20,11:00,14,23:01,18,25:59
HOU,8,30:51,27,4:06,30,6:42,31,20:03,29,8:33,31,15:58,30,35:29
ARI,9,30:46,12,6:30,21,9:13,23,15:03,7,13:29,25,20:09,19,26:22
SF,10,30:35,10,6:41,2,18:37,1,5:16,19,11:12,2,38:47,1,10:01
WAS,11,30:31,16,5:54,32,3:34,32,21:03,16,12:04,32,10:19,32,37:37
GB,12,30:27,15,5:59,15,10:28,17,14:00,14,12:12,13,23:02,14,24:46
CHI,13,30:25,6,6:56,24,8:32,22,14:57,6,13:36,22,20:48,16,25:36
TEN,14,30:13,22,5:12,28,7:19,30,17:41,23,10:31,26,19:44,27,29:45
ATL,15,30:12,9,6:41,26,7:30,27,16:02,18,11:27,24,20:12,24,28:21
DEN,16,30:02,30,3:27,1,19:06,4,7:28,30,8:03,1,39:42,2,12:15
NE,17,29:57,13,6:15,11,12:12,9,11:30,9,12:52,10,28:05,8,19:04
OAK,18,29:54,26,4:07,16,10:27,25,15:20,26,9:23,17,22:17,23,28:20
BAL,19,29:54,24,4:34,13,10:49,19,14:31,25,9:41,15,22:51,21,27:28
SEA,20,29:53,14,6:14,4,16:17,2,7:23,15,12:12,4,34:42,3,13:07
IND,21,29:41,29,3:43,10,12:43,15,13:16,32,6:21,11,26:40,20,26:59
NYJ,22,29:40,19,5:31,27,7:30,28,16:40,12,12:32,29,17:23,29,30:05
TB,23,29:29,25,4:34,19,10:08,21,14:47,28,8:37,16,22:32,25,28:51
STL,24,29:05,28,3:47,18,10:08,24,15:11,27,8:56,20,21:33,26,29:32
DAL,25,29:02,8,6:44,8,13:15,6,9:04,17,11:35,6,31:00,7,17:25
NYG,26,28:53,17,5:41,23,8:42,18,14:30,10,12:40,28,17:25,28,29:55
CLE,27,28:41,11,6:36,20,9:27,12,12:39,5,13:38,19,21:37,13,24:45
BUF,28,28:35,21,5:16,17,10:26,13,12:54,13,12:32,18,21:43,17,25:46
MIA,29,28:28,5,7:05,25,8:09,14,13:14,4,14:29,23,20:28,15,25:03
MIN,30,27:31,23,5:01,29,7:09,26,15:21,8,13:04,27,18:37,22,28:19
JAX,31,27:22,31,3:12,31,6:34,29,17:37,31,7:00,30,16:43,31,36:17
PHI,32,26:24,32,3:09,9,13:11,8,10:04,24,9:42,8,28:49,11,21:29

