"","index","schedule_date","schedule_season","schedule_week","team_home","team_home_full","team_away_full","score_home","score_away","score_total","over_under_line","over_under_diff","over_binary","spread_favorite","home_total_dvoa","home_weighted_dvoa","home_offense_dvoa","home_defense_dvoa","home_special_dvoa","home_off_def_difference","home_sec_play_total","home_sec_play_neutral","home_sec_play_composite","away_total_dvoa","away_weighted_dvoa","away_offense_dvoa","away_defense_dvoa","away_special_dvoa","away_off_def_difference","away_sec_play_total","away_sec_play_neutral","away_sec_play_composite","dvoa_total_cumulative","dvoa_total_difference","dvoa_weighted_cumulative","dvoa_weighted_difference","dvoa_offense_cumulative","dvoa_offense_difference","dvoa_defense_cumulative","dvoa_defense_difference","dvoa_special_cumulative","dvoa_special_difference","dvoa_home_offense_matchup","dvoa_away_offense_matchup","composite_pace_average","composite_pace_difference","offense_matchup_cumulative","offense_matchup_difference"
"3417",3417,"2007-09-30",2007,4,"DAL","DAL2007","LAR2007",35,7,42,47,-5,0,-13,23,14.8,17.4,-6,-0.4,17.8,29.2,30.92,30.06,-33.2,-29.6,-23.2,5.3,-4.7,-18.5,27.4,31.5,29.45,-10.2,56.2,-14.8,44.4,-5.8,40.6,-0.7,11.3,4.9,4.3,22.7,-29.2,29.755,0.609999999999999,-6.5,51.9
"3418",3418,"2007-09-30",2007,4,"DET","DET2007","CHI2007",37,27,64,46,18,1,-2.5,-24.3,-27.8,-10.3,10.4,-3.5,-6.8,26.61,30,28.305,-6.2,1.9,-22.2,-4.8,11.2,-33.4,25.57,28.99,27.28,-30.5,18.1,-25.9,29.7,-32.5,11.9,5.6,15.2,-8.3,14.7,-15.1,-11.8,27.7925,1.025,-26.9,3.3
"3419",3419,"2007-09-30",2007,4,"IND","IND2007","DEN2007",38,20,58,46.5,11.5,1,-10,29.6,23.6,23,-13.5,-6.9,29.9,27.24,28.16,27.7,-1.7,0.4,9.1,5.7,-5.1,14.2,28.15,30.67,29.41,27.9,31.3,24,23.2,32.1,13.9,-7.8,19.2,-1.2,1.8,28.7,-4.4,28.555,1.71,24.3,33.1
"3420",3420,"2007-09-30",2007,4,"MIA","MIA2007","LV2007",17,35,52,40,12,1,-3.5,-23.2,-27.7,-6.7,13.8,-2.7,-4,27.99,31.61,29.8,-30.8,-25.9,-18,7.3,-5.5,-12.5,29.2,32.42,30.81,-54,7.6,-53.6,1.8,-24.7,11.3,21.1,6.5,4.6,2.8,0.6,-4.2,30.305,1.01,-3.6,4.8
"3421",3421,"2007-09-30",2007,4,"MIN","MIN2007","GB2007",16,23,39,38,1,1,-1,5.1,7.3,-0.8,-3.4,2.5,-3.3,28.74,31.19,29.965,20.5,18,16,-1.5,3,13,28.5,31.18,29.84,25.6,15.4,25.3,10.7,15.2,16.8,-4.9,1.9,1,0.5,-2.3,12.6,29.9025,0.125,10.3,14.9
"3422",3422,"2007-09-30",2007,4,"NYG","NYG2007","PHI2007",16,3,19,47,-28,0,-2.5,1.4,3.2,-1.1,-3.3,-0.9,-0.2,28.24,31.98,30.11,11.1,10.2,12.7,-4.8,-6.4,19.1,27.5,29.83,28.665,12.5,9.7,13.4,7,11.6,13.8,-8.1,1.5,-5.7,5.5,-5.9,9.4,29.3875,1.445,3.5,15.3
"3423",3423,"2007-09-30",2007,4,"LAC","LAC2007","KC2007",16,30,46,38.5,7.5,1,-12,17.8,24.3,5.2,-7.5,5.1,0.1,28.58,30.06,29.32,-20.4,-23.3,-19.6,-3.2,-4,-15.6,28.08,30.78,29.43,-2.6,38.2,1,47.6,-14.4,24.8,-10.7,4.3,1.9,9.1,2,-27.1,29.375,0.109999999999999,-25.1,29.1
"3424",3424,"2007-09-30",2007,4,"SF","SF2007","SEA2007",3,23,26,40.5,-14.5,0,-1,-35.4,-31.3,-32.8,7.8,5.2,-38,27.64,32.21,29.925,14,14.2,6.6,-6.2,1.2,5.4,26.36,28.16,27.26,-21.4,49.4,-17.1,45.5,-26.2,39.4,1.6,14,-1,4,-39,14.4,28.5925,2.665,-24.6,53.4
"3425",3425,"2007-10-01",2007,4,"CIN","CIN2007","NE2007",13,34,47,54,-7,0,-7.5,-0.2,-0.2,12.2,11.5,-0.8,13,27.15,30.36,28.755,53.4,42.3,44.1,-5.7,3.6,40.5,28.95,29.34,29.145,53.2,53.6,42.1,42.5,56.3,31.9,5.8,17.2,-6.5,4.4,6.5,55.6,28.95,0.390000000000001,62.1,49.1
"3426",3426,"2007-10-07",2007,5,"DEN","DEN2007","LAC2007",3,41,44,43.5,0.5,1,-1,-1.7,0.4,9.1,5.7,-5.1,14.2,28.15,30.67,29.41,17.8,24.3,5.2,-7.5,5.1,0.1,28.58,30.06,29.32,16.1,19.5,24.7,23.9,14.3,3.9,-1.8,13.2,-12.6,10.2,1.6,10.9,29.365,0.0899999999999999,12.5,9.3
"3427",3427,"2007-10-07",2007,5,"GB","GB2007","CHI2007",20,27,47,40.5,6.5,1,-3.5,20.5,18,16,-1.5,3,13,28.5,31.18,29.84,-6.2,1.9,-22.2,-4.8,11.2,-33.4,25.57,28.99,27.28,14.3,26.7,19.9,16.1,-6.2,38.2,-6.3,3.3,-1.8,8.2,11.2,-23.7,28.56,2.56,-12.5,34.9
"3428",3428,"2007-10-07",2007,5,"HOU","HOU2007","MIA2007",22,19,41,43.5,-2.5,0,-5.5,-0.8,0.7,1.6,9.2,6.9,-5.3,28.49,31,29.745,-23.2,-27.7,-6.7,13.8,-2.7,-4,27.99,31.61,29.8,-24,22.4,-27,28.4,-5.1,8.3,23,4.6,20.7,9.6,15.4,2.5,29.7725,0.0549999999999997,17.9,12.9
"3429",3429,"2007-10-07",2007,5,"IND","IND2007","TB2007",33,14,47,45,2,1,-9,29.6,23.6,23,-13.5,-6.9,29.9,27.24,28.16,27.7,17.5,12.2,5.9,-11.2,0.3,5.6,29.03,31.7,30.365,47.1,12.1,35.8,11.4,28.9,17.1,-24.7,2.3,-18.1,7.2,11.8,-7.6,29.0325,2.665,4.2,19.4
"3430",3430,"2007-10-07",2007,5,"KC","KC2007","JAX2007",7,17,24,35,-11,0,-2,-20.4,-23.3,-19.6,-3.2,-4,-15.6,28.08,30.78,29.43,23.2,31.6,21.9,-1.2,0,21.9,29.51,30.89,30.2,2.8,43.6,8.3,54.9,2.3,41.5,-4.4,2,-5.2,4,-20.8,18.7,29.815,0.77,-2.1,39.5
"3431",3431,"2007-10-07",2007,5,"NE","NE2007","CLE2007",34,17,51,48,3,1,-15.5,53.4,42.3,44.1,-5.7,3.6,40.5,28.95,29.34,29.145,8.8,15,8.2,7.4,8.1,0.1,27.43,30.77,29.1,62.2,44.6,57.3,27.3,52.3,35.9,1.7,13.1,11,4.5,51.5,2.5,29.1225,0.0449999999999982,54,49
"3432",3432,"2007-10-07",2007,5,"NO","NO2007","CAR2007",13,16,29,44,-15,0,-4,-5.7,3.6,6.7,8.2,-4.3,11,27.62,29.09,28.355,-21.1,-20.2,-14.8,0.5,-5.8,-9,27.1,30.59,28.845,-26.8,15.4,-16.6,23.8,-8.1,21.5,8.7,7.7,-3.8,1.5,7.2,-6.6,28.6,0.489999999999998,0.599999999999999,13.8
"3433",3433,"2007-10-07",2007,5,"NYG","NYG2007","NYJ2007",35,24,59,40.5,18.5,1,-4,1.4,3.2,-1.1,-3.3,-0.9,-0.2,28.24,31.98,30.11,-17.3,-9.4,-9.6,9.3,1.6,-11.2,26.66,31.89,29.275,-15.9,18.7,-6.2,12.6,-10.7,8.5,6,12.6,8.4,2.5,8.2,-12.9,29.6925,0.835000000000001,-4.7,21.1
"3434",3434,"2007-10-07",2007,5,"PIT","PIT2007","SEA2007",21,0,21,41.5,-20.5,0,-5,19.2,8.4,8.1,-12.7,-1.6,9.7,31.31,33.94,32.625,14,14.2,6.6,-6.2,1.2,5.4,26.36,28.16,27.26,33.2,5.2,22.6,5.8,14.7,1.5,-18.9,6.5,-7.8,2.8,1.9,-6.1,29.9425,5.365,-4.2,8
"3435",3435,"2007-10-07",2007,5,"SF","SF2007","BAL2007",7,9,16,34.5,-18.5,0,-3,-35.4,-31.3,-32.8,7.8,5.2,-38,27.64,32.21,29.925,-6.6,-9.9,-13.5,-6.8,0.1,-13.6,27.79,31.21,29.5,-42,28.8,-41.2,21.4,-46.3,19.3,1,14.6,-1.6,5.1,-39.6,-5.7,29.7125,0.425000000000001,-45.3,33.9
"3436",3436,"2007-10-07",2007,5,"LAR","LAR2007","ARI2007",31,34,65,41,24,1,-3.5,-33.2,-29.6,-23.2,5.3,-4.7,-18.5,27.4,31.5,29.45,-11.9,-13.4,-3.8,3.6,-4.5,0.7,28.15,30.47,29.31,-45.1,21.3,-43,16.2,-27,19.4,8.9,1.7,-1.1,0.2,-19.6,1.5,29.38,0.140000000000001,-18.1,21.1
"3437",3437,"2007-10-07",2007,5,"TEN","TEN2007","ATL2007",20,13,33,41,-8,0,-7.5,10,5.9,-3.5,-13.9,-0.4,-3.1,28.39,31.92,30.155,-23.1,-24.4,-16.8,6.3,-0.1,-16.7,27.08,29.73,28.405,-13.1,33.1,-18.5,30.3,-20.3,13.3,-7.6,20.2,5.9,0.3,2.8,-30.7,29.28,1.75,-27.9,33.5
"3438",3438,"2007-10-07",2007,5,"WAS","WAS2007","DET2007",34,3,37,44.5,-7.5,0,-4,5.3,9.3,-0.9,-6.6,-0.4,-0.5,27.54,29.88,28.71,-24.3,-27.8,-10.3,10.4,-3.5,-6.8,26.61,30,28.305,-19,29.6,-18.5,37.1,-11.2,9.4,3.8,17,10,3.1,9.5,-16.9,28.5075,0.405000000000001,-7.4,26.4
"3439",3439,"2007-10-08",2007,5,"BUF","BUF2007","DAL2007",24,25,49,45,4,1,-11,-6.7,-0.9,-10.1,1.5,4.9,-15,29.31,32.23,30.77,23,14.8,17.4,-6,-0.4,17.8,29.2,30.92,30.06,16.3,29.7,13.9,15.7,7.3,27.5,-4.5,7.5,-1.1,5.3,-16.1,18.9,30.415,0.710000000000001,2.8,35
"3440",3440,"2007-10-14",2007,6,"ARI","ARI2007","CAR2007",10,25,35,38.5,-3.5,0,-6,-11.9,-13.4,-3.8,3.6,-4.5,0.7,28.15,30.47,29.31,-21.1,-20.2,-14.8,0.5,-5.8,-9,27.1,30.59,28.845,-33,9.2,-33.6,6.8,-18.6,11,4.1,3.1,-4,1.3,-3.3,-11.2,29.0775,0.465,-14.5,7.9
"3441",3441,"2007-10-14",2007,6,"BAL","BAL2007","LAR2007",22,3,25,36.5,-11.5,0,-9,-6.6,-9.9,-13.5,-6.8,0.1,-13.6,27.79,31.21,29.5,-33.2,-29.6,-23.2,5.3,-4.7,-18.5,27.4,31.5,29.45,-39.8,26.6,-39.5,19.7,-36.7,9.7,-1.5,12.1,5.4,4.8,-8.2,-30,29.475,0.0500000000000007,-38.2,21.8
"3442",3442,"2007-10-14",2007,6,"CHI","CHI2007","MIN2007",31,34,65,35.5,29.5,1,-4.5,-6.2,1.9,-22.2,-4.8,11.2,-33.4,25.57,28.99,27.28,5.1,7.3,-0.8,-3.4,2.5,-3.3,28.74,31.19,29.965,-1.1,11.3,9.2,5.4,-23,21.4,-8.2,1.4,7.8,8.7,-25.6,-5.6,28.6225,2.685,-31.2,20
"3443",3443,"2007-10-14",2007,6,"CLE","CLE2007","MIA2007",41,31,72,45,27,1,-4,8.8,15,8.2,7.4,8.1,0.1,27.43,30.77,29.1,-23.2,-27.7,-6.7,13.8,-2.7,-4,27.99,31.61,29.8,-14.4,32,-12.7,42.7,1.5,14.9,21.2,6.4,21.9,10.8,22,0.7,29.45,0.699999999999999,22.7,21.3
"3444",3444,"2007-10-14",2007,6,"DAL","DAL2007","NE2007",27,48,75,53,22,1,-5,23,14.8,17.4,-6,-0.4,17.8,29.2,30.92,30.06,53.4,42.3,44.1,-5.7,3.6,40.5,28.95,29.34,29.145,76.4,30.4,57.1,27.5,61.5,26.7,-11.7,0.3,-6.1,4,11.7,38.1,29.6025,0.914999999999999,49.8,26.4
"3445",3445,"2007-10-14",2007,6,"GB","GB2007","WAS2007",17,14,31,40.5,-9.5,0,-3,20.5,18,16,-1.5,3,13,28.5,31.18,29.84,5.3,9.3,-0.9,-6.6,-0.4,-0.5,27.54,29.88,28.71,25.8,15.2,27.3,8.7,15.1,16.9,-8.1,5.1,-3.6,3.4,9.4,-2.4,29.275,1.13,7,11.8
"3446",3446,"2007-10-14",2007,6,"JAX","JAX2007","HOU2007",37,17,54,37.5,16.5,1,-7,23.2,31.6,21.9,-1.2,0,21.9,29.51,30.89,30.2,-0.8,0.7,1.6,9.2,6.9,-5.3,28.49,31,29.745,22.4,24,32.3,30.9,23.5,20.3,8,10.4,9.2,6.9,31.1,0.4,29.9725,0.454999999999998,31.5,30.7
"3447",3447,"2007-10-14",2007,6,"KC","KC2007","CIN2007",27,20,47,44,3,1,-2.5,-20.4,-23.3,-19.6,-3.2,-4,-15.6,28.08,30.78,29.43,-0.2,-0.2,12.2,11.5,-0.8,13,27.15,30.36,28.755,-20.6,20.2,-23.5,23.1,-7.4,31.8,8.3,14.7,7.5,3.2,-8.1,9,29.0925,0.675000000000001,0.899999999999999,17.1
"3448",3448,"2007-10-14",2007,6,"NYJ","NYJ2007","PHI2007",9,16,25,43.5,-18.5,0,-4.5,-17.3,-9.4,-9.6,9.3,1.6,-11.2,26.66,31.89,29.275,11.1,10.2,12.7,-4.8,-6.4,19.1,27.5,29.83,28.665,-6.2,28.4,0.799999999999999,19.6,3.1,22.3,4.5,14.1,-3.2,8,-14.4,22,28.97,0.609999999999999,7.6,36.4
"3449",3449,"2007-10-14",2007,6,"LAC","LAC2007","LV2007",28,14,42,44,-2,0,-9.5,17.8,24.3,5.2,-7.5,5.1,0.1,28.58,30.06,29.32,-30.8,-25.9,-18,7.3,-5.5,-12.5,29.2,32.42,30.81,-13,48.6,-1.6,50.2,-12.8,23.2,-0.2,14.8,12.4,10.6,12.5,-25.5,30.065,1.49,-13,38
"3450",3450,"2007-10-14",2007,6,"SEA","SEA2007","NO2007",17,28,45,43,2,1,-6.5,14,14.2,6.6,-6.2,1.2,5.4,26.36,28.16,27.26,-5.7,3.6,6.7,8.2,-4.3,11,27.62,29.09,28.355,8.3,19.7,17.8,10.6,13.3,0.100000000000001,2,14.4,9.4,5.5,14.8,0.5,27.8075,1.095,15.3,14.3
"3451",3451,"2007-10-14",2007,6,"TB","TB2007","TEN2007",13,10,23,37,-14,0,-2.5,17.5,12.2,5.9,-11.2,0.3,5.6,29.03,31.7,30.365,10,5.9,-3.5,-13.9,-0.4,-3.1,28.39,31.92,30.155,27.5,7.5,18.1,6.3,2.4,9.4,-25.1,2.7,-13.6,0.7,-8,-14.7,30.26,0.209999999999997,-22.7,6.7
"3452",3452,"2007-10-15",2007,6,"ATL","ATL2007","NYG2007",10,31,41,44,-3,0,-5.5,-23.1,-24.4,-16.8,6.3,-0.1,-16.7,27.08,29.73,28.405,1.4,3.2,-1.1,-3.3,-0.9,-0.2,28.24,31.98,30.11,-21.7,24.5,-21.2,27.6,-17.9,15.7,3,9.6,-3.4,0.8,-20.1,5.2,29.2575,1.705,-14.9,25.3
"3453",3453,"2007-10-21",2007,7,"BUF","BUF2007","BAL2007",19,14,33,33.5,-0.5,0,-3,-6.7,-0.9,-10.1,1.5,4.9,-15,29.31,32.23,30.77,-6.6,-9.9,-13.5,-6.8,0.1,-13.6,27.79,31.21,29.5,-13.3,0.100000000000001,-10.8,9,-23.6,3.4,-5.3,8.3,-1.9,4.8,-16.9,-12,30.135,1.27,-28.9,4.9
"3454",3454,"2007-10-21",2007,7,"CIN","CIN2007","NYJ2007",38,31,69,48.5,20.5,1,-6,-0.2,-0.2,12.2,11.5,-0.8,13,27.15,30.36,28.755,-17.3,-9.4,-9.6,9.3,1.6,-11.2,26.66,31.89,29.275,-17.5,17.1,-9.6,9.2,2.6,21.8,20.8,2.2,8.5,2.4,21.5,1.9,29.015,0.52,23.4,19.6
"3455",3455,"2007-10-21",2007,7,"DAL","DAL2007","MIN2007",24,14,38,46.5,-8.5,0,-9.5,23,14.8,17.4,-6,-0.4,17.8,29.2,30.92,30.06,5.1,7.3,-0.8,-3.4,2.5,-3.3,28.74,31.19,29.965,28.1,17.9,22.1,7.5,16.6,18.2,-9.4,2.6,-3.8,2.9,14,-6.8,30.0125,0.0949999999999989,7.2,20.8
"3456",3456,"2007-10-21",2007,7,"DEN","DEN2007","PIT2007",31,28,59,38.5,20.5,1,-4.5,-1.7,0.4,9.1,5.7,-5.1,14.2,28.15,30.67,29.41,19.2,8.4,8.1,-12.7,-1.6,9.7,31.31,33.94,32.625,17.5,20.9,8.8,8,17.2,1,-7,18.4,-17.8,3.5,-3.6,13.8,31.0175,3.215,10.2,17.4
"3457",3457,"2007-10-21",2007,7,"DET","DET2007","TB2007",23,16,39,44,-5,0,-2.5,-24.3,-27.8,-10.3,10.4,-3.5,-6.8,26.61,30,28.305,17.5,12.2,5.9,-11.2,0.3,5.6,29.03,31.7,30.365,-6.8,41.8,-15.6,40,-4.4,16.2,-0.799999999999999,21.6,-14.7,3.8,-21.5,16.3,29.335,2.06,-5.2,37.8
"3458",3458,"2007-10-21",2007,7,"HOU","HOU2007","TEN2007",36,38,74,38,36,1,-2,-0.8,0.7,1.6,9.2,6.9,-5.3,28.49,31,29.745,10,5.9,-3.5,-13.9,-0.4,-3.1,28.39,31.92,30.155,9.2,10.8,6.6,5.2,-1.9,5.1,-4.7,23.1,-7,7.3,-12.3,5.7,29.95,0.41,-6.6,18
"3459",3459,"2007-10-21",2007,7,"MIA","MIA2007","NE2007",28,49,77,49.5,27.5,1,-15.5,-23.2,-27.7,-6.7,13.8,-2.7,-4,27.99,31.61,29.8,53.4,42.3,44.1,-5.7,3.6,40.5,28.95,29.34,29.145,30.2,76.6,14.6,70,37.4,50.8,8.1,19.5,-8.4,6.3,-12.4,57.9,29.4725,0.655000000000001,45.5,70.3
"3460",3460,"2007-10-21",2007,7,"NO","NO2007","ATL2007",22,16,38,42,-4,0,-7.5,-5.7,3.6,6.7,8.2,-4.3,11,27.62,29.09,28.355,-23.1,-24.4,-16.8,6.3,-0.1,-16.7,27.08,29.73,28.405,-28.8,17.4,-20.8,28,-10.1,23.5,14.5,1.9,2,4.2,13,-8.6,28.38,0.0500000000000007,4.4,21.6
"3461",3461,"2007-10-21",2007,7,"NYG","NYG2007","SF2007",33,15,48,39,9,1,-9.5,1.4,3.2,-1.1,-3.3,-0.9,-0.2,28.24,31.98,30.11,-35.4,-31.3,-32.8,7.8,5.2,-38,27.64,32.21,29.925,-34,36.8,-28.1,34.5,-33.9,31.7,4.5,11.1,6.9,6.1,6.7,-36.1,30.0175,0.184999999999999,-29.4,42.8
"3462",3462,"2007-10-21",2007,7,"LV","LV2007","KC2007",10,12,22,38,-16,0,-1.5,-30.8,-25.9,-18,7.3,-5.5,-12.5,29.2,32.42,30.81,-20.4,-23.3,-19.6,-3.2,-4,-15.6,28.08,30.78,29.43,-51.2,10.4,-49.2,2.6,-37.6,1.6,4.1,10.5,-8.7,1.5,-21.2,-12.3,30.12,1.38,-33.5,8.9
"3463",3463,"2007-10-21",2007,7,"PHI","PHI2007","CHI2007",16,19,35,43,-8,0,-5.5,11.1,10.2,12.7,-4.8,-6.4,19.1,27.5,29.83,28.665,-6.2,1.9,-22.2,-4.8,11.2,-33.4,25.57,28.99,27.28,4.9,17.3,12.1,8.3,-9.5,34.9,-9.6,0,-11.2,17.6,7.9,-27,27.9725,1.385,-19.1,34.9
"3464",3464,"2007-10-21",2007,7,"SEA","SEA2007","LAR2007",33,6,39,39.5,-0.5,0,-7.5,14,14.2,6.6,-6.2,1.2,5.4,26.36,28.16,27.26,-33.2,-29.6,-23.2,5.3,-4.7,-18.5,27.4,31.5,29.45,-19.2,47.2,-15.4,43.8,-16.6,29.8,-0.9,11.5,6.5,5.9,11.9,-29.4,28.355,2.19,-17.5,41.3
"3465",3465,"2007-10-21",2007,7,"WAS","WAS2007","ARI2007",21,19,40,36,4,1,-8,5.3,9.3,-0.9,-6.6,-0.4,-0.5,27.54,29.88,28.71,-11.9,-13.4,-3.8,3.6,-4.5,0.7,28.15,30.47,29.31,-6.6,17.2,-4.1,22.7,-4.7,2.9,-3,10.2,3.2,4.1,2.7,-10.4,29.01,0.599999999999998,-7.7,13.1
"3466",3466,"2007-10-22",2007,7,"JAX","JAX2007","IND2007",7,29,36,45.5,-9.5,0,-3,23.2,31.6,21.9,-1.2,0,21.9,29.51,30.89,30.2,29.6,23.6,23,-13.5,-6.9,29.9,27.24,28.16,27.7,52.8,6.4,55.2,8,44.9,1.1,-14.7,12.3,-13.5,6.9,8.4,21.8,28.95,2.5,30.2,13.4
"3467",3467,"2007-10-28",2007,8,"CAR","CAR2007","IND2007",7,31,38,44,-6,0,-6.5,-21.1,-20.2,-14.8,0.5,-5.8,-9,27.1,30.59,28.845,29.6,23.6,23,-13.5,-6.9,29.9,27.24,28.16,27.7,8.5,50.7,3.4,43.8,8.2,37.8,-13,14,-19.3,1.1,-28.3,23.5,28.2725,1.145,-4.8,51.8
"3468",3468,"2007-10-28",2007,8,"CHI","CHI2007","DET2007",7,16,23,45.5,-22.5,0,-6,-6.2,1.9,-22.2,-4.8,11.2,-33.4,25.57,28.99,27.28,-24.3,-27.8,-10.3,10.4,-3.5,-6.8,26.61,30,28.305,-30.5,18.1,-25.9,29.7,-32.5,11.9,5.6,15.2,21.6,14.7,-11.8,-15.1,27.7925,1.025,-26.9,3.3
"3469",3469,"2007-10-28",2007,8,"CIN","CIN2007","PIT2007",13,24,37,48.5,-11.5,0,-4,-0.2,-0.2,12.2,11.5,-0.8,13,27.15,30.36,28.755,19.2,8.4,8.1,-12.7,-1.6,9.7,31.31,33.94,32.625,19,19.4,8.2,8.6,20.3,4.1,-1.2,24.2,-13.5,0.8,-0.5,19.6,30.69,3.87,19.1,20.1
"3470",3470,"2007-10-28",2007,8,"MIN","MIN2007","PHI2007",16,23,39,37.5,1.5,1,-1,5.1,7.3,-0.8,-3.4,2.5,-3.3,28.74,31.19,29.965,11.1,10.2,12.7,-4.8,-6.4,19.1,27.5,29.83,28.665,16.2,6,17.5,2.9,11.9,13.5,-8.2,1.4,-2.3,8.9,-5.6,9.3,29.315,1.3,3.7,14.9
"3471",3471,"2007-10-28",2007,8,"NE","NE2007","WAS2007",52,7,59,46.5,12.5,1,-14.5,53.4,42.3,44.1,-5.7,3.6,40.5,28.95,29.34,29.145,5.3,9.3,-0.9,-6.6,-0.4,-0.5,27.54,29.88,28.71,58.7,48.1,51.6,33,43.2,45,-12.3,0.899999999999999,-3,4,37.5,-6.6,28.9275,0.434999999999999,30.9,44.1
"3472",3472,"2007-10-28",2007,8,"NYJ","NYJ2007","BUF2007",3,13,16,38.5,-22.5,0,-3,-17.3,-9.4,-9.6,9.3,1.6,-11.2,26.66,31.89,29.275,-6.7,-0.9,-10.1,1.5,4.9,-15,29.31,32.23,30.77,-24,10.6,-10.3,8.5,-19.7,0.5,10.8,7.8,3.1,3.3,-8.1,-0.799999999999999,30.0225,1.495,-8.9,7.3
"3473",3473,"2007-10-28",2007,8,"LAC","LAC2007","HOU2007",35,10,45,45.5,-0.5,0,-10,17.8,24.3,5.2,-7.5,5.1,0.1,28.58,30.06,29.32,-0.8,0.7,1.6,9.2,6.9,-5.3,28.49,31,29.745,17,18.6,25,23.6,6.8,3.6,1.7,16.7,14.3,1.8,14.4,-5.9,29.5325,0.425000000000001,8.5,20.3
"3474",3474,"2007-10-28",2007,8,"SF","SF2007","NO2007",10,31,41,40,1,1,-1.5,-35.4,-31.3,-32.8,7.8,5.2,-38,27.64,32.21,29.925,-5.7,3.6,6.7,8.2,-4.3,11,27.62,29.09,28.355,-41.1,29.7,-27.7,34.9,-26.1,39.5,16,0.399999999999999,13.4,9.5,-24.6,14.5,29.14,1.57,-10.1,39.1
"3475",3475,"2007-10-28",2007,8,"LAR","LAR2007","CLE2007",20,27,47,46.5,0.5,1,-3,-33.2,-29.6,-23.2,5.3,-4.7,-18.5,27.4,31.5,29.45,8.8,15,8.2,7.4,8.1,0.1,27.43,30.77,29.1,-24.4,42,-14.6,44.6,-15,31.4,12.7,2.1,2.7,12.8,-15.8,13.5,29.275,0.349999999999998,-2.3,29.3
"3476",3476,"2007-10-28",2007,8,"TB","TB2007","JAX2007",23,24,47,32,15,1,-3.5,17.5,12.2,5.9,-11.2,0.3,5.6,29.03,31.7,30.365,23.2,31.6,21.9,-1.2,0,21.9,29.51,30.89,30.2,40.7,5.7,43.8,19.4,27.8,16,-12.4,10,-0.9,0.3,4.7,10.7,30.2825,0.164999999999999,15.4,6
"3477",3477,"2007-10-28",2007,8,"TEN","TEN2007","LV2007",13,9,22,39,-17,0,-7,10,5.9,-3.5,-13.9,-0.4,-3.1,28.39,31.92,30.155,-30.8,-25.9,-18,7.3,-5.5,-12.5,29.2,32.42,30.81,-20.8,40.8,-20,31.8,-21.5,14.5,-6.6,21.2,6.9,5.1,3.8,-31.9,30.4825,0.654999999999998,-28.1,35.7
"3478",3478,"2007-10-29",2007,8,"DEN","DEN2007","GB2007",13,19,32,43.5,-11.5,0,-3,-1.7,0.4,9.1,5.7,-5.1,14.2,28.15,30.67,29.41,20.5,18,16,-1.5,3,13,28.5,31.18,29.84,18.8,22.2,18.4,17.6,25.1,6.9,4.2,7.2,-6.6,8.1,7.6,21.7,29.625,0.43,29.3,14.1
"3479",3479,"2007-11-04",2007,9,"ATL","ATL2007","SF2007",20,16,36,37,-1,0,-3.5,-23.1,-24.4,-16.8,6.3,-0.1,-16.7,27.08,29.73,28.405,-35.4,-31.3,-32.8,7.8,5.2,-38,27.64,32.21,29.925,-58.5,12.3,-55.7,6.9,-49.6,16,14.1,1.5,7.7,5.3,-9,-26.5,29.165,1.52,-35.5,17.5
"3480",3480,"2007-11-04",2007,9,"BUF","BUF2007","CIN2007",33,21,54,44,10,1,-1,-6.7,-0.9,-10.1,1.5,4.9,-15,29.31,32.23,30.77,-0.2,-0.2,12.2,11.5,-0.8,13,27.15,30.36,28.755,-6.9,6.5,-1.1,0.7,2.1,22.3,13,10,16.4,5.7,1.4,13.7,29.7625,2.015,15.1,12.3
"3481",3481,"2007-11-04",2007,9,"CLE","CLE2007","SEA2007",33,30,63,47,16,1,-1.5,8.8,15,8.2,7.4,8.1,0.1,27.43,30.77,29.1,14,14.2,6.6,-6.2,1.2,5.4,26.36,28.16,27.26,22.8,5.2,29.2,0.800000000000001,14.8,1.6,1.2,13.6,1.9,6.9,2,14,28.18,1.84,16,12
"3482",3482,"2007-11-04",2007,9,"DET","DET2007","DEN2007",44,7,51,46.5,4.5,1,-3,-24.3,-27.8,-10.3,10.4,-3.5,-6.8,26.61,30,28.305,-1.7,0.4,9.1,5.7,-5.1,14.2,28.15,30.67,29.41,-26,22.6,-27.4,28.2,-1.2,19.4,16.1,4.7,2.2,1.6,-4.6,19.5,28.8575,1.105,14.9,24.1
"3483",3483,"2007-11-04",2007,9,"IND","IND2007","NE2007",20,24,44,56.5,-12.5,0,-5,29.6,23.6,23,-13.5,-6.9,29.9,27.24,28.16,27.7,53.4,42.3,44.1,-5.7,3.6,40.5,28.95,29.34,29.145,83,23.8,65.9,18.7,67.1,21.1,-19.2,7.8,-12.6,10.5,17.3,30.6,28.4225,1.445,47.9,13.3
"3484",3484,"2007-11-04",2007,9,"KC","KC2007","GB2007",22,33,55,37.5,17.5,1,-2.5,-20.4,-23.3,-19.6,-3.2,-4,-15.6,28.08,30.78,29.43,20.5,18,16,-1.5,3,13,28.5,31.18,29.84,0.100000000000001,40.9,-5.3,41.3,-3.6,35.6,-4.7,1.7,-5.5,7,-21.1,12.8,29.635,0.41,-8.3,33.9
