index,schedule_date,schedule_season,schedule_week,team_home,team_home_full,team_away_full,score_home,score_away,score_total,over_under_line,over_under_diff,over_binary,spread_favorite,home_total_dvoa,home_weighted_dvoa,home_offense_dvoa,home_defense_dvoa,home_special_dvoa,home_off_def_difference,home_sec_play_total,home_sec_play_neutral,home_sec_play_composite,away_total_dvoa,away_weighted_dvoa,away_offense_dvoa,away_defense_dvoa,away_special_dvoa,away_off_def_difference,away_sec_play_total,away_sec_play_neutral,away_sec_play_composite
1365,1998-12-26,1998,17,LV,LV1998,KC1998,24,31,55,39.5,15.5,1,-3,-19.8,-23.2,-24.8,-14.2,-9.3,-15.5,26.06,28.16,27.11,-6.1,-5.6,-2.2,1.7,-2.2,0,27.49,30.16,28.825
1366,1998-12-26,1998,17,TEN,TEN1998,MIN1998,16,26,42,48,-6,0,-7,0.5,4.3,12.3,14.7,3,9.3,28.76,32.43,30.595,27.4,28.6,23.9,-2.7,0.8,23.1,27.49,29.2,28.345
1367,1998-12-27,1998,17,ARI,ARI1998,LAC1998,16,13,29,40,-11,0,-7.5,-17.8,-18.2,-6.2,9.9,-1.8,-4.4,26.02,28.02,27.02,-16.2,-21,-25.7,-14.6,-5.1,-20.6,27.5,31.14,29.32
1368,1998-12-27,1998,17,ATL,ATL1998,MIA1998,38,16,54,41.5,12.5,1,-3,22.9,32.7,7,-12.8,3.2,3.8,31.13,33,32.065,24.1,21.6,1.3,-22,0.7,0.6,29.43,31.69,30.56
1369,1998-12-27,1998,17,BAL,BAL1998,DET1998,19,10,29,38.5,-9.5,0,-2,-3.2,-7.4,-7.8,-1.9,2.7,-10.5,28.25,31.81,30.03,-9,-10.2,-6.3,4.9,2.1,-8.4,28.02,30.44,29.23
1370,1998-12-27,1998,17,CHI,CHI1998,GB1998,13,16,29,40.5,-11.5,0,-7,-10.3,-12.6,-5,7.9,2.7,-7.7,28.19,31.79,29.99,14.8,12.9,6.6,-6.8,1.4,5.2,27.68,29.57,28.625
1371,1998-12-27,1998,17,CIN,CIN1998,TB1998,0,35,35,42,-7,0,-6.5,-29.6,-36.4,-4.3,20.8,-4.5,0.2,27.46,29.81,28.635,1.8,4.5,-7.2,-6.6,2.5,-9.7,29.85,33.23,31.54
1372,1998-12-27,1998,17,DAL,DAL1998,WAS1998,23,7,30,41,-11,0,-1.5,14.3,11.3,14.9,9.7,9.2,5.7,29.82,30.94,30.38,-21.4,-11.4,-0.7,15.7,-5,4.3,26.07,28.99,27.53
1373,1998-12-27,1998,17,DEN,DEN1998,SEA1998,28,21,49,46.5,2.5,1,-10,32.2,27.1,35,5.1,2.3,32.7,28.76,29.99,29.375,2.9,1.7,-10.3,-9.5,3.7,-14,26.93,28.88,27.905
1374,1998-12-27,1998,17,IND,IND1998,CAR1998,19,27,46,49,-3,0,-5,-17.4,-7.9,-1.1,14.9,-1.5,0.4,26.5,30.86,28.68,-13.6,-10.8,-7.8,6.7,0.8,-8.6,27.4,30.02,28.71
1375,1998-12-27,1998,17,NO,NO1998,BUF1998,33,45,78,41,37,1,-2.5,-11.8,-15.1,-22.7,-7.9,2.9,-25.6,27.47,31.17,29.32,19.3,24.3,20,-1,-1.7,21.7,28.85,30.25,29.55
1376,1998-12-27,1998,17,PHI,PHI1998,NYG1998,10,20,30,34,-4,0,-4,-37,-31.1,-23.5,10.6,-3,-20.5,27.41,30.09,28.75,-5.9,0,-9.7,-4.8,-1,-8.7,26.03,28.39,27.21
1377,1998-12-27,1998,17,SF,SF1998,LAR1998,38,19,57,45,12,1,-12.5,25,20.5,29.3,1,-3.4,32.7,27.38,28.92,28.15,-6.9,-11.2,-13.4,-7.2,-0.8,-12.6,27.17,31.55,29.36
1378,1998-12-28,1998,17,JAX,JAX1998,PIT1998,21,3,24,41,-17,0,-3,7.5,7.3,9.9,3.9,1.6,8.3,27.42,29.08,28.25,-2.5,-1.2,-6.6,-3.4,0.7,-7.3,27.95,30.47,29.21
1379,1999-09-12,1999,1,ATL,ATL1999,MIN1999,14,17,31,49,-18,0,-4,-16.5,-13.5,-10.9,6.3,0.7,-11.6,29.09,32.77,30.93,14.5,23.9,11.9,2.2,4.8,7.1,27.63,29.81,28.72
1380,1999-09-12,1999,1,CHI,CHI1999,KC1999,20,17,37,38,-1,0,-3,-13.3,-14.3,-3.8,6.5,-3.1,-0.7,24.74,27.67,26.205,16.8,16.3,14.1,-6.7,-4,18.1,27.22,31.06,29.14
1381,1999-09-12,1999,1,CLE,CLE1999,PIT1999,0,43,43,37,6,1,-6,-41.3,-35.7,-11.3,23.3,-6.7,-4.6,26.18,29.24,27.71,-0.3,-7,-5.4,-1.1,4,-9.4,27.64,30.32,28.98
1382,1999-09-12,1999,1,GB,GB1999,LV1999,28,24,52,43,9,1,-9,5.4,2.9,8,1.6,-1,9,26.52,29.63,28.075,21.1,21,20.8,-5.1,-4.9,25.7,28.38,30.38,29.38
1383,1999-09-12,1999,1,IND,IND1999,BUF1999,31,14,45,45.5,-0.5,0,-3,4.3,4.1,14.2,8.8,-1.1,15.3,28.84,31.14,29.99,14.5,14.6,12.8,-4.5,-2.7,15.5,28.7,30.82,29.76
1384,1999-09-12,1999,1,JAX,JAX1999,SF1999,41,3,44,49,-5,0,-5.5,26.6,21.6,11.5,-8.7,6.4,5.1,27.33,29.65,28.49,-30.5,-28.6,-1.7,21.4,-7.3,5.6,28.08,32.55,30.315
1385,1999-09-12,1999,1,NO,NO1999,CAR1999,19,10,29,38,-9,0,-3.5,-36.9,-48.4,-24.5,5.4,-7.1,-17.4,27.42,30.92,29.17,0.1,4.4,10,17.1,7.2,2.8,27.89,32.57,30.23
1386,1999-09-12,1999,1,NYJ,NYJ1999,NE1999,28,30,58,44.5,13.5,1,-7,7.1,15.7,4.1,-1.6,1.4,2.7,28.61,31.22,29.915,-4.9,-12.9,-7.6,-1.2,1.6,-9.2,26.54,29.27,27.905
1387,1999-09-12,1999,1,PHI,PHI1999,ARI1999,24,25,49,37,12,1,-3,-12.4,-3.8,-22.8,-9.6,0.9,-23.7,26.77,29.39,28.08,-29.4,-27.7,-23.2,6.1,-0.1,-23.1,25.45,28.77,27.11
1388,1999-09-12,1999,1,SEA,SEA1999,DET1999,20,28,48,42,6,1,-9.5,11.9,13.3,-2.7,-11.1,3.5,-6.2,26.48,28.06,27.27,6.6,3.7,-0.7,-4.2,3.1,-3.8,27.86,30.17,29.015
1389,1999-09-12,1999,1,LAR,LAR1999,BAL1999,27,10,37,39,-2,0,0,38.7,34.7,18.1,-17.8,2.8,15.3,29.9,31.41,30.655,9.4,11.8,-13.4,-20.9,1.9,-15.3,26.52,27.68,27.1
1390,1999-09-12,1999,1,TB,TB1999,NYG1999,13,17,30,37.5,-7.5,0,-5.5,12.1,11.9,-10.3,-19.3,3,-13.3,30.24,32.01,31.125,-11,-10.9,-6.9,3.1,-1.1,-5.8,26.66,30.41,28.535
1391,1999-09-12,1999,1,TEN,TEN1999,CIN1999,36,35,71,42,29,1,-9,14.9,20.6,18.5,5.8,2.2,16.3,29.27,32.49,30.88,-33.9,-25.5,-10,17.5,-6.4,-3.6,27,29.74,28.37
1392,1999-09-12,1999,1,WAS,WAS1999,DAL1999,35,41,76,42,34,1,-2.5,11,2.8,21.8,8.5,-2.4,24.2,27.02,30.3,28.66,10.7,14.4,4.5,-4.3,1.8,2.7,29.12,31.61,30.365
1393,1999-09-13,1999,1,DEN,DEN1999,MIA1999,21,38,59,43,16,1,-6,8.4,12.3,3.6,-6.3,-1.6,5.2,27.62,30.49,29.055,5.9,3.7,-6.6,-8.4,4.2,-10.8,27.22,30.18,28.7
1394,1999-09-19,1999,2,BAL,BAL1999,PIT1999,20,23,43,38,5,1,-2.5,9.4,11.8,-13.4,-20.9,1.9,-15.3,26.52,27.68,27.1,-0.3,-7,-5.4,-1.1,4,-9.4,27.64,30.32,28.98
1395,1999-09-19,1999,2,BUF,BUF1999,NYJ1999,17,3,20,42,-22,0,-4,14.5,14.6,12.8,-4.5,-2.7,15.5,28.7,30.82,29.76,7.1,15.7,4.1,-1.6,1.4,2.7,28.61,31.22,29.915
1396,1999-09-19,1999,2,CAR,CAR1999,JAX1999,20,22,42,44,-2,0,-9.5,0.1,4.4,10,17.1,7.2,2.8,27.89,32.57,30.23,26.6,21.6,11.5,-8.7,6.4,5.1,27.33,29.65,28.49
1397,1999-09-19,1999,2,CHI,CHI1999,SEA1999,13,14,27,39,-12,0,-3.5,-13.3,-14.3,-3.8,6.5,-3.1,-0.7,24.74,27.67,26.205,11.9,13.3,-2.7,-11.1,3.5,-6.2,26.48,28.06,27.27
1398,1999-09-19,1999,2,CIN,CIN1999,LAC1999,7,34,41,40.5,0.5,1,-1,-33.9,-25.5,-10,17.5,-6.4,-3.6,27,29.74,28.37,-8.8,-6.4,-18.1,-8.5,0.8,-18.9,26.99,28.74,27.865
1399,1999-09-19,1999,2,DET,DET1999,GB1999,23,15,38,43,-5,0,-6.5,6.6,3.7,-0.7,-4.2,3.1,-3.8,27.86,30.17,29.015,5.4,2.9,8,1.6,-1,9,26.52,29.63,28.075
1400,1999-09-19,1999,2,KC,KC1999,DEN1999,26,10,36,40.5,-4.5,0,-3.5,16.8,16.3,14.1,-6.7,-4,18.1,27.22,31.06,29.14,8.4,12.3,3.6,-6.3,-1.6,5.2,27.62,30.49,29.055
1401,1999-09-19,1999,2,MIA,MIA1999,ARI1999,19,16,35,41,-6,0,-9,5.9,3.7,-6.6,-8.4,4.2,-10.8,27.22,30.18,28.7,-29.4,-27.7,-23.2,6.1,-0.1,-23.1,25.45,28.77,27.11
1402,1999-09-19,1999,2,MIN,MIN1999,LV1999,17,22,39,47.5,-8.5,0,-11,14.5,23.9,11.9,2.2,4.8,7.1,27.63,29.81,28.72,21.1,21,20.8,-5.1,-4.9,25.7,28.38,30.38,29.38
1403,1999-09-19,1999,2,NE,NE1999,IND1999,31,28,59,45,14,1,-4.5,-4.9,-12.9,-7.6,-1.2,1.6,-9.2,26.54,29.27,27.905,4.3,4.1,14.2,8.8,-1.1,15.3,28.84,31.14,29.99
1404,1999-09-19,1999,2,NYG,NYG1999,WAS1999,21,50,71,41,30,1,-2.5,-11,-10.9,-6.9,3.1,-1.1,-5.8,26.66,30.41,28.535,11,2.8,21.8,8.5,-2.4,24.2,27.02,30.3,28.66
1405,1999-09-19,1999,2,PHI,PHI1999,TB1999,5,19,24,36.5,-12.5,0,-6.5,-12.4,-3.8,-22.8,-9.6,0.9,-23.7,26.77,29.39,28.08,12.1,11.9,-10.3,-19.3,3,-13.3,30.24,32.01,31.125
1406,1999-09-19,1999,2,SF,SF1999,NO1999,28,21,49,42.5,6.5,1,-11,-30.5,-28.6,-1.7,21.4,-7.3,5.6,28.08,32.55,30.315,-36.9,-48.4,-24.5,5.4,-7.1,-17.4,27.42,30.92,29.17
1407,1999-09-19,1999,2,TEN,TEN1999,CLE1999,26,9,35,40,-5,0,-16,14.9,20.6,18.5,5.8,2.2,16.3,29.27,32.49,30.88,-41.3,-35.7,-11.3,23.3,-6.7,-4.6,26.18,29.24,27.71
1408,1999-09-20,1999,2,DAL,DAL1999,ATL1999,24,7,31,42,-11,0,-6.5,10.7,14.4,4.5,-4.3,1.8,2.7,29.12,31.61,30.365,-16.5,-13.5,-10.9,6.3,0.7,-11.6,29.09,32.77,30.93
1409,1999-09-26,1999,3,BAL,BAL1999,CLE1999,17,10,27,36.5,-9.5,0,-12,9.4,11.8,-13.4,-20.9,1.9,-15.3,26.52,27.68,27.1,-41.3,-35.7,-11.3,23.3,-6.7,-4.6,26.18,29.24,27.71
1410,1999-09-26,1999,3,BUF,BUF1999,PHI1999,26,0,26,38,-12,0,-11.5,14.5,14.6,12.8,-4.5,-2.7,15.5,28.7,30.82,29.76,-12.4,-3.8,-22.8,-9.6,0.9,-23.7,26.77,29.39,28.08
1411,1999-09-26,1999,3,CAR,CAR1999,CIN1999,27,3,30,39.5,-9.5,0,-7,0.1,4.4,10,17.1,7.2,2.8,27.89,32.57,30.23,-33.9,-25.5,-10,17.5,-6.4,-3.6,27,29.74,28.37
1412,1999-09-26,1999,3,GB,GB1999,MIN1999,23,20,43,47.5,-4.5,0,0,5.4,2.9,8,1.6,-1,9,26.52,29.63,28.075,14.5,23.9,11.9,2.2,4.8,7.1,27.63,29.81,28.72
1413,1999-09-26,1999,3,JAX,JAX1999,TEN1999,19,20,39,45,-6,0,-9.5,26.6,21.6,11.5,-8.7,6.4,5.1,27.33,29.65,28.49,14.9,20.6,18.5,5.8,2.2,16.3,29.27,32.49,30.88
1414,1999-09-26,1999,3,KC,KC1999,DET1999,31,21,52,39.5,12.5,1,-3.5,16.8,16.3,14.1,-6.7,-4,18.1,27.22,31.06,29.14,6.6,3.7,-0.7,-4.2,3.1,-3.8,27.86,30.17,29.015
1415,1999-09-26,1999,3,NE,NE1999,NYG1999,16,14,30,43.5,-13.5,0,-6,-4.9,-12.9,-7.6,-1.2,1.6,-9.2,26.54,29.27,27.905,-11,-10.9,-6.9,3.1,-1.1,-5.8,26.66,30.41,28.535
1416,1999-09-26,1999,3,NYJ,NYJ1999,WAS1999,20,27,47,43.5,3.5,1,-1,7.1,15.7,4.1,-1.6,1.4,2.7,28.61,31.22,29.915,11,2.8,21.8,8.5,-2.4,24.2,27.02,30.3,28.66
1417,1999-09-26,1999,3,LV,LV1999,CHI1999,24,17,41,38,3,1,-7,21.1,21,20.8,-5.1,-4.9,25.7,28.38,30.38,29.38,-13.3,-14.3,-3.8,6.5,-3.1,-0.7,24.74,27.67,26.205
1418,1999-09-26,1999,3,PIT,PIT1999,SEA1999,10,29,39,38,1,1,-4,-0.3,-7,-5.4,-1.1,4,-9.4,27.64,30.32,28.98,11.9,13.3,-2.7,-11.1,3.5,-6.2,26.48,28.06,27.27
1419,1999-09-26,1999,3,LAC,LAC1999,IND1999,19,27,46,44,2,1,-1,-8.8,-6.4,-18.1,-8.5,0.8,-18.9,26.99,28.74,27.865,4.3,4.1,14.2,8.8,-1.1,15.3,28.84,31.14,29.99
1420,1999-09-26,1999,3,LAR,LAR1999,ATL1999,35,7,42,40.5,1.5,1,-1.5,38.7,34.7,18.1,-17.8,2.8,15.3,29.9,31.41,30.655,-16.5,-13.5,-10.9,6.3,0.7,-11.6,29.09,32.77,30.93
1421,1999-09-26,1999,3,TB,TB1999,DEN1999,13,10,23,38,-15,0,-2.5,12.1,11.9,-10.3,-19.3,3,-13.3,30.24,32.01,31.125,8.4,12.3,3.6,-6.3,-1.6,5.2,27.62,30.49,29.055
1422,1999-09-27,1999,3,ARI,ARI1999,SF1999,10,24,34,45.5,-11.5,0,-2.5,-29.4,-27.7,-23.2,6.1,-0.1,-23.1,25.45,28.77,27.11,-30.5,-28.6,-1.7,21.4,-7.3,5.6,28.08,32.55,30.315
1423,1999-10-03,1999,4,ATL,ATL1999,BAL1999,13,19,32,36.5,-4.5,0,-2.5,-16.5,-13.5,-10.9,6.3,0.7,-11.6,29.09,32.77,30.93,9.4,11.8,-13.4,-20.9,1.9,-15.3,26.52,27.68,27.1
1424,1999-10-03,1999,4,CHI,CHI1999,NO1999,14,10,24,37,-13,0,-1,-13.3,-14.3,-3.8,6.5,-3.1,-0.7,24.74,27.67,26.205,-36.9,-48.4,-24.5,5.4,-7.1,-17.4,27.42,30.92,29.17
1425,1999-10-03,1999,4,CIN,CIN1999,LAR1999,10,38,48,44,4,1,-3.5,-33.9,-25.5,-10,17.5,-6.4,-3.6,27,29.74,28.37,38.7,34.7,18.1,-17.8,2.8,15.3,29.9,31.41,30.655
1426,1999-10-03,1999,4,CLE,CLE1999,NE1999,7,19,26,38,-12,0,-12,-41.3,-35.7,-11.3,23.3,-6.7,-4.6,26.18,29.24,27.71,-4.9,-12.9,-7.6,-1.2,1.6,-9.2,26.54,29.27,27.905
1427,1999-10-03,1999,4,DAL,DAL1999,ARI1999,35,7,42,42.5,-0.5,0,-7,10.7,14.4,4.5,-4.3,1.8,2.7,29.12,31.61,30.365,-29.4,-27.7,-23.2,6.1,-0.1,-23.1,25.45,28.77,27.11
1428,1999-10-03,1999,4,DEN,DEN1999,NYJ1999,13,21,34,40,-6,0,-5.5,8.4,12.3,3.6,-6.3,-1.6,5.2,27.62,30.49,29.055,7.1,15.7,4.1,-1.6,1.4,2.7,28.61,31.22,29.915
1429,1999-10-03,1999,4,MIN,MIN1999,TB1999,21,14,35,40.5,-5.5,0,-7,14.5,23.9,11.9,2.2,4.8,7.1,27.63,29.81,28.72,12.1,11.9,-10.3,-19.3,3,-13.3,30.24,32.01,31.125
1430,1999-10-03,1999,4,NYG,NYG1999,PHI1999,16,15,31,35.5,-4.5,0,-9.5,-11,-10.9,-6.9,3.1,-1.1,-5.8,26.66,30.41,28.535,-12.4,-3.8,-22.8,-9.6,0.9,-23.7,26.77,29.39,28.08
1431,1999-10-03,1999,4,PIT,PIT1999,JAX1999,3,17,20,42,-22,0,-3,-0.3,-7,-5.4,-1.1,4,-9.4,27.64,30.32,28.98,26.6,21.6,11.5,-8.7,6.4,5.1,27.33,29.65,28.49
1432,1999-10-03,1999,4,LAC,LAC1999,KC1999,21,14,35,38.5,-3.5,0,-1,-8.8,-6.4,-18.1,-8.5,0.8,-18.9,26.99,28.74,27.865,16.8,16.3,14.1,-6.7,-4,18.1,27.22,31.06,29.14
1433,1999-10-03,1999,4,SF,SF1999,TEN1999,24,22,46,40.5,5.5,1,-1.5,-30.5,-28.6,-1.7,21.4,-7.3,5.6,28.08,32.55,30.315,14.9,20.6,18.5,5.8,2.2,16.3,29.27,32.49,30.88
1434,1999-10-03,1999,4,SEA,SEA1999,LV1999,22,21,43,40.5,2.5,1,-3.5,11.9,13.3,-2.7,-11.1,3.5,-6.2,26.48,28.06,27.27,21.1,21,20.8,-5.1,-4.9,25.7,28.38,30.38,29.38
1435,1999-10-03,1999,4,WAS,WAS1999,CAR1999,38,36,74,45.5,28.5,1,-8.5,11,2.8,21.8,8.5,-2.4,24.2,27.02,30.3,28.66,0.1,4.4,10,17.1,7.2,2.8,27.89,32.57,30.23
1436,1999-10-04,1999,4,MIA,MIA1999,BUF1999,18,23,41,40.5,0.5,1,-4.5,5.9,3.7,-6.6,-8.4,4.2,-10.8,27.22,30.18,28.7,14.5,14.6,12.8,-4.5,-2.7,15.5,28.7,30.82,29.76
1437,1999-10-10,1999,5,ARI,ARI1999,NYG1999,14,3,17,37.5,-20.5,0,-3,-29.4,-27.7,-23.2,6.1,-0.1,-23.1,25.45,28.77,27.11,-11,-10.9,-6.9,3.1,-1.1,-5.8,26.66,30.41,28.535
1438,1999-10-10,1999,5,BUF,BUF1999,PIT1999,24,21,45,38,7,1,-6.5,14.5,14.6,12.8,-4.5,-2.7,15.5,28.7,30.82,29.76,-0.3,-7,-5.4,-1.1,4,-9.4,27.64,30.32,28.98
1439,1999-10-10,1999,5,CLE,CLE1999,CIN1999,17,18,35,36,-1,0,-3,-41.3,-35.7,-11.3,23.3,-6.7,-4.6,26.18,29.24,27.71,-33.9,-25.5,-10,17.5,-6.4,-3.6,27,29.74,28.37
1440,1999-10-10,1999,5,DET,DET1999,LAC1999,10,20,30,40,-10,0,-3.5,6.6,3.7,-0.7,-4.2,3.1,-3.8,27.86,30.17,29.015,-8.8,-6.4,-18.1,-8.5,0.8,-18.9,26.99,28.74,27.865
1441,1999-10-10,1999,5,GB,GB1999,TB1999,26,23,49,40.5,8.5,1,-6,5.4,2.9,8,1.6,-1,9,26.52,29.63,28.075,12.1,11.9,-10.3,-19.3,3,-13.3,30.24,32.01,31.125
1442,1999-10-10,1999,5,IND,IND1999,MIA1999,31,34,65,44.5,20.5,1,-1.5,4.3,4.1,14.2,8.8,-1.1,15.3,28.84,31.14,29.99,5.9,3.7,-6.6,-8.4,4.2,-10.8,27.22,30.18,28.7
1443,1999-10-10,1999,5,KC,KC1999,NE1999,16,14,30,41,-11,0,-2.5,16.8,16.3,14.1,-6.7,-4,18.1,27.22,31.06,29.14,-4.9,-12.9,-7.6,-1.2,1.6,-9.2,26.54,29.27,27.905
1444,1999-10-10,1999,5,MIN,MIN1999,CHI1999,22,24,46,43.5,2.5,1,-13,14.5,23.9,11.9,2.2,4.8,7.1,27.63,29.81,28.72,-13.3,-14.3,-3.8,6.5,-3.1,-0.7,24.74,27.67,26.205
1445,1999-10-10,1999,5,NO,NO1999,ATL1999,17,20,37,35.5,1.5,1,-3,-36.9,-48.4,-24.5,5.4,-7.1,-17.4,27.42,30.92,29.17,-16.5,-13.5,-10.9,6.3,0.7,-11.6,29.09,32.77,30.93
1446,1999-10-10,1999,5,LV,LV1999,DEN1999,13,16,29,38,-9,0,-7,21.1,21,20.8,-5.1,-4.9,25.7,28.38,30.38,29.38,8.4,12.3,3.6,-6.3,-1.6,5.2,27.62,30.49,29.055
1447,1999-10-10,1999,5,PHI,PHI1999,DAL1999,13,10,23,37,-14,0,-9.5,-12.4,-3.8,-22.8,-9.6,0.9,-23.7,26.77,29.39,28.08,10.7,14.4,4.5,-4.3,1.8,2.7,29.12,31.61,30.365
1448,1999-10-10,1999,5,LAR,LAR1999,SF1999,42,20,62,45.5,16.5,1,-3,38.7,34.7,18.1,-17.8,2.8,15.3,29.9,31.41,30.655,-30.5,-28.6,-1.7,21.4,-7.3,5.6,28.08,32.55,30.315
1449,1999-10-10,1999,5,TEN,TEN1999,BAL1999,14,11,25,38.5,-13.5,0,-7,14.9,20.6,18.5,5.8,2.2,16.3,29.27,32.49,30.88,9.4,11.8,-13.4,-20.9,1.9,-15.3,26.52,27.68,27.1
1450,1999-10-11,1999,5,NYJ,NYJ1999,JAX1999,6,16,22,40,-18,0,-3,7.1,15.7,4.1,-1.6,1.4,2.7,28.61,31.22,29.915,26.6,21.6,11.5,-8.7,6.4,5.1,27.33,29.65,28.49
1451,1999-10-17,1999,6,ARI,ARI1999,WAS1999,10,24,34,45.5,-11.5,0,-3.5,-29.4,-27.7,-23.2,6.1,-0.1,-23.1,25.45,28.77,27.11,11,2.8,21.8,8.5,-2.4,24.2,27.02,30.3,28.66
1452,1999-10-17,1999,6,ATL,ATL1999,LAR1999,13,41,54,45,9,1,-6,-16.5,-13.5,-10.9,6.3,0.7,-11.6,29.09,32.77,30.93,38.7,34.7,18.1,-17.8,2.8,15.3,29.9,31.41,30.655
1453,1999-10-17,1999,6,BUF,BUF1999,LV1999,14,20,34,40.5,-6.5,0,-3.5,14.5,14.6,12.8,-4.5,-2.7,15.5,28.7,30.82,29.76,21.1,21,20.8,-5.1,-4.9,25.7,28.38,30.38,29.38
1454,1999-10-17,1999,6,CHI,CHI1999,PHI1999,16,20,36,35,1,1,-6.5,-13.3,-14.3,-3.8,6.5,-3.1,-0.7,24.74,27.67,26.205,-12.4,-3.8,-22.8,-9.6,0.9,-23.7,26.77,29.39,28.08
1455,1999-10-17,1999,6,CIN,CIN1999,PIT1999,3,17,20,37.5,-17.5,0,-5,-33.9,-25.5,-10,17.5,-6.4,-3.6,27,29.74,28.37,-0.3,-7,-5.4,-1.1,4,-9.4,27.64,30.32,28.98
1456,1999-10-17,1999,6,DEN,DEN1999,GB1999,31,10,41,40,1,1,-3.5,8.4,12.3,3.6,-6.3,-1.6,5.2,27.62,30.49,29.055,5.4,2.9,8,1.6,-1,9,26.52,29.63,28.075
1457,1999-10-17,1999,6,DET,DET1999,MIN1999,25,23,48,45,3,1,-3.5,6.6,3.7,-0.7,-4.2,3.1,-3.8,27.86,30.17,29.015,14.5,23.9,11.9,2.2,4.8,7.1,27.63,29.81,28.72
1458,1999-10-17,1999,6,JAX,JAX1999,CLE1999,24,7,31,37.5,-6.5,0,-17.5,26.6,21.6,11.5,-8.7,6.4,5.1,27.33,29.65,28.49,-41.3,-35.7,-11.3,23.3,-6.7,-4.6,26.18,29.24,27.71
1459,1999-10-17,1999,6,NE,NE1999,MIA1999,30,31,61,42.5,18.5,1,-2.5,-4.9,-12.9,-7.6,-1.2,1.6,-9.2,26.54,29.27,27.905,5.9,3.7,-6.6,-8.4,4.2,-10.8,27.22,30.18,28.7
1460,1999-10-17,1999,6,NO,NO1999,TEN1999,21,24,45,36.5,8.5,1,-3,-36.9,-48.4,-24.5,5.4,-7.1,-17.4,27.42,30.92,29.17,14.9,20.6,18.5,5.8,2.2,16.3,29.27,32.49,30.88
1461,1999-10-17,1999,6,NYJ,NYJ1999,IND1999,13,16,29,42.5,-13.5,0,-2.5,7.1,15.7,4.1,-1.6,1.4,2.7,28.61,31.22,29.915,4.3,4.1,14.2,8.8,-1.1,15.3,28.84,31.14,29.99
1462,1999-10-17,1999,6,LAC,LAC1999,SEA1999,13,10,23,37.5,-14.5,0,-1.5,-8.8,-6.4,-18.1,-8.5,0.8,-18.9,26.99,28.74,27.865,11.9,13.3,-2.7,-11.1,3.5,-6.2,26.48,28.06,27.27
1463,1999-10-17,1999,6,SF,SF1999,CAR1999,29,31,60,44,16,1,-5,-30.5,-28.6,-1.7,21.4,-7.3,5.6,28.08,32.55,30.315,0.1,4.4,10,17.1,7.2,2.8,27.89,32.57,30.23
1464,1999-10-18,1999,6,NYG,NYG1999,DAL1999,13,10,23,37,-14,0,-3,-11,-10.9,-6.9,3.1,-1.1,-5.8,26.66,30.41,28.535,10.7,14.4,4.5,-4.3,1.8,2.7,29.12,31.61,30.365
1465,1999-10-21,1999,7,BAL,BAL1999,KC1999,8,35,43,36,7,1,-1,9.4,11.8,-13.4,-20.9,1.9,-15.3,26.52,27.68,27.1,16.8,16.3,14.1,-6.7,-4,18.1,27.22,31.06,29.14
1466,1999-10-24,1999,7,CAR,CAR1999,DET1999,9,24,33,43.5,-10.5,0,-4.5,0.1,4.4,10,17.1,7.2,2.8,27.89,32.57,30.23,6.6,3.7,-0.7,-4.2,3.1,-3.8,27.86,30.17,29.015
1467,1999-10-24,1999,7,DAL,DAL1999,WAS1999,38,20,58,44,14,1,-2,10.7,14.4,4.5,-4.3,1.8,2.7,29.12,31.61,30.365,11,2.8,21.8,8.5,-2.4,24.2,27.02,30.3,28.66
1468,1999-10-24,1999,7,IND,IND1999,CIN1999,31,10,41,44,-3,0,-11,4.3,4.1,14.2,8.8,-1.1,15.3,28.84,31.14,29.99,-33.9,-25.5,-10,17.5,-6.4,-3.6,27,29.74,28.37
1469,1999-10-24,1999,7,MIA,MIA1999,PHI1999,16,13,29,34,-5,0,-9,5.9,3.7,-6.6,-8.4,4.2,-10.8,27.22,30.18,28.7,-12.4,-3.8,-22.8,-9.6,0.9,-23.7,26.77,29.39,28.08
1470,1999-10-24,1999,7,MIN,MIN1999,SF1999,40,16,56,48.5,7.5,1,-7,14.5,23.9,11.9,2.2,4.8,7.1,27.63,29.81,28.72,-30.5,-28.6,-1.7,21.4,-7.3,5.6,28.08,32.55,30.315
1471,1999-10-24,1999,7,NE,NE1999,DEN1999,24,23,47,40.5,6.5,1,-3.5,-4.9,-12.9,-7.6,-1.2,1.6,-9.2,26.54,29.27,27.905,8.4,12.3,3.6,-6.3,-1.6,5.2,27.62,30.49,29.055
1472,1999-10-24,1999,7,LV,LV1999,NYJ1999,24,23,47,37,10,1,-6.5,21.1,21,20.8,-5.1,-4.9,25.7,28.38,30.38,29.38,7.1,15.7,4.1,-1.6,1.4,2.7,28.61,31.22,29.915
1473,1999-10-24,1999,7,LAC,LAC1999,GB1999,3,31,34,37.5,-3.5,0,-3,-8.8,-6.4,-18.1,-8.5,0.8,-18.9,26.99,28.74,27.865,5.4,2.9,8,1.6,-1,9,26.52,29.63,28.075
1474,1999-10-24,1999,7,SEA,SEA1999,BUF1999,26,16,42,38,4,1,-2.5,11.9,13.3,-2.7,-11.1,3.5,-6.2,26.48,28.06,27.27,14.5,14.6,12.8,-4.5,-2.7,15.5,28.7,30.82,29.76
