index,schedule_date,schedule_season,schedule_week,team_home,team_home_full,team_away_full,score_home,score_away,score_total,over_under_line,over_under_diff,over_binary,spread_favorite,home_total_dvoa,home_weighted_dvoa,home_offense_dvoa,home_defense_dvoa,home_special_dvoa,home_off_def_difference,home_sec_play_total,home_sec_play_neutral,home_sec_play_composite,away_total_dvoa,away_weighted_dvoa,away_offense_dvoa,away_defense_dvoa,away_special_dvoa,away_off_def_difference,away_sec_play_total,away_sec_play_neutral,away_sec_play_composite
3289,2006-12-03,2006,13,BUF,BUF2006,LAC2006,21,24,45,42.5,2.5,1,-5.5,-2.5,3.2,-7,2.6,7.1,-14.1,29.21,31.03,30.12,28.5,26.7,25.8,2.2,4.9,20.9,29.09,30.97,30.03
3290,2006-12-03,2006,13,CHI,CHI2006,MIN2006,23,13,36,34.5,1.5,1,-9,24,17.1,-4.6,-19.9,8.7,-13.3,27.51,27.67,27.59,-10,-12.1,-17.8,-12.2,-4.4,-13.4,29.16,32.79,30.975
3291,2006-12-03,2006,13,CLE,CLE2006,KC2006,31,28,59,35.5,23.5,1,-5,-17.1,-22.4,-16.3,4.2,3.3,-19.6,29.37,33.44,31.405,5.3,5.3,6.1,2.1,1.3,4.8,28.28,31.7,29.99
3292,2006-12-03,2006,13,DEN,DEN2006,SEA2006,20,23,43,40.5,2.5,1,-4,-1.6,-5.4,-4.8,-2.6,0.6,-5.4,29.19,30.71,29.95,-14.1,-16.4,-11.7,5.2,2.9,-14.6,26.6,28.35,27.475
3293,2006-12-03,2006,13,GB,GB2006,NYJ2006,10,38,48,42.5,5.5,1,0,-6.1,-2,-5,-3.7,-4.8,-0.2,26.31,28.01,27.16,-2.3,-1.7,5.4,11.5,3.7,1.7,28.62,30.9,29.76
3294,2006-12-03,2006,13,MIA,MIA2006,JAX2006,10,24,34,35.5,-1.5,0,0,-1.6,2.1,-10,-9.3,-0.9,-9.1,26.98,29.78,28.38,21.8,21.6,7.6,-14.7,-0.5,8.1,30.36,33.59,31.975
3295,2006-12-03,2006,13,NE,NE2006,DET2006,28,21,49,41.5,7.5,1,-13.5,26.1,30.3,14.7,-8.5,2.9,11.8,27.98,29.46,28.72,-17.9,-15.7,-13.7,7.2,3,-16.7,26.71,29.31,28.01
3296,2006-12-03,2006,13,NO,NO2006,SF2006,34,10,44,45.5,-1.5,0,-7,10,10.2,10.1,0.7,0.6,9.5,27.8,28.89,28.345,-19.7,-19.4,-8.5,11.2,0.1,-8.6,29.24,31.95,30.595
3297,2006-12-03,2006,13,NYG,NYG2006,DAL2006,20,23,43,44,-1,0,-3.5,12.3,8.5,11.8,-0.3,0.1,11.7,27.89,30.78,29.335,11,7.8,12.1,0.6,-0.5,12.6,28.52,30.23,29.375
3298,2006-12-03,2006,13,LV,LV2006,HOU2006,14,23,37,35.5,1.5,1,-3.5,-34.7,-31,-37.2,-6.4,-3.9,-33.3,27.85,30.85,29.35,-20.9,-15.2,-6.3,12.3,-2.2,-4.1,28.78,31.21,29.995
3299,2006-12-03,2006,13,PIT,PIT2006,TB2006,20,3,23,41,-18,0,-7,8.8,8.6,7.4,-6.4,-5,12.4,28.35,31.79,30.07,-21.5,-20.3,-16.4,5.4,0.3,-16.7,27.48,31.2,29.34
3300,2006-12-03,2006,13,LAR,LAR2006,ARI2006,20,34,54,47,7,1,-6.5,-11.3,-14.7,2.4,8.4,-5.3,7.7,27.32,30.21,28.765,-20.9,-8.3,-9.7,5.1,-6.1,-3.6,27.79,30.76,29.275
3301,2006-12-03,2006,13,TEN,TEN2006,IND2006,20,17,37,46.5,-9.5,0,-7.5,-11.3,2.5,-9.5,4.6,2.8,-12.3,27.04,29.75,28.395,17.9,19,29.4,7.8,-3.6,33,27.25,29.39,28.32
3302,2006-12-03,2006,13,WAS,WAS2006,ATL2006,14,24,38,38.5,-0.5,0,-1.5,-10.4,-11.1,3.6,15.9,1.9,1.7,28.81,31.56,30.185,-5.2,-5.2,-1,-0.4,-4.6,3.6,27.93,29.8,28.865
3303,2006-12-04,2006,13,PHI,PHI2006,CAR2006,27,24,51,37.5,13.5,1,-3,25.5,21.1,21.2,-6.7,-2.5,23.7,27.6,29.31,28.455,4.6,9.1,-2.1,-9.9,-3.2,1.1,28.65,32.22,30.435
3304,2006-12-07,2006,14,PIT,PIT2006,CLE2006,27,7,34,34.5,-0.5,0,-7.5,8.8,8.6,7.4,-6.4,-5,12.4,28.35,31.79,30.07,-17.1,-22.4,-16.3,4.2,3.3,-19.6,29.37,33.44,31.405
3305,2006-12-10,2006,14,ARI,ARI2006,SEA2006,27,21,48,45,3,1,-3.5,-20.9,-8.3,-9.7,5.1,-6.1,-3.6,27.79,30.76,29.275,-14.1,-16.4,-11.7,5.2,2.9,-14.6,26.6,28.35,27.475
3306,2006-12-10,2006,14,CAR,CAR2006,NYG2006,13,27,40,39,1,1,-2.5,4.6,9.1,-2.1,-9.9,-3.2,1.1,28.65,32.22,30.435,12.3,8.5,11.8,-0.3,0.1,11.7,27.89,30.78,29.335
3307,2006-12-10,2006,14,CIN,CIN2006,LV2006,27,10,37,39.5,-2.5,0,-10.5,6.1,5.6,14.4,9.6,1.4,13,26.82,28.14,27.48,-34.7,-31,-37.2,-6.4,-3.9,-33.3,27.85,30.85,29.35
3308,2006-12-10,2006,14,DAL,DAL2006,NO2006,17,42,59,48,11,1,-6.5,11,7.8,12.1,0.6,-0.5,12.6,28.52,30.23,29.375,10,10.2,10.1,0.7,0.6,9.5,27.8,28.89,28.345
3309,2006-12-10,2006,14,DET,DET2006,MIN2006,20,30,50,40,10,1,-1,-17.9,-15.7,-13.7,7.2,3,-16.7,26.71,29.31,28.01,-10,-12.1,-17.8,-12.2,-4.4,-13.4,29.16,32.79,30.975
3310,2006-12-10,2006,14,HOU,HOU2006,TEN2006,20,26,46,42,4,1,-1.5,-20.9,-15.2,-6.3,12.3,-2.2,-4.1,28.78,31.21,29.995,-11.3,2.5,-9.5,4.6,2.8,-12.3,27.04,29.75,28.395
3311,2006-12-10,2006,14,JAX,JAX2006,IND2006,44,17,61,44,17,1,-1,21.8,21.6,7.6,-14.7,-0.5,8.1,30.36,33.59,31.975,17.9,19,29.4,7.8,-3.6,33,27.25,29.39,28.32
3312,2006-12-10,2006,14,KC,KC2006,BAL2006,10,20,30,37.5,-7.5,0,-3,5.3,5.3,6.1,2.1,1.3,4.8,28.28,31.7,29.99,27.2,29.6,1,-22.4,3.9,-2.9,30.19,32.66,31.425
3313,2006-12-10,2006,14,MIA,MIA2006,NE2006,21,0,21,37,-16,0,-3,-1.6,2.1,-10,-9.3,-0.9,-9.1,26.98,29.78,28.38,26.1,30.3,14.7,-8.5,2.9,11.8,27.98,29.46,28.72
3314,2006-12-10,2006,14,NYJ,NYJ2006,BUF2006,13,31,44,37.5,6.5,1,-3.5,-2.3,-1.7,5.4,11.5,3.7,1.7,28.62,30.9,29.76,-2.5,3.2,-7,2.6,7.1,-14.1,29.21,31.03,30.12
3315,2006-12-10,2006,14,LAC,LAC2006,DEN2006,48,20,68,41,27,1,-7,28.5,26.7,25.8,2.2,4.9,20.9,29.09,30.97,30.03,-1.6,-5.4,-4.8,-2.6,0.6,-5.4,29.19,30.71,29.95
3316,2006-12-10,2006,14,SF,SF2006,GB2006,19,30,49,43.5,5.5,1,-4,-19.7,-19.4,-8.5,11.2,0.1,-8.6,29.24,31.95,30.595,-6.1,-2,-5,-3.7,-4.8,-0.2,26.31,28.01,27.16
3317,2006-12-10,2006,14,TB,TB2006,ATL2006,6,17,23,38,-15,0,-3,-21.5,-20.3,-16.4,5.4,0.3,-16.7,27.48,31.2,29.34,-5.2,-5.2,-1,-0.4,-4.6,3.6,27.93,29.8,28.865
3318,2006-12-10,2006,14,WAS,WAS2006,PHI2006,19,21,40,40.5,-0.5,0,-2,-10.4,-11.1,3.6,15.9,1.9,1.7,28.81,31.56,30.185,25.5,21.1,21.2,-6.7,-2.5,23.7,27.6,29.31,28.455
3319,2006-12-11,2006,14,LAR,LAR2006,CHI2006,27,42,69,41.5,27.5,1,-6.5,-11.3,-14.7,2.4,8.4,-5.3,7.7,27.32,30.21,28.765,24,17.1,-4.6,-19.9,8.7,-13.3,27.51,27.67,27.59
3320,2006-12-16,2006,15,ATL,ATL2006,DAL2006,28,38,66,44.5,21.5,1,-3.5,-5.2,-5.2,-1,-0.4,-4.6,3.6,27.93,29.8,28.865,11,7.8,12.1,0.6,-0.5,12.6,28.52,30.23,29.375
3321,2006-12-17,2006,15,ARI,ARI2006,DEN2006,20,37,57,44,13,1,-2.5,-20.9,-8.3,-9.7,5.1,-6.1,-3.6,27.79,30.76,29.275,-1.6,-5.4,-4.8,-2.6,0.6,-5.4,29.19,30.71,29.95
3322,2006-12-17,2006,15,BAL,BAL2006,CLE2006,27,17,44,34.5,9.5,1,-12,27.2,29.6,1,-22.4,3.9,-2.9,30.19,32.66,31.425,-17.1,-22.4,-16.3,4.2,3.3,-19.6,29.37,33.44,31.405
3323,2006-12-17,2006,15,BUF,BUF2006,MIA2006,21,0,21,34.5,-13.5,0,-1,-2.5,3.2,-7,2.6,7.1,-14.1,29.21,31.03,30.12,-1.6,2.1,-10,-9.3,-0.9,-9.1,26.98,29.78,28.38
3324,2006-12-17,2006,15,CAR,CAR2006,PIT2006,3,37,40,39,1,1,-2.5,4.6,9.1,-2.1,-9.9,-3.2,1.1,28.65,32.22,30.435,8.8,8.6,7.4,-6.4,-5,12.4,28.35,31.79,30.07
3325,2006-12-17,2006,15,CHI,CHI2006,TB2006,34,31,65,35,30,1,-13.5,24,17.1,-4.6,-19.9,8.7,-13.3,27.51,27.67,27.59,-21.5,-20.3,-16.4,5.4,0.3,-16.7,27.48,31.2,29.34
3326,2006-12-17,2006,15,GB,GB2006,DET2006,17,9,26,45,-19,0,-6,-6.1,-2,-5,-3.7,-4.8,-0.2,26.31,28.01,27.16,-17.9,-15.7,-13.7,7.2,3,-16.7,26.71,29.31,28.01
3327,2006-12-17,2006,15,MIN,MIN2006,NYJ2006,13,26,39,40.5,-1.5,0,-3,-10,-12.1,-17.8,-12.2,-4.4,-13.4,29.16,32.79,30.975,-2.3,-1.7,5.4,11.5,3.7,1.7,28.62,30.9,29.76
3328,2006-12-17,2006,15,NE,NE2006,HOU2006,40,7,47,37.5,9.5,1,-12.5,26.1,30.3,14.7,-8.5,2.9,11.8,27.98,29.46,28.72,-20.9,-15.2,-6.3,12.3,-2.2,-4.1,28.78,31.21,29.995
3329,2006-12-17,2006,15,NO,NO2006,WAS2006,10,16,26,47,-21,0,-9.5,10,10.2,10.1,0.7,0.6,9.5,27.8,28.89,28.345,-10.4,-11.1,3.6,15.9,1.9,1.7,28.81,31.56,30.185
3330,2006-12-17,2006,15,NYG,NYG2006,PHI2006,22,36,58,45,13,1,-6,12.3,8.5,11.8,-0.3,0.1,11.7,27.89,30.78,29.335,25.5,21.1,21.2,-6.7,-2.5,23.7,27.6,29.31,28.455
3331,2006-12-17,2006,15,LV,LV2006,LAR2006,0,20,20,39.5,-19.5,0,-2,-34.7,-31,-37.2,-6.4,-3.9,-33.3,27.85,30.85,29.35,-11.3,-14.7,2.4,8.4,-5.3,7.7,27.32,30.21,28.765
3332,2006-12-17,2006,15,LAC,LAC2006,KC2006,20,9,29,47,-18,0,-9,28.5,26.7,25.8,2.2,4.9,20.9,29.09,30.97,30.03,5.3,5.3,6.1,2.1,1.3,4.8,28.28,31.7,29.99
3333,2006-12-18,2006,15,IND,IND2006,CIN2006,34,16,50,55,-5,0,-3.5,17.9,19,29.4,7.8,-3.6,33,27.25,29.39,28.32,6.1,5.6,14.4,9.6,1.4,13,26.82,28.14,27.48
3334,2006-12-21,2006,16,GB,GB2006,MIN2006,9,7,16,38.5,-22.5,0,-4,-6.1,-2,-5,-3.7,-4.8,-0.2,26.31,28.01,27.16,-10,-12.1,-17.8,-12.2,-4.4,-13.4,29.16,32.79,30.975
3335,2006-12-23,2006,16,LV,LV2006,KC2006,9,20,29,35.5,-6.5,0,-7,-34.7,-31,-37.2,-6.4,-3.9,-33.3,27.85,30.85,29.35,5.3,5.3,6.1,2.1,1.3,4.8,28.28,31.7,29.99
3336,2006-12-24,2006,16,ATL,ATL2006,CAR2006,3,10,13,41,-28,0,-6,-5.2,-5.2,-1,-0.4,-4.6,3.6,27.93,29.8,28.865,4.6,9.1,-2.1,-9.9,-3.2,1.1,28.65,32.22,30.435
3337,2006-12-24,2006,16,BUF,BUF2006,TEN2006,29,30,59,38,21,1,-5.5,-2.5,3.2,-7,2.6,7.1,-14.1,29.21,31.03,30.12,-11.3,2.5,-9.5,4.6,2.8,-12.3,27.04,29.75,28.395
3338,2006-12-24,2006,16,CLE,CLE2006,TB2006,7,22,29,37.5,-8.5,0,-3,-17.1,-22.4,-16.3,4.2,3.3,-19.6,29.37,33.44,31.405,-21.5,-20.3,-16.4,5.4,0.3,-16.7,27.48,31.2,29.34
3339,2006-12-24,2006,16,DEN,DEN2006,CIN2006,24,23,47,44.5,2.5,1,-3,-1.6,-5.4,-4.8,-2.6,0.6,-5.4,29.19,30.71,29.95,6.1,5.6,14.4,9.6,1.4,13,26.82,28.14,27.48
3340,2006-12-24,2006,16,DET,DET2006,CHI2006,21,26,47,41.5,5.5,1,-6,-17.9,-15.7,-13.7,7.2,3,-16.7,26.71,29.31,28.01,24,17.1,-4.6,-19.9,8.7,-13.3,27.51,27.67,27.59
3341,2006-12-24,2006,16,HOU,HOU2006,IND2006,27,24,51,47,4,1,-9.5,-20.9,-15.2,-6.3,12.3,-2.2,-4.1,28.78,31.21,29.995,17.9,19,29.4,7.8,-3.6,33,27.25,29.39,28.32
3342,2006-12-24,2006,16,JAX,JAX2006,NE2006,21,24,45,37,8,1,-3,21.8,21.6,7.6,-14.7,-0.5,8.1,30.36,33.59,31.975,26.1,30.3,14.7,-8.5,2.9,11.8,27.98,29.46,28.72
3343,2006-12-24,2006,16,NYG,NYG2006,NO2006,7,30,37,47.5,-10.5,0,-3,12.3,8.5,11.8,-0.3,0.1,11.7,27.89,30.78,29.335,10,10.2,10.1,0.7,0.6,9.5,27.8,28.89,28.345
3344,2006-12-24,2006,16,PIT,PIT2006,BAL2006,7,31,38,37,1,1,-4,8.8,8.6,7.4,-6.4,-5,12.4,28.35,31.79,30.07,27.2,29.6,1,-22.4,3.9,-2.9,30.19,32.66,31.425
3345,2006-12-24,2006,16,SF,SF2006,ARI2006,20,26,46,45,1,1,-4,-19.7,-19.4,-8.5,11.2,0.1,-8.6,29.24,31.95,30.595,-20.9,-8.3,-9.7,5.1,-6.1,-3.6,27.79,30.76,29.275
3346,2006-12-24,2006,16,SEA,SEA2006,LAC2006,17,20,37,45,-8,0,-4.5,-14.1,-16.4,-11.7,5.2,2.9,-14.6,26.6,28.35,27.475,28.5,26.7,25.8,2.2,4.9,20.9,29.09,30.97,30.03
3347,2006-12-24,2006,16,LAR,LAR2006,WAS2006,37,31,68,43,25,1,-2,-11.3,-14.7,2.4,8.4,-5.3,7.7,27.32,30.21,28.765,-10.4,-11.1,3.6,15.9,1.9,1.7,28.81,31.56,30.185
3348,2006-12-25,2006,16,DAL,DAL2006,PHI2006,7,23,30,48.5,-18.5,0,-7,11,7.8,12.1,0.6,-0.5,12.6,28.52,30.23,29.375,25.5,21.1,21.2,-6.7,-2.5,23.7,27.6,29.31,28.455
3349,2006-12-25,2006,16,MIA,MIA2006,NYJ2006,10,13,23,36.5,-13.5,0,-3,-1.6,2.1,-10,-9.3,-0.9,-9.1,26.98,29.78,28.38,-2.3,-1.7,5.4,11.5,3.7,1.7,28.62,30.9,29.76
3350,2006-12-30,2006,17,WAS,WAS2006,NYG2006,28,34,62,43,19,1,-2,-10.4,-11.1,3.6,15.9,1.9,1.7,28.81,31.56,30.185,12.3,8.5,11.8,-0.3,0.1,11.7,27.89,30.78,29.335
3351,2006-12-31,2006,17,BAL,BAL2006,BUF2006,19,7,26,37.5,-11.5,0,-9,27.2,29.6,1,-22.4,3.9,-2.9,30.19,32.66,31.425,-2.5,3.2,-7,2.6,7.1,-14.1,29.21,31.03,30.12
3352,2006-12-31,2006,17,CHI,CHI2006,GB2006,7,26,33,37,-4,0,-2.5,24,17.1,-4.6,-19.9,8.7,-13.3,27.51,27.67,27.59,-6.1,-2,-5,-3.7,-4.8,-0.2,26.31,28.01,27.16
3353,2006-12-31,2006,17,CIN,CIN2006,PIT2006,17,23,40,44.5,-4.5,0,-6,6.1,5.6,14.4,9.6,1.4,13,26.82,28.14,27.48,8.8,8.6,7.4,-6.4,-5,12.4,28.35,31.79,30.07
3354,2006-12-31,2006,17,DAL,DAL2006,DET2006,31,39,70,46,24,1,-14,11,7.8,12.1,0.6,-0.5,12.6,28.52,30.23,29.375,-17.9,-15.7,-13.7,7.2,3,-16.7,26.71,29.31,28.01
3355,2006-12-31,2006,17,DEN,DEN2006,SF2006,23,26,49,39,10,1,-10,-1.6,-5.4,-4.8,-2.6,0.6,-5.4,29.19,30.71,29.95,-19.7,-19.4,-8.5,11.2,0.1,-8.6,29.24,31.95,30.595
3356,2006-12-31,2006,17,HOU,HOU2006,CLE2006,14,6,20,37.5,-17.5,0,-6,-20.9,-15.2,-6.3,12.3,-2.2,-4.1,28.78,31.21,29.995,-17.1,-22.4,-16.3,4.2,3.3,-19.6,29.37,33.44,31.405
3357,2006-12-31,2006,17,IND,IND2006,MIA2006,27,22,49,43.5,5.5,1,-9,17.9,19,29.4,7.8,-3.6,33,27.25,29.39,28.32,-1.6,2.1,-10,-9.3,-0.9,-9.1,26.98,29.78,28.38
3358,2006-12-31,2006,17,KC,KC2006,JAX2006,35,30,65,37,28,1,-2.5,5.3,5.3,6.1,2.1,1.3,4.8,28.28,31.7,29.99,21.8,21.6,7.6,-14.7,-0.5,8.1,30.36,33.59,31.975
3359,2006-12-31,2006,17,MIN,MIN2006,LAR2006,21,41,62,44,18,1,-2.5,-10,-12.1,-17.8,-12.2,-4.4,-13.4,29.16,32.79,30.975,-11.3,-14.7,2.4,8.4,-5.3,7.7,27.32,30.21,28.765
3360,2006-12-31,2006,17,NO,NO2006,CAR2006,21,31,52,38.5,13.5,1,-2,10,10.2,10.1,0.7,0.6,9.5,27.8,28.89,28.345,4.6,9.1,-2.1,-9.9,-3.2,1.1,28.65,32.22,30.435
3361,2006-12-31,2006,17,NYJ,NYJ2006,LV2006,23,3,26,34.5,-8.5,0,-10.5,-2.3,-1.7,5.4,11.5,3.7,1.7,28.62,30.9,29.76,-34.7,-31,-37.2,-6.4,-3.9,-33.3,27.85,30.85,29.35
3362,2006-12-31,2006,17,PHI,PHI2006,ATL2006,24,17,41,43,-2,0,-8.5,25.5,21.1,21.2,-6.7,-2.5,23.7,27.6,29.31,28.455,-5.2,-5.2,-1,-0.4,-4.6,3.6,27.93,29.8,28.865
3363,2006-12-31,2006,17,LAC,LAC2006,ARI2006,27,20,47,44,3,1,-14,28.5,26.7,25.8,2.2,4.9,20.9,29.09,30.97,30.03,-20.9,-8.3,-9.7,5.1,-6.1,-3.6,27.79,30.76,29.275
3364,2006-12-31,2006,17,TB,TB2006,SEA2006,7,23,30,38,-8,0,-3,-21.5,-20.3,-16.4,5.4,0.3,-16.7,27.48,31.2,29.34,-14.1,-16.4,-11.7,5.2,2.9,-14.6,26.6,28.35,27.475
3365,2006-12-31,2006,17,TEN,TEN2006,NE2006,23,40,63,41.5,21.5,1,-3,-11.3,2.5,-9.5,4.6,2.8,-12.3,27.04,29.75,28.395,26.1,30.3,14.7,-8.5,2.9,11.8,27.98,29.46,28.72
3366,2007-09-06,2007,1,IND,IND2007,NO2007,41,10,51,53.5,-2.5,0,-5.5,29.6,23.6,23,-13.5,-6.9,29.9,27.24,28.16,27.7,-5.7,3.6,6.7,8.2,-4.3,11,27.62,29.09,28.355
3367,2007-09-09,2007,1,BUF,BUF2007,DEN2007,14,15,29,37,-8,0,-3,-6.7,-0.9,-10.1,1.5,4.9,-15,29.31,32.23,30.77,-1.7,0.4,9.1,5.7,-5.1,14.2,28.15,30.67,29.41
3368,2007-09-09,2007,1,CLE,CLE2007,PIT2007,7,34,41,36.5,4.5,1,-4.5,8.8,15,8.2,7.4,8.1,0.1,27.43,30.77,29.1,19.2,8.4,8.1,-12.7,-1.6,9.7,31.31,33.94,32.625
3369,2007-09-09,2007,1,DAL,DAL2007,NYG2007,45,35,80,44.5,35.5,1,-6.5,23,14.8,17.4,-6,-0.4,17.8,29.2,30.92,30.06,1.4,3.2,-1.1,-3.3,-0.9,-0.2,28.24,31.98,30.11
3370,2007-09-09,2007,1,GB,GB2007,PHI2007,16,13,29,42.5,-13.5,0,-3,20.5,18,16,-1.5,3,13,28.5,31.18,29.84,11.1,10.2,12.7,-4.8,-6.4,19.1,27.5,29.83,28.665
3371,2007-09-09,2007,1,HOU,HOU2007,KC2007,20,3,23,38,-15,0,-3,-0.8,0.7,1.6,9.2,6.9,-5.3,28.49,31,29.745,-20.4,-23.3,-19.6,-3.2,-4,-15.6,28.08,30.78,29.43
3372,2007-09-09,2007,1,JAX,JAX2007,TEN2007,10,13,23,38,-15,0,-7,23.2,31.6,21.9,-1.2,0,21.9,29.51,30.89,30.2,10,5.9,-3.5,-13.9,-0.4,-3.1,28.39,31.92,30.155
3373,2007-09-09,2007,1,MIN,MIN2007,ATL2007,24,3,27,35.5,-8.5,0,-3,5.1,7.3,-0.8,-3.4,2.5,-3.3,28.74,31.19,29.965,-23.1,-24.4,-16.8,6.3,-0.1,-16.7,27.08,29.73,28.405
3374,2007-09-09,2007,1,NYJ,NYJ2007,NE2007,14,38,52,41,11,1,-6.5,-17.3,-9.4,-9.6,9.3,1.6,-11.2,26.66,31.89,29.275,53.4,42.3,44.1,-5.7,3.6,40.5,28.95,29.34,29.145
3375,2007-09-09,2007,1,LV,LV2007,DET2007,21,36,57,39.5,17.5,1,-2.5,-30.8,-25.9,-18,7.3,-5.5,-12.5,29.2,32.42,30.81,-24.3,-27.8,-10.3,10.4,-3.5,-6.8,26.61,30,28.305
3376,2007-09-09,2007,1,LAC,LAC2007,CHI2007,14,3,17,42.5,-25.5,0,-6,17.8,24.3,5.2,-7.5,5.1,0.1,28.58,30.06,29.32,-6.2,1.9,-22.2,-4.8,11.2,-33.4,25.57,28.99,27.28
3377,2007-09-09,2007,1,SEA,SEA2007,TB2007,20,6,26,41,-15,0,-6,14,14.2,6.6,-6.2,1.2,5.4,26.36,28.16,27.26,17.5,12.2,5.9,-11.2,0.3,5.6,29.03,31.7,30.365
3378,2007-09-09,2007,1,LAR,LAR2007,CAR2007,13,27,40,43,-3,0,-1,-33.2,-29.6,-23.2,5.3,-4.7,-18.5,27.4,31.5,29.45,-21.1,-20.2,-14.8,0.5,-5.8,-9,27.1,30.59,28.845
3379,2007-09-09,2007,1,WAS,WAS2007,MIA2007,16,13,29,34.5,-5.5,0,-3,5.3,9.3,-0.9,-6.6,-0.4,-0.5,27.54,29.88,28.71,-23.2,-27.7,-6.7,13.8,-2.7,-4,27.99,31.61,29.8
3380,2007-09-10,2007,1,CIN,CIN2007,BAL2007,27,20,47,40,7,1,-2.5,-0.2,-0.2,12.2,11.5,-0.8,13,27.15,30.36,28.755,-6.6,-9.9,-13.5,-6.8,0.1,-13.6,27.79,31.21,29.5
3381,2007-09-10,2007,1,SF,SF2007,ARI2007,20,17,37,46.5,-9.5,0,-3,-35.4,-31.3,-32.8,7.8,5.2,-38,27.64,32.21,29.925,-11.9,-13.4,-3.8,3.6,-4.5,0.7,28.15,30.47,29.31
3382,2007-09-16,2007,2,ARI,ARI2007,SEA2007,23,20,43,42.5,0.5,1,-2.5,-11.9,-13.4,-3.8,3.6,-4.5,0.7,28.15,30.47,29.31,14,14.2,6.6,-6.2,1.2,5.4,26.36,28.16,27.26
3383,2007-09-16,2007,2,CAR,CAR2007,HOU2007,21,34,55,38.5,16.5,1,-6.5,-21.1,-20.2,-14.8,0.5,-5.8,-9,27.1,30.59,28.845,-0.8,0.7,1.6,9.2,6.9,-5.3,28.49,31,29.745
3384,2007-09-16,2007,2,CHI,CHI2007,KC2007,20,10,30,34.5,-4.5,0,-12,-6.2,1.9,-22.2,-4.8,11.2,-33.4,25.57,28.99,27.28,-20.4,-23.3,-19.6,-3.2,-4,-15.6,28.08,30.78,29.43
3385,2007-09-16,2007,2,CLE,CLE2007,CIN2007,51,45,96,41.5,54.5,1,-7,8.8,15,8.2,7.4,8.1,0.1,27.43,30.77,29.1,-0.2,-0.2,12.2,11.5,-0.8,13,27.15,30.36,28.755
3386,2007-09-16,2007,2,DEN,DEN2007,LV2007,23,20,43,37,6,1,-10,-1.7,0.4,9.1,5.7,-5.1,14.2,28.15,30.67,29.41,-30.8,-25.9,-18,7.3,-5.5,-12.5,29.2,32.42,30.81
3387,2007-09-16,2007,2,DET,DET2007,MIN2007,20,17,37,42.5,-5.5,0,-3,-24.3,-27.8,-10.3,10.4,-3.5,-6.8,26.61,30,28.305,5.1,7.3,-0.8,-3.4,2.5,-3.3,28.74,31.19,29.965
3388,2007-09-16,2007,2,JAX,JAX2007,ATL2007,13,7,20,34.5,-14.5,0,-10,23.2,31.6,21.9,-1.2,0,21.9,29.51,30.89,30.2,-23.1,-24.4,-16.8,6.3,-0.1,-16.7,27.08,29.73,28.405
3389,2007-09-16,2007,2,MIA,MIA2007,DAL2007,20,37,57,40.5,16.5,1,-3.5,-23.2,-27.7,-6.7,13.8,-2.7,-4,27.99,31.61,29.8,23,14.8,17.4,-6,-0.4,17.8,29.2,30.92,30.06
3390,2007-09-16,2007,2,NE,NE2007,LAC2007,38,14,52,46,6,1,-3.5,53.4,42.3,44.1,-5.7,3.6,40.5,28.95,29.34,29.145,17.8,24.3,5.2,-7.5,5.1,0.1,28.58,30.06,29.32
3391,2007-09-16,2007,2,NYG,NYG2007,GB2007,13,35,48,39,9,1,-2.5,1.4,3.2,-1.1,-3.3,-0.9,-0.2,28.24,31.98,30.11,20.5,18,16,-1.5,3,13,28.5,31.18,29.84
3392,2007-09-16,2007,2,PIT,PIT2007,BUF2007,26,3,29,39,-10,0,-10,19.2,8.4,8.1,-12.7,-1.6,9.7,31.31,33.94,32.625,-6.7,-0.9,-10.1,1.5,4.9,-15,29.31,32.23,30.77
3393,2007-09-16,2007,2,LAR,LAR2007,SF2007,16,17,33,44,-11,0,-3,-33.2,-29.6,-23.2,5.3,-4.7,-18.5,27.4,31.5,29.45,-35.4,-31.3,-32.8,7.8,5.2,-38,27.64,32.21,29.925
3394,2007-09-16,2007,2,TB,TB2007,NO2007,31,14,45,41.5,3.5,1,-4,17.5,12.2,5.9,-11.2,0.3,5.6,29.03,31.7,30.365,-5.7,3.6,6.7,8.2,-4.3,11,27.62,29.09,28.355
3395,2007-09-16,2007,2,TEN,TEN2007,IND2007,20,22,42,46,-4,0,-7,10,5.9,-3.5,-13.9,-0.4,-3.1,28.39,31.92,30.155,29.6,23.6,23,-13.5,-6.9,29.9,27.24,28.16,27.7
3396,2007-09-17,2007,2,PHI,PHI2007,WAS2007,12,20,32,38.5,-6.5,0,-7,11.1,10.2,12.7,-4.8,-6.4,19.1,27.5,29.83,28.665,5.3,9.3,-0.9,-6.6,-0.4,-0.5,27.54,29.88,28.71
3397,2007-09-23,2007,3,ATL,ATL2007,CAR2007,20,27,47,38.5,8.5,1,-4,-23.1,-24.4,-16.8,6.3,-0.1,-16.7,27.08,29.73,28.405,-21.1,-20.2,-14.8,0.5,-5.8,-9,27.1,30.59,28.845
3398,2007-09-23,2007,3,BAL,BAL2007,ARI2007,26,23,49,35.5,13.5,1,-7,-6.6,-9.9,-13.5,-6.8,0.1,-13.6,27.79,31.21,29.5,-11.9,-13.4,-3.8,3.6,-4.5,0.7,28.15,30.47,29.31
