index,schedule_date,schedule_season,schedule_week,team_home,team_home_full,team_away_full,score_home,score_away,score_total,over_under_line,over_under_diff,over_binary,spread_favorite
1301,11/22/1998,1998,12,LAR,LAR1998,CAR1998,20,24,44,40,4,1,-1.5
1302,11/22/1998,1998,12,TB,TB1998,DET1998,25,28,53,36,17,1,-6
1303,11/22/1998,1998,12,TEN,TEN1998,NYJ1998,3,24,27,42.5,-15.5,0,-2.5
1304,11/22/1998,1998,12,WAS,WAS1998,ARI1998,42,45,87,41,46,1,-1
1305,11/23/1998,1998,12,NE,NE1998,MIA1998,26,23,49,36.5,12.5,1,-3
1306,11/26/1998,1998,13,DAL,DAL1998,MIN1998,36,46,82,46.5,35.5,1,-3
1307,11/26/1998,1998,13,DET,DET1998,PIT1998,19,16,35,41,-6,0,-2.5
1308,11/29/1998,1998,13,BAL,BAL1998,IND1998,38,31,69,39,30,1,-6
1309,11/29/1998,1998,13,CHI,CHI1998,TB1998,17,31,48,36,12,1,-3.5
1310,11/29/1998,1998,13,CIN,CIN1998,JAX1998,17,34,51,45,6,1,-7
1311,11/29/1998,1998,13,GB,GB1998,PHI1998,24,16,40,37,3,1,-18
1312,11/29/1998,1998,13,KC,KC1998,ARI1998,34,24,58,42.5,15.5,1,-3
1313,11/29/1998,1998,13,MIA,MIA1998,NO1998,30,10,40,37.5,2.5,1,-8.5
1314,11/29/1998,1998,13,NE,NE1998,BUF1998,25,21,46,38,8,1,-1.5
1315,11/29/1998,1998,13,NYJ,NYJ1998,CAR1998,48,21,69,42,27,1,-9
1316,11/29/1998,1998,13,LV,LV1998,WAS1998,19,29,48,41.5,6.5,1,-7
1317,11/29/1998,1998,13,LAC,LAC1998,DEN1998,16,31,47,44.5,2.5,1,-13
1318,11/29/1998,1998,13,SEA,SEA1998,TEN1998,20,18,38,41,-3,0,-2.5
1319,11/29/1998,1998,13,LAR,LAR1998,ATL1998,10,21,31,41,-10,0,-4
1320,11/30/1998,1998,13,SF,SF1998,NYG1998,31,7,38,44,-6,0,-13
1321,12/3/1998,1998,14,PHI,PHI1998,LAR1998,17,14,31,35,-4,0,-1
1322,12/6/1998,1998,14,ARI,ARI1998,NYG1998,19,23,42,41.5,0.5,1,-4.5
1323,12/6/1998,1998,14,ATL,ATL1998,IND1998,28,21,49,46,3,1,-12
1324,12/6/1998,1998,14,CAR,CAR1998,SF1998,28,31,59,48,11,1,-9.5
1325,12/6/1998,1998,14,CIN,CIN1998,BUF1998,20,33,53,43,10,1,-4.5
1326,12/6/1998,1998,14,DEN,DEN1998,KC1998,35,31,66,45,21,1,-13.5
1327,12/6/1998,1998,14,JAX,JAX1998,DET1998,37,22,59,44.5,14.5,1,-7
1328,12/6/1998,1998,14,MIN,MIN1998,CHI1998,48,22,70,46,24,1,-16
1329,12/6/1998,1998,14,NO,NO1998,DAL1998,22,3,25,41,-16,0,-6.5
1330,12/6/1998,1998,14,NYJ,NYJ1998,SEA1998,32,31,63,42.5,20.5,1,-7
1331,12/6/1998,1998,14,LV,LV1998,MIA1998,17,27,44,37,7,1,-2.5
1332,12/6/1998,1998,14,PIT,PIT1998,NE1998,9,23,32,39,-7,0,-4.5
1333,12/6/1998,1998,14,TEN,TEN1998,BAL1998,16,14,30,40,-10,0,-6
1334,12/6/1998,1998,14,WAS,WAS1998,LAC1998,24,20,44,41,3,1,-3
1335,12/7/1998,1998,14,TB,TB1998,GB1998,24,22,46,42,4,1,-4
1336,12/13/1998,1998,15,BAL,BAL1998,MIN1998,28,38,66,46,20,1,-10
1337,12/13/1998,1998,15,BUF,BUF1998,LV1998,44,21,65,38,27,1,-8.5
1338,12/13/1998,1998,15,CAR,CAR1998,WAS1998,25,28,53,45.5,7.5,1,-3
1339,12/13/1998,1998,15,GB,GB1998,CHI1998,26,20,46,42,4,1,-13.5
1340,12/13/1998,1998,15,IND,IND1998,CIN1998,39,26,65,47,18,1,-4
1341,12/13/1998,1998,15,JAX,JAX1998,TEN1998,13,16,29,40,-11,0,-4
1342,12/13/1998,1998,15,KC,KC1998,DAL1998,20,17,37,44,-7,0,-2.5
1343,12/13/1998,1998,15,MIA,MIA1998,NYJ1998,16,21,37,40,-3,0,-3
1344,12/13/1998,1998,15,NO,NO1998,ATL1998,17,27,44,41.5,2.5,1,-4
1345,12/13/1998,1998,15,NYG,NYG1998,DEN1998,20,16,36,45,-9,0,-13
1346,12/13/1998,1998,15,PHI,PHI1998,ARI1998,17,20,37,38,-1,0,-3
1347,12/13/1998,1998,15,SEA,SEA1998,LAC1998,38,17,55,40.5,14.5,1,-7
1348,12/13/1998,1998,15,LAR,LAR1998,NE1998,32,18,50,40,10,1,-7
1349,12/13/1998,1998,15,TB,TB1998,PIT1998,16,3,19,37.5,-18.5,0,-3
1350,12/19/1998,1998,16,BUF,BUF1998,NYJ1998,10,17,27,43,-16,0,-2.5
1351,12/19/1998,1998,16,WAS,WAS1998,TB1998,20,16,36,41,-5,0,-3
1352,12/20/1998,1998,16,ARI,ARI1998,NO1998,19,17,36,41.5,-5.5,0,-3.5
1353,12/20/1998,1998,16,CAR,CAR1998,LAR1998,20,13,33,44.5,-11.5,0,-3
1354,12/20/1998,1998,16,CHI,CHI1998,BAL1998,24,3,27,37,-10,0,0
1355,12/20/1998,1998,16,DAL,DAL1998,PHI1998,13,9,22,37,-15,0,-10.5
1356,12/20/1998,1998,16,DET,DET1998,ATL1998,17,24,41,45,-4,0,-6.5
1357,12/20/1998,1998,16,GB,GB1998,TEN1998,30,22,52,41.5,10.5,1,-6.5
1358,12/20/1998,1998,16,MIN,MIN1998,JAX1998,50,10,60,48,12,1,-13.5
1359,12/20/1998,1998,16,NE,NE1998,SF1998,24,21,45,44,1,1,-7
1360,12/20/1998,1998,16,NYG,NYG1998,KC1998,28,7,35,38,-3,0,-1.5
1361,12/20/1998,1998,16,PIT,PIT1998,CIN1998,24,25,49,40,9,1,-10.5
1362,12/20/1998,1998,16,LAC,LAC1998,LV1998,10,17,27,37,-10,0,-3
1363,12/20/1998,1998,16,SEA,SEA1998,IND1998,27,23,50,47.5,2.5,1,-7
1364,12/21/1998,1998,16,MIA,MIA1998,DEN1998,31,21,52,44,8,1,-4
1365,12/26/1998,1998,17,LV,LV1998,KC1998,24,31,55,39.5,15.5,1,-3
1366,12/26/1998,1998,17,TEN,TEN1998,MIN1998,16,26,42,48,-6,0,-7
1367,12/27/1998,1998,17,ARI,ARI1998,LAC1998,16,13,29,40,-11,0,-7.5
1368,12/27/1998,1998,17,ATL,ATL1998,MIA1998,38,16,54,41.5,12.5,1,-3
1369,12/27/1998,1998,17,BAL,BAL1998,DET1998,19,10,29,38.5,-9.5,0,-2
1370,12/27/1998,1998,17,CHI,CHI1998,GB1998,13,16,29,40.5,-11.5,0,-7
1371,12/27/1998,1998,17,CIN,CIN1998,TB1998,0,35,35,42,-7,0,-6.5
1372,12/27/1998,1998,17,DAL,DAL1998,WAS1998,23,7,30,41,-11,0,-1.5
1373,12/27/1998,1998,17,DEN,DEN1998,SEA1998,28,21,49,46.5,2.5,1,-10
1374,12/27/1998,1998,17,IND,IND1998,CAR1998,19,27,46,49,-3,0,-5
1375,12/27/1998,1998,17,NO,NO1998,BUF1998,33,45,78,41,37,1,-2.5
1376,12/27/1998,1998,17,PHI,PHI1998,NYG1998,10,20,30,34,-4,0,-4
1377,12/27/1998,1998,17,SF,SF1998,LAR1998,38,19,57,45,12,1,-12.5
1378,12/28/1998,1998,17,JAX,JAX1998,PIT1998,21,3,24,41,-17,0,-3
1379,9/12/1999,1999,1,ATL,ATL1999,MIN1999,14,17,31,49,-18,0,-4
1380,9/12/1999,1999,1,CHI,CHI1999,KC1999,20,17,37,38,-1,0,-3
1381,9/12/1999,1999,1,CLE,CLE1999,PIT1999,0,43,43,37,6,1,-6
1382,9/12/1999,1999,1,GB,GB1999,LV1999,28,24,52,43,9,1,-9
1383,9/12/1999,1999,1,IND,IND1999,BUF1999,31,14,45,45.5,-0.5,0,-3
1384,9/12/1999,1999,1,JAX,JAX1999,SF1999,41,3,44,49,-5,0,-5.5
1385,9/12/1999,1999,1,NO,NO1999,CAR1999,19,10,29,38,-9,0,-3.5
1386,9/12/1999,1999,1,NYJ,NYJ1999,NE1999,28,30,58,44.5,13.5,1,-7
1387,9/12/1999,1999,1,PHI,PHI1999,ARI1999,24,25,49,37,12,1,-3
1388,9/12/1999,1999,1,SEA,SEA1999,DET1999,20,28,48,42,6,1,-9.5
1389,9/12/1999,1999,1,LAR,LAR1999,BAL1999,27,10,37,39,-2,0,0
1390,9/12/1999,1999,1,TB,TB1999,NYG1999,13,17,30,37.5,-7.5,0,-5.5
1391,9/12/1999,1999,1,TEN,TEN1999,CIN1999,36,35,71,42,29,1,-9
1392,9/12/1999,1999,1,WAS,WAS1999,DAL1999,35,41,76,42,34,1,-2.5
1393,9/13/1999,1999,1,DEN,DEN1999,MIA1999,21,38,59,43,16,1,-6
1394,9/19/1999,1999,2,BAL,BAL1999,PIT1999,20,23,43,38,5,1,-2.5
1395,9/19/1999,1999,2,BUF,BUF1999,NYJ1999,17,3,20,42,-22,0,-4
1396,9/19/1999,1999,2,CAR,CAR1999,JAX1999,20,22,42,44,-2,0,-9.5
1397,9/19/1999,1999,2,CHI,CHI1999,SEA1999,13,14,27,39,-12,0,-3.5
1398,9/19/1999,1999,2,CIN,CIN1999,LAC1999,7,34,41,40.5,0.5,1,-1
1399,9/19/1999,1999,2,DET,DET1999,GB1999,23,15,38,43,-5,0,-6.5
1400,9/19/1999,1999,2,KC,KC1999,DEN1999,26,10,36,40.5,-4.5,0,-3.5
1401,9/19/1999,1999,2,MIA,MIA1999,ARI1999,19,16,35,41,-6,0,-9
1402,9/19/1999,1999,2,MIN,MIN1999,LV1999,17,22,39,47.5,-8.5,0,-11
1403,9/19/1999,1999,2,NE,NE1999,IND1999,31,28,59,45,14,1,-4.5
1404,9/19/1999,1999,2,NYG,NYG1999,WAS1999,21,50,71,41,30,1,-2.5
1405,9/19/1999,1999,2,PHI,PHI1999,TB1999,5,19,24,36.5,-12.5,0,-6.5
1406,9/19/1999,1999,2,SF,SF1999,NO1999,28,21,49,42.5,6.5,1,-11
1407,9/19/1999,1999,2,TEN,TEN1999,CLE1999,26,9,35,40,-5,0,-16
1408,9/20/1999,1999,2,DAL,DAL1999,ATL1999,24,7,31,42,-11,0,-6.5
1409,9/26/1999,1999,3,BAL,BAL1999,CLE1999,17,10,27,36.5,-9.5,0,-12
1410,9/26/1999,1999,3,BUF,BUF1999,PHI1999,26,0,26,38,-12,0,-11.5
1411,9/26/1999,1999,3,CAR,CAR1999,CIN1999,27,3,30,39.5,-9.5,0,-7
1412,9/26/1999,1999,3,GB,GB1999,MIN1999,23,20,43,47.5,-4.5,0,0
1413,9/26/1999,1999,3,JAX,JAX1999,TEN1999,19,20,39,45,-6,0,-9.5
1414,9/26/1999,1999,3,KC,KC1999,DET1999,31,21,52,39.5,12.5,1,-3.5
1415,9/26/1999,1999,3,NE,NE1999,NYG1999,16,14,30,43.5,-13.5,0,-6
1416,9/26/1999,1999,3,NYJ,NYJ1999,WAS1999,20,27,47,43.5,3.5,1,-1
1417,9/26/1999,1999,3,LV,LV1999,CHI1999,24,17,41,38,3,1,-7
1418,9/26/1999,1999,3,PIT,PIT1999,SEA1999,10,29,39,38,1,1,-4
1419,9/26/1999,1999,3,LAC,LAC1999,IND1999,19,27,46,44,2,1,-1
1420,9/26/1999,1999,3,LAR,LAR1999,ATL1999,35,7,42,40.5,1.5,1,-1.5
1421,9/26/1999,1999,3,TB,TB1999,DEN1999,13,10,23,38,-15,0,-2.5
1422,9/27/1999,1999,3,ARI,ARI1999,SF1999,10,24,34,45.5,-11.5,0,-2.5
1423,10/3/1999,1999,4,ATL,ATL1999,BAL1999,13,19,32,36.5,-4.5,0,-2.5
1424,10/3/1999,1999,4,CHI,CHI1999,NO1999,14,10,24,37,-13,0,-1
1425,10/3/1999,1999,4,CIN,CIN1999,LAR1999,10,38,48,44,4,1,-3.5
1426,10/3/1999,1999,4,CLE,CLE1999,NE1999,7,19,26,38,-12,0,-12
1427,10/3/1999,1999,4,DAL,DAL1999,ARI1999,35,7,42,42.5,-0.5,0,-7
1428,10/3/1999,1999,4,DEN,DEN1999,NYJ1999,13,21,34,40,-6,0,-5.5
1429,10/3/1999,1999,4,MIN,MIN1999,TB1999,21,14,35,40.5,-5.5,0,-7
1430,10/3/1999,1999,4,NYG,NYG1999,PHI1999,16,15,31,35.5,-4.5,0,-9.5
1431,10/3/1999,1999,4,PIT,PIT1999,JAX1999,3,17,20,42,-22,0,-3
1432,10/3/1999,1999,4,LAC,LAC1999,KC1999,21,14,35,38.5,-3.5,0,-1
1433,10/3/1999,1999,4,SF,SF1999,TEN1999,24,22,46,40.5,5.5,1,-1.5
1434,10/3/1999,1999,4,SEA,SEA1999,LV1999,22,21,43,40.5,2.5,1,-3.5
1435,10/3/1999,1999,4,WAS,WAS1999,CAR1999,38,36,74,45.5,28.5,1,-8.5
1436,10/4/1999,1999,4,MIA,MIA1999,BUF1999,18,23,41,40.5,0.5,1,-4.5
1437,10/10/1999,1999,5,ARI,ARI1999,NYG1999,14,3,17,37.5,-20.5,0,-3
1438,10/10/1999,1999,5,BUF,BUF1999,PIT1999,24,21,45,38,7,1,-6.5
1439,10/10/1999,1999,5,CLE,CLE1999,CIN1999,17,18,35,36,-1,0,-3
1440,10/10/1999,1999,5,DET,DET1999,LAC1999,10,20,30,40,-10,0,-3.5
1441,10/10/1999,1999,5,GB,GB1999,TB1999,26,23,49,40.5,8.5,1,-6
1442,10/10/1999,1999,5,IND,IND1999,MIA1999,31,34,65,44.5,20.5,1,-1.5
1443,10/10/1999,1999,5,KC,KC1999,NE1999,16,14,30,41,-11,0,-2.5
1444,10/10/1999,1999,5,MIN,MIN1999,CHI1999,22,24,46,43.5,2.5,1,-13
1445,10/10/1999,1999,5,NO,NO1999,ATL1999,17,20,37,35.5,1.5,1,-3
1446,10/10/1999,1999,5,LV,LV1999,DEN1999,13,16,29,38,-9,0,-7
1447,10/10/1999,1999,5,PHI,PHI1999,DAL1999,13,10,23,37,-14,0,-9.5
1448,10/10/1999,1999,5,LAR,LAR1999,SF1999,42,20,62,45.5,16.5,1,-3
1449,10/10/1999,1999,5,TEN,TEN1999,BAL1999,14,11,25,38.5,-13.5,0,-7
1450,10/11/1999,1999,5,NYJ,NYJ1999,JAX1999,6,16,22,40,-18,0,-3
1451,10/17/1999,1999,6,ARI,ARI1999,WAS1999,10,24,34,45.5,-11.5,0,-3.5
1452,10/17/1999,1999,6,ATL,ATL1999,LAR1999,13,41,54,45,9,1,-6
1453,10/17/1999,1999,6,BUF,BUF1999,LV1999,14,20,34,40.5,-6.5,0,-3.5
1454,10/17/1999,1999,6,CHI,CHI1999,PHI1999,16,20,36,35,1,1,-6.5
1455,10/17/1999,1999,6,CIN,CIN1999,PIT1999,3,17,20,37.5,-17.5,0,-5
1456,10/17/1999,1999,6,DEN,DEN1999,GB1999,31,10,41,40,1,1,-3.5
1457,10/17/1999,1999,6,DET,DET1999,MIN1999,25,23,48,45,3,1,-3.5
1458,10/17/1999,1999,6,JAX,JAX1999,CLE1999,24,7,31,37.5,-6.5,0,-17.5
1459,10/17/1999,1999,6,NE,NE1999,MIA1999,30,31,61,42.5,18.5,1,-2.5
1460,10/17/1999,1999,6,NO,NO1999,TEN1999,21,24,45,36.5,8.5,1,-3
1461,10/17/1999,1999,6,NYJ,NYJ1999,IND1999,13,16,29,42.5,-13.5,0,-2.5
1462,10/17/1999,1999,6,LAC,LAC1999,SEA1999,13,10,23,37.5,-14.5,0,-1.5
1463,10/17/1999,1999,6,SF,SF1999,CAR1999,29,31,60,44,16,1,-5
1464,10/18/1999,1999,6,NYG,NYG1999,DAL1999,13,10,23,37,-14,0,-3
1465,10/21/1999,1999,7,BAL,BAL1999,KC1999,8,35,43,36,7,1,-1
1466,10/24/1999,1999,7,CAR,CAR1999,DET1999,9,24,33,43.5,-10.5,0,-4.5
1467,10/24/1999,1999,7,DAL,DAL1999,WAS1999,38,20,58,44,14,1,-2
1468,10/24/1999,1999,7,IND,IND1999,CIN1999,31,10,41,44,-3,0,-11
1469,10/24/1999,1999,7,MIA,MIA1999,PHI1999,16,13,29,34,-5,0,-9
1470,10/24/1999,1999,7,MIN,MIN1999,SF1999,40,16,56,48.5,7.5,1,-7
1471,10/24/1999,1999,7,NE,NE1999,DEN1999,24,23,47,40.5,6.5,1,-3.5
1472,10/24/1999,1999,7,LV,LV1999,NYJ1999,24,23,47,37,10,1,-6.5
1473,10/24/1999,1999,7,LAC,LAC1999,GB1999,3,31,34,37.5,-3.5,0,-3
1474,10/24/1999,1999,7,SEA,SEA1999,BUF1999,26,16,42,38,4,1,-2.5
1475,10/24/1999,1999,7,LAR,LAR1999,CLE1999,34,3,37,43.5,-6.5,0,-18.5
1476,10/24/1999,1999,7,TB,TB1999,CHI1999,6,3,9,36.5,-27.5,0,-8
1477,10/25/1999,1999,7,PIT,PIT1999,ATL1999,13,9,22,37,-15,0,-5.5
1478,10/31/1999,1999,8,ARI,ARI1999,NE1999,3,27,30,40.5,-10.5,0,-3
1479,10/31/1999,1999,8,ATL,ATL1999,CAR1999,27,20,47,40,7,1,-2
1480,10/31/1999,1999,8,BAL,BAL1999,BUF1999,10,13,23,36.5,-13.5,0,-3.5
1481,10/31/1999,1999,8,CIN,CIN1999,JAX1999,10,41,51,38,13,1,-12.5
1482,10/31/1999,1999,8,DEN,DEN1999,MIN1999,20,23,43,45,-2,0,-2.5
1483,10/31/1999,1999,8,DET,DET1999,TB1999,20,3,23,35,-12,0,-2.5
1484,10/31/1999,1999,8,IND,IND1999,DAL1999,34,24,58,46,12,1,-3
1485,10/31/1999,1999,8,KC,KC1999,LAC1999,34,0,34,35,-1,0,-6
1486,10/31/1999,1999,8,NO,NO1999,CLE1999,16,21,37,33.5,3.5,1,-9.5
1487,10/31/1999,1999,8,LV,LV1999,MIA1999,9,16,25,37,-12,0,-3
1488,10/31/1999,1999,8,PHI,PHI1999,NYG1999,17,23,40,33.5,6.5,1,-2.5
1489,10/31/1999,1999,8,TEN,TEN1999,LAR1999,24,21,45,44.5,0.5,1,-3
1490,10/31/1999,1999,8,WAS,WAS1999,CHI1999,48,22,70,44,26,1,-8.5
1491,11/1/1999,1999,8,GB,GB1999,SEA1999,7,27,34,42.5,-8.5,0,-5.5
1492,11/7/1999,1999,9,ATL,ATL1999,JAX1999,7,30,37,41,-4,0,-6
1493,11/7/1999,1999,9,CAR,CAR1999,PHI1999,33,7,40,36,4,1,-5
1494,11/7/1999,1999,9,CLE,CLE1999,BAL1999,9,41,50,32.5,17.5,1,-3.5
1495,11/7/1999,1999,9,DET,DET1999,LAR1999,31,27,58,45,13,1,-4
1496,11/7/1999,1999,9,GB,GB1999,CHI1999,13,14,27,40.5,-13.5,0,-9
1497,11/7/1999,1999,9,IND,IND1999,KC1999,25,17,42,45,-3,0,-4
1498,11/7/1999,1999,9,MIA,MIA1999,TEN1999,17,0,17,37,-20,0,-3
1499,11/7/1999,1999,9,NO,NO1999,TB1999,16,31,47,33.5,13.5,1,-3.5
1500,11/7/1999,1999,9,NYJ,NYJ1999,ARI1999,12,7,19,35,-16,0,-7
1501,11/7/1999,1999,9,LAC,LAC1999,DEN1999,17,33,50,35.5,14.5,1,0
1502,11/7/1999,1999,9,SF,SF1999,PIT1999,6,27,33,41.5,-8.5,0,-2.5
1503,11/7/1999,1999,9,SEA,SEA1999,CIN1999,37,20,57,40,17,1,-14
1504,11/7/1999,1999,9,WAS,WAS1999,BUF1999,17,34,51,47,4,1,-4
1505,11/8/1999,1999,9,MIN,MIN1999,DAL1999,27,17,44,47.5,-3.5,0,-6.5
1506,11/14/1999,1999,10,ARI,ARI1999,DET1999,23,19,42,35.5,6.5,1,-5.5
1507,11/14/1999,1999,10,BUF,BUF1999,MIA1999,23,3,26,37,-11,0,-3
1508,11/14/1999,1999,10,CHI,CHI1999,MIN1999,24,27,51,43,8,1,-6.5
1509,11/14/1999,1999,10,CIN,CIN1999,TEN1999,14,24,38,41,-3,0,-10
1510,11/14/1999,1999,10,DAL,DAL1999,GB1999,27,13,40,38,2,1,-3
1511,11/14/1999,1999,10,JAX,JAX1999,BAL1999,6,3,9,37,-28,0,-13
1512,11/14/1999,1999,10,NO,NO1999,SF1999,24,6,30,38.5,-8.5,0,-1
1513,11/14/1999,1999,10,NYG,NYG1999,IND1999,19,27,46,41.5,4.5,1,-3
1514,11/14/1999,1999,10,LV,LV1999,LAC1999,28,9,37,36,1,1,-7
1515,11/14/1999,1999,10,PHI,PHI1999,WAS1999,35,28,63,42,21,1,-6
1516,11/14/1999,1999,10,PIT,PIT1999,CLE1999,15,16,31,34.5,-3.5,0,-14.5
1517,11/14/1999,1999,10,SEA,SEA1999,DEN1999,20,17,37,41,-4,0,-5.5
1518,11/14/1999,1999,10,LAR,LAR1999,CAR1999,35,10,45,48,-3,0,-10
1519,11/14/1999,1999,10,TB,TB1999,KC1999,17,10,27,34.5,-7.5,0,-3
1520,11/15/1999,1999,10,NE,NE1999,NYJ1999,17,24,41,37,4,1,-6
1521,11/21/1999,1999,11,ARI,ARI1999,DAL1999,13,9,22,35,-13,0,-1.5
1522,11/21/1999,1999,11,CIN,CIN1999,BAL1999,31,34,65,34.5,30.5,1,-5
1523,11/21/1999,1999,11,CLE,CLE1999,CAR1999,17,31,48,35.5,12.5,1,-5.5
1524,11/21/1999,1999,11,GB,GB1999,DET1999,26,17,43,39,4,1,-4
1525,11/21/1999,1999,11,JAX,JAX1999,NO1999,41,23,64,35,29,1,-12.5
1526,11/21/1999,1999,11,KC,KC1999,SEA1999,19,31,50,37.5,12.5,1,-3
1527,11/21/1999,1999,11,MIA,MIA1999,NE1999,27,17,44,37.5,6.5,1,-3.5
1528,11/21/1999,1999,11,NYJ,NYJ1999,BUF1999,17,7,24,36,-12,0,-2.5
1529,11/21/1999,1999,11,PHI,PHI1999,IND1999,17,44,61,41,20,1,-7
1530,11/21/1999,1999,11,LAC,LAC1999,CHI1999,20,23,43,36,7,1,0
1531,11/21/1999,1999,11,SF,SF1999,LAR1999,7,23,30,47.5,-17.5,0,-7.5
1532,11/21/1999,1999,11,TB,TB1999,ATL1999,19,10,29,34.5,-5.5,0,-7
1533,11/21/1999,1999,11,TEN,TEN1999,PIT1999,16,10,26,36.5,-10.5,0,-5.5
1534,11/21/1999,1999,11,WAS,WAS1999,NYG1999,23,13,36,44.5,-8.5,0,-5.5
1535,11/22/1999,1999,11,DEN,DEN1999,LV1999,27,21,48,37,11,1,-1.5
1536,11/25/1999,1999,12,DAL,DAL1999,MIA1999,20,0,20,38,-18,0,-1.5
1537,11/25/1999,1999,12,DET,DET1999,CHI1999,21,17,38,44,-6,0,-6
1538,11/28/1999,1999,12,BAL,BAL1999,JAX1999,23,30,53,36.5,16.5,1,-7
1539,11/28/1999,1999,12,BUF,BUF1999,NE1999,17,7,24,38,-14,0,-4
1540,11/28/1999,1999,12,CAR,CAR1999,ATL1999,34,28,62,40,22,1,-4.5
1541,11/28/1999,1999,12,CLE,CLE1999,TEN1999,21,33,54,35.5,18.5,1,-10.5
1542,11/28/1999,1999,12,IND,IND1999,NYJ1999,13,6,19,44,-25,0,-7
1543,11/28/1999,1999,12,MIN,MIN1999,LAC1999,35,27,62,43.5,18.5,1,-13.5
1544,11/28/1999,1999,12,NYG,NYG1999,ARI1999,24,34,58,34.5,23.5,1,-4.5
1545,11/28/1999,1999,12,LV,LV1999,KC1999,34,37,71,37,34,1,-3.5
1546,11/28/1999,1999,12,PIT,PIT1999,CIN1999,20,27,47,36,11,1,-11
1547,11/28/1999,1999,12,SEA,SEA1999,TB1999,3,16,19,37,-18,0,-6
1548,11/28/1999,1999,12,LAR,LAR1999,NO1999,43,12,55,47,8,1,-14
1549,11/28/1999,1999,12,WAS,WAS1999,PHI1999,20,17,37,42.5,-5.5,0,-10
1550,11/29/1999,1999,12,SF,SF1999,GB1999,3,20,23,40.5,-17.5,0,-6
1551,12/2/1999,1999,13,JAX,JAX1999,PIT1999,20,6,26,37,-11,0,-10.5
1552,12/5/1999,1999,13,ARI,ARI1999,PHI1999,21,17,38,37,1,1,-7
1553,12/5/1999,1999,13,ATL,ATL1999,NO1999,35,12,47,39.5,7.5,1,-4
1554,12/5/1999,1999,13,BAL,BAL1999,TEN1999,41,14,55,36.5,18.5,1,-3.5
1555,12/5/1999,1999,13,CAR,CAR1999,LAR1999,21,34,55,49,6,1,-7
1556,12/5/1999,1999,13,CHI,CHI1999,GB1999,19,35,54,39,15,1,-3.5
1557,12/5/1999,1999,13,CIN,CIN1999,SF1999,44,30,74,39,35,1,-3
1558,12/5/1999,1999,13,DEN,DEN1999,KC1999,10,16,26,38.5,-12.5,0,-3.5
1559,12/5/1999,1999,13,DET,DET1999,WAS1999,33,17,50,49.5,0.5,1,-3.5
1560,12/5/1999,1999,13,MIA,MIA1999,IND1999,34,37,71,43,28,1,-2
1561,12/5/1999,1999,13,NE,NE1999,DAL1999,13,6,19,38,-19,0,-2
1562,12/5/1999,1999,13,NYG,NYG1999,NYJ1999,41,28,69,34,35,1,-2.5
1563,12/5/1999,1999,13,LV,LV1999,SEA1999,30,21,51,41,10,1,-1
1564,12/5/1999,1999,13,LAC,LAC1999,CLE1999,23,10,33,36,-3,0,-7.5
1565,12/6/1999,1999,13,TB,TB1999,MIN1999,24,17,41,39,2,1,-2.5
1566,12/9/1999,1999,14,TEN,TEN1999,LV1999,21,14,35,40,-5,0,-3
1567,12/12/1999,1999,14,BUF,BUF1999,NYG1999,17,19,36,36.5,-0.5,0,-8
1568,12/12/1999,1999,14,CIN,CIN1999,CLE1999,44,28,72,41,31,1,-7
1569,12/12/1999,1999,14,DAL,DAL1999,PHI1999,20,10,30,36.5,-6.5,0,-9
1570,12/12/1999,1999,14,GB,GB1999,CAR1999,31,33,64,42,22,1,-8
1571,12/12/1999,1999,14,IND,IND1999,NE1999,20,15,35,46.5,-11.5,0,-7
1572,12/12/1999,1999,14,KC,KC1999,MIN1999,31,28,59,42,17,1,-1
1573,12/12/1999,1999,14,NO,NO1999,LAR1999,14,30,44,49,-5,0,-10.5
1574,12/12/1999,1999,14,NYJ,NYJ1999,MIA1999,28,20,48,37,11,1,-3
1575,12/12/1999,1999,14,PIT,PIT1999,BAL1999,24,31,55,36,19,1,-1.5
1576,12/12/1999,1999,14,SF,SF1999,ATL1999,26,7,33,41,-8,0,-3
1577,12/12/1999,1999,14,SEA,SEA1999,LAC1999,16,19,35,42.5,-7.5,0,-9.5
1578,12/12/1999,1999,14,TB,TB1999,DET1999,23,16,39,36,3,1,-4
1579,12/12/1999,1999,14,WAS,WAS1999,ARI1999,28,3,31,46.5,-15.5,0,-5.5
1580,12/13/1999,1999,14,JAX,JAX1999,DEN1999,27,24,51,37.5,13.5,1,-9
1581,12/18/1999,1999,15,CAR,CAR1999,SF1999,41,24,65,46,19,1,-7.5
1582,12/18/1999,1999,15,KC,KC1999,PIT1999,35,19,54,37,17,1,-8.5
1583,12/19/1999,1999,15,ARI,ARI1999,BUF1999,21,31,52,37.5,14.5,1,-3
1584,12/19/1999,1999,15,BAL,BAL1999,NO1999,31,8,39,41.5,-2.5,0,-8.5
1585,12/19/1999,1999,15,CHI,CHI1999,DET1999,28,10,38,37,1,1,-3
1586,12/19/1999,1999,15,CLE,CLE1999,JAX1999,14,24,38,39,-1,0,-14.5
1587,12/19/1999,1999,15,DAL,DAL1999,NYJ1999,21,22,43,35.5,7.5,1,-6
1588,12/19/1999,1999,15,DEN,DEN1999,SEA1999,36,30,66,39,27,1,-1.5
1589,12/19/1999,1999,15,IND,IND1999,WAS1999,24,21,45,51,-6,0,-6.5
