Team,Sec/Play(total) Rank,Sec/Play(total),Sec/Play(1st half) Rank,Sec/Play(1st half),Sec/Play(2nd half) Rank,Sec/Play(2nd half),Sec/Play(lead 7+) Rank,Sec/Play(lead 7+),Sec/Play(+/- 6) Rank,Sec/Play(+/- 6),Sec/Play(trail 7+) Rank,Sec/Play(trail 7+),Sec/Play(situationneutral) Rank,Sec/Play(situationneutral)
ARI,9,27.42,3,27.16,13,27.71,9,29.51,3,27.39,14,25.58,6,29.41
CLE,10,27.70,2,27.11,21,28.30,6,29.03,4,27.62,9,24.71,2,28.87
DEN,11,27.78,29,29.17,6,26.44,1,27.15,25,29.70,6,24.36,17,30.72
NE,12,27.78,7,27.55,15,28.01,16,30.25,2,27.18,31,27.92,5,29.35
PIT,13,27.84,27,28.94,8,26.79,12,29.86,20,29.10,12,25.08,29,31.68
DAL,14,27.86,6,27.49,20,28.29,32,32.14,9,28.16,10,24.88,12,30.30
MIA,15,27.89,14,28.39,11,27.41,20,30.35,12,28.43,4,23.77,8,29.98
PHI,16,28.20,13,28.22,18,28.18,24,30.76,17,28.68,22,26.26,25,31.29
KC,17,28.21,15,28.41,14,27.98,10,29.82,22,29.27,17,25.82,26,31.41
WAS,18,28.25,5,27.36,25,29.14,7,29.18,6,27.80,32,28.74,14,30.46
STL,19,28.30,20,28.46,17,28.14,4,28.92,16,28.64,28,27.12,19,30.80
CAR,20,28.38,10,27.83,24,28.94,31,31.86,18,28.91,20,26.08,10,30.00
NO,21,28.46,26,28.78,16,28.13,30,31.71,27,29.85,19,25.98,28,31.50
CIN,22,28.49,31,29.99,9,27.20,17,30.31,31,30.02,16,25.73,30,31.87
SEA,23,28.49,25,28.77,19,28.21,19,30.33,23,29.29,13,25.15,11,30.23
ATL,24,28.56,19,28.46,23,28.64,27,31.04,30,30.02,2,23.20,31,32.16
TEN,25,28.79,18,28.44,26,29.14,13,30.01,24,29.38,21,26.18,20,30.94
SF,26,28.93,17,28.43,27,29.47,18,30.32,11,28.38,27,27.08,15,30.53
BUF,27,29.02,22,28.56,28,29.51,26,30.96,29,29.90,23,26.34,24,31.20
DET,28,29.14,23,28.61,30,29.75,28,31.29,13,28.46,30,27.69,16,30.61
IND,29,29.36,32,30.30,22,28.47,21,30.46,32,30.59,29,27.64,32,32.44
HOU,30,29.42,30,29.29,29,29.53,22,30.53,26,29.83,26,27.08,23,31.20
TB,31,29.66,16,28.42,32,30.86,25,30.95,21,29.14,24,26.93,9,30.00
OAK,32,29.88,28,29.16,31,30.54,29,31.30,28,29.88,25,26.99,18,30.75
NFL,0,28.13,0,28.28,0,27.98,0,30.17,0,28.75,0,25.60,0,30.55

Team,TOP(total) Rank,TOP(total),TOP(tied) Rank,TOP(tied),TOP(leading) Rank,TOP(leading),TOP(trailing) Rank,TOP(trailing),Game Time(tied) Rank,Game Time(tied),Game Time(leading) Rank,Game Time(leading),Game Time(trailing) Rank,Game Time(trailing)
BAL,1,32:49,18,6:00,1,17:36,5,9:12,23,10:46,2,32:47,6,16:27
JAX,2,32:15,3,7:53,12,12:29,11,11:53,8,13:50,17,24:36,11,21:34
NO,3,31:53,31,4:08,5,14:27,21,13:18,30,9:02,7,28:45,13,22:14
SD,4,31:39,4,7:48,2,17:15,1,6:35,11,13:17,1,34:31,1,12:12
NE,5,31:35,12,6:54,4,15:49,3,8:52,19,12:10,3,31:39,4,16:10
MIN,6,31:31,1,8:36,30,6:08,30,16:46,12,13:16,28,16:07,26,30:37
PIT,7,31:23,8,7:31,19,11:28,14,12:24,10,13:35,19,23:36,16,22:48
STL,8,31:03,10,6:59,21,9:51,23,14:13,13,13:11,20,22:39,17,24:09
NYJ,9,31:03,2,8:10,7,13:26,6,9:27,5,14:59,10,27:31,7,17:30
DAL,10,31:02,9,7:12,20,10:40,19,13:10,2,15:38,21,22:20,12,22:02
GB,11,30:45,28,4:27,8,13:04,20,13:13,32,7:56,9,27:45,18,24:19
CHI,12,30:32,21,5:33,3,16:02,4,8:58,16,12:38,4,31:08,5,16:15
KC,13,30:23,17,6:03,15,12:24,13,11:55,22,11:02,13,26:35,14,22:24
CAR,14,30:20,13,6:42,6,13:58,7,9:40,9,13:43,6,30:23,3,15:54
MIA,15,30:01,6,7:47,25,8:02,22,14:12,3,15:25,25,18:42,22,25:54
WAS,16,30:00,14,6:41,28,6:21,32,16:58,6,14:58,29,16:01,25,29:01
ARI,17,29:59,27,4:31,11,12:29,16,12:59,31,8:38,18,24:35,23,26:47
SEA,18,29:48,26,4:32,16,12:08,17,13:08,28,9:38,16,24:36,21,25:47
DEN,19,29:43,15,6:29,10,12:32,10,10:42,1,15:59,15,25:05,8,18:57
ATL,20,29:35,24,4:49,24,8:16,28,16:31,29,9:34,22,19:25,27,31:01
IND,21,29:32,5,7:47,9,13:01,2,8:44,7,14:32,5,30:53,2,14:35
HOU,22,29:21,7,7:46,23,8:53,15,12:42,4,15:11,23,19:21,20,25:28
NYG,23,29:17,16,6:19,13,12:27,8,10:31,15,12:47,12,26:50,10,20:23
CLE,24,29:14,19,5:39,26,7:20,27,16:15,20,12:07,30,14:08,31,33:46
PHI,25,28:55,30,4:16,18,11:29,18,13:10,24,10:37,11,26:53,15,22:30
CIN,26,28:36,20,5:36,14,12:26,9,10:34,17,12:30,8,28:01,9,19:29
SF,27,28:33,29,4:23,22,9:19,24,14:51,25,10:12,26,18:26,28,31:22
OAK,28,28:14,11,6:57,32,5:50,26,15:27,14,13:05,31,13:51,30,33:03
TB,29,28:07,23,5:29,31,6:05,29,16:32,21,12:05,32,12:59,32,34:56
BUF,30,28:04,25,4:37,17,11:32,12,11:55,27,9:41,14,25:36,19,24:44
DET,31,27:41,32,4:05,27,6:47,31,16:50,26,10:07,27,17:50,29,32:03
TEN,32,27:09,22,5:31,29,6:20,25,15:19,18,12:11,24,19:19,24,28:30

