Team,Sec/Play(total) Rank,Sec/Play(total),Sec/Play(1st half) Rank,Sec/Play(1st half),Sec/Play(2nd half) Rank,Sec/Play(2nd half),Sec/Play(lead 7+) Rank,Sec/Play(lead 7+),Sec/Play(+/- 6) Rank,Sec/Play(+/- 6),Sec/Play(trail 7+) Rank,Sec/Play(trail 7+),Sec/Play(situationneutral) Rank,Sec/Play(situationneutral)
DET,23,29.30,24,29.62,23,29.00,17,30.43,16,29.11,28,29.06,24,32.00
CLE,24,29.37,26,30.67,16,28.14,24,31.93,25,30.11,22,26.61,27,33.08
ATL,25,29.40,28,30.92,13,27.97,27,35.24,28,30.88,16,25.81,28,35.02
PHO,26,29.52,22,29.22,27,29.81,23,31.77,18,29.52,26,27.76,22,31.75
NYJ,27,29.67,23,29.59,26,29.75,21,31.21,24,30.02,7,24.63,26,32.76
NYG,28,29.70,27,30.67,22,28.72,20,30.97,17,29.52,23,26.63,25,32.21
NFL,0,27.94,0,28.10,0,27.77,0,29.81,0,28.47,0,25.55,0,30.78

Team,Sec/Play(total) Rank,Sec/Play(total),Sec/Play(1st half) Rank,Sec/Play(1st half),Sec/Play(2nd half) Rank,Sec/Play(2nd half),Sec/Play(lead 7+) Rank,Sec/Play(lead 7+),Sec/Play(+/- 6) Rank,Sec/Play(+/- 6),Sec/Play(trail 7+) Rank,Sec/Play(trail 7+),Sec/Play(situationneutral) Rank,Sec/Play(situationneutral)
HOIL,1,26.47,2,26.39,6,26.55,2,27.45,19,28.55,5,24.31,3,29.53
SEA,2,26.51,1,26.14,9,26.91,5,28.49,1,26.18,14,25.43,1,28.26
DEN,3,26.55,20,28.64,1,24.58,10,29.07,13,28.08,4,24.21,9,30.21
GB,4,26.80,10,27.82,2,25.88,9,28.84,5,27.49,17,25.64,10,30.29
PIT,5,26.94,3,26.91,10,26.96,1,27.27,7,27.90,8,24.70,12,30.39
NYJ,6,27.06,15,28.26,3,25.92,20,30.33,4,27.46,16,25.56,5,29.59
DAL,7,27.11,12,27.96,5,26.26,3,27.69,16,28.42,19,25.86,7,30.12
CLE,8,27.21,8,27.58,8,26.86,15,30.05,3,27.45,6,24.35,4,29.57
PHO,9,27.32,13,28.04,7,26.61,4,27.96,17,28.46,7,24.67,8,30.15
NYG,10,27.35,25,29.05,4,25.96,8,28.67,26,29.63,11,24.95,18,31.44
ATL,11,27.49,7,27.54,14,27.45,7,28.64,10,28.00,12,24.98,15,30.71
BUF,12,27.55,11,27.85,13,27.27,27,31.69,11,28.01,9,24.83,6,30.05
MIA,13,27.71,9,27.77,16,27.65,24,31.04,14,28.31,10,24.84,11,30.31
LARD,14,27.71,17,28.58,11,26.98,14,29.99,2,27.34,24,27.17,16,31.04
SF,15,27.82,16,28.42,12,27.24,26,31.54,6,27.84,28,27.33,22,31.66
SD,16,28.05,5,27.15,22,29.16,6,28.56,20,29.05,13,25.20,13,30.59
KC,17,28.10,19,28.60,15,27.56,21,30.54,9,27.99,22,26.59,23,31.71
PHI,18,28.10,4,27.11,21,29.14,12,29.81,12,28.02,20,26.04,2,29.50
CHI,19,28.29,14,28.16,17,28.42,18,30.23,15,28.41,21,26.35,19,31.44
CIN,20,28.94,21,28.68,23,29.21,11,29.56,24,29.56,15,25.47,21,31.61
TB,21,28.95,27,29.25,18,28.63,13,29.97,28,30.45,2,22.20,25,31.84
NE,22,28.95,22,28.90,20,29.01,28,32.39,18,28.52,23,26.93,17,31.07
IND,23,29.04,6,27.36,28,30.66,17,30.21,8,27.99,1,21.44,14,30.67
DET,24,29.05,18,28.60,25,29.52,16,30.10,23,29.53,25,27.18,27,32.30
NO,25,29.12,26,29.25,19,28.99,19,30.27,22,29.45,27,27.22,24,31.72
WAS,26,29.25,28,29.28,24,29.23,22,30.85,27,30.23,3,24.01,26,32.16
MIN,27,29.35,24,29.03,26,29.65,25,31.27,25,29.62,18,25.72,28,32.96
LAR,28,29.46,23,29.01,27,29.89,23,30.89,21,29.20,26,27.22,20,31.56
NFL,0,27.94,0,28.10,0,27.77,0,29.81,0,28.47,0,25.55,0,30.78

Team,TOP(total) Rank,TOP(total),TOP(tied) Rank,TOP(tied),TOP(leading) Rank,TOP(leading),TOP(trailing) Rank,TOP(trailing),Game Time(tied) Rank,Game Time(tied),Game Time(leading) Rank,Game Time(leading),Game Time(trailing) Rank,Game Time(trailing)
NYJ,1,33:01,1,9:19,5,15:41,4,8:01,3,16:36,7,30:29,2,12:55
NYG,2,32:42,7,7:24,2,17:33,3,7:45,16,12:10,3,34:39,3,13:11
ATL,3,32:09,19,5:21,20,9:37,27,17:11,20,10:45,22,19:22,24,29:53
PIT,4,32:06,25,4:52,10,12:55,19,14:18,21,10:43,18,21:45,21,27:32
DEN,5,31:29,11,6:34,6,15:22,8,9:33,14,12:39,8,29:41,8,17:40
PHI,6,31:24,6,7:53,23,8:05,23,15:26,7,14:05,24,16:55,23,29:00
HOIL,7,31:21,14,6:08,3,16:52,5,8:20,27,10:07,4,33:39,7,16:14
GB,9,30:56,3,8:43,9,13:38,7,8:35,6,14:08,5,31:25,5,14:27
DAL,10,30:44,23,4:57,1,18:03,2,7:44,24,10:21,1,36:47,1,12:52
LARD,11,30:35,5,8:02,7,15:12,1,7:21,9,13:06,6,30:45,6,16:10
MIN,12,30:30,8,7:06,19,9:43,17,13:40,4,14:30,20,20:02,16,25:28
SF,13,30:04,18,5:25,4,16:15,6,8:25,26,10:12,2,35:53,4,13:56
SD,14,30:02,22,5:08,18,9:48,22,15:07,13,12:45,21,19:44,20,27:31
NE,15,29:48,2,9:04,26,6:19,20,14:25,2,17:28,27,13:50,22,28:42
CLE,16,29:48,20,5:17,15,10:53,16,13:38,18,11:13,14,23:41,14,25:07
SEA,17,29:30,15,5:51,11,11:58,11,11:40,19,11:09,11,25:20,12,23:31
DET,18,29:18,13,6:23,14,11:01,12,11:55,5,14:21,12,24:39,10,21:01
CHI,19,29:12,10,6:44,21,8:58,15,13:31,12,12:51,17,21:55,15,25:14
KC,20,29:10,27,4:22,8,14:20,10,10:28,23,10:24,9,28:27,11,21:09
MIA,21,28:54,24,4:55,13,11:17,14,12:42,17,11:55,13,24:27,13,23:38
CIN,22,28:52,12,6:34,22,8:29,18,13:49,10,13:02,19,20:05,18,26:53
NO,23,28:26,16,5:40,17,10:06,13,12:40,15,12:25,16,22:01,17,25:33
TB,24,28:21,17,5:38,25,7:12,24,15:32,11,12:54,25,14:22,25,32:44
WAS,25,27:50,28,3:25,24,7:44,26,16:40,28,9:17,23,17:36,26,33:08
IND,26,27:36,4,8:22,28,1:39,28,17:34,1,17:45,28,5:09,28,37:06
BUF,27,27:31,9,6:46,16,10:24,9,10:21,8,13:36,10,25:36,9,20:48

