Team,Sec/Play(total) Rank,Sec/Play(total),Sec/Play(1st half) Rank,Sec/Play(1st half),Sec/Play(2nd half) Rank,Sec/Play(2nd half),Sec/Play(lead 7+) Rank,Sec/Play(lead 7+),Sec/Play(+/- 6) Rank,Sec/Play(+/- 6),Sec/Play(trail 7+) Rank,Sec/Play(trail 7+),Sec/Play(situationneutral) Rank,Sec/Play(situationneutral)
SF,18,29:47,6,8:17,15,12:09,8,9:21,3,16:29,15,24:40,11,18:51
BAL,19,29:19,25,4:55,11,13:23,16,11:01,22,11:41,11,27:59,12,20:20
STL,20,29:11,16,6:47,32,2:43,30,19:40,10,14:43,32,8:13,29,37:04
DET,21,28:57,21,5:37,28,4:11,29,19:08,21,11:47,29,9:50,30,38:23
WAS,22,28:56,28,4:16,22,8:03,27,16:37,23,11:26,25,18:30,26,30:04
TEN,23,28:33,5,8:33,26,7:44,17,12:17,1,17:33,23,18:38,18,23:50
CLE,24,28:32,11,7:28,23,8:02,19,13:01,11,13:56,26,18:26,23,27:38
CHI,25,28:22,24,5:19,24,7:58,25,15:05,16,12:20,21,19:17,24,28:24
OAK,26,28:18,27,4:46,31,3:41,31,19:50,17,12:04,31,9:00,31,38:56
TB,27,28:18,30,3:52,29,4:08,32,20:18,28,10:19,30,9:32,32,40:08
PHI,28,28:15,32,3:29,9,14:56,10,9:49,32,7:07,4,34:12,10,18:41
BUF,29,27:50,4,8:35,20,8:28,15,10:47,2,17:28,19,21:24,16,21:08
KC,30,27:41,8,7:51,30,3:51,26,15:59,8,15:55,28,11:02,28,33:03
IND,31,27:40,26,4:46,10,13:42,6,9:12,25,11:02,6,33:12,6,15:46
SEA,32,27:31,9,7:45,27,6:15,22,13:31,5,16:19,27,14:49,25,28:52

