Team,Sec/Play(total) Rank,Sec/Play(total),Sec/Play(1st half) Rank,Sec/Play(1st half),Sec/Play(2nd half) Rank,Sec/Play(2nd half),Sec/Play(lead 7+) Rank,Sec/Play(lead 7+),Sec/Play(+/- 6) Rank,Sec/Play(+/- 6),Sec/Play(trail 7+) Rank,Sec/Play(trail 7+),Sec/Play(situationneutral) Rank,Sec/Play(situationneutral)
NYG,1,25.84,2,26.15,1,25.53,1,26.72,2,26.78,3,24.66,6,30.00
SEA,2,26.49,1,25.80,7,27.20,7,28.78,1,25.44,6,24.79,1,27.86
OAK,3,26.65,11,27.73,2,25.67,9,29.47,6,27.65,5,24.74,16,31.04
WAS,4,27.10,3,26.93,8,27.28,30,32.17,3,27.26,18,25.87,2,28.72
SD,5,27.30,14,28.29,4,26.35,19,30.48,14,28.75,13,25.66,21,31.38
DET,6,27.34,15,28.30,5,26.40,18,30.38,26,29.50,10,25.41,13,30.74
JAX,7,27.40,23,28.76,3,26.02,15,29.97,9,28.41,14,25.73,12,30.72
CHI,8,27.44,4,27.18,11,27.66,2,27.84,18,28.99,8,25.08,18,31.29
KC,9,27.67,5,27.32,16,28.04,4,28.21,11,28.59,4,24.70,8,30.31
SF,10,27.76,9,27.52,15,28.01,3,28.18,17,28.92,19,25.87,22,31.39
PHI,11,27.94,13,27.97,14,27.90,12,29.62,8,28.05,1,23.69,7,30.12
NO,12,27.99,16,28.38,10,27.59,14,29.83,16,28.81,23,26.17,9,30.49
IND,13,28.00,12,27.83,18,28.17,23,31.05,5,27.52,12,25.56,10,30.65
CIN,14,28.05,10,27.66,20,28.44,10,29.48,7,27.88,30,27.40,5,29.92
ATL,15,28.11,8,27.47,23,28.84,16,29.99,15,28.79,21,25.96,15,30.97
PIT,16,28.13,24,28.91,9,27.37,22,30.72,13,28.71,17,25.81,19,31.34
STL,17,28.16,6,27.37,24,28.93,8,29.40,4,27.45,32,28.16,4,29.73
BAL,18,28.22,21,28.71,12,27.74,6,28.56,25,29.49,11,25.47,11,30.69
NYJ,19,28.26,20,28.70,13,27.82,24,31.07,27,29.51,16,25.78,28,32.42
NE,20,28.27,7,27.44,26,29.04,5,28.40,10,28.42,29,27.30,3,29.72
BUF,21,28.50,18,28.60,19,28.41,26,31.58,24,29.35,9,25.22,17,31.04
ARI,22,28.59,31,30.23,6,27.10,13,29.71,31,30.70,28,27.01,31,32.77
CAR,23,28.63,19,28.66,21,28.60,20,30.51,12,28.65,20,25.95,24,31.66
CLE,24,28.64,27,29.24,17,28.05,32,34.16,23,29.32,22,26.16,27,32.00
DAL,25,28.88,17,28.55,27,29.20,17,30.19,19,29.12,15,25.77,26,31.78
GB,26,29.07,22,28.73,30,29.45,11,29.58,20,29.15,31,27.60,23,31.49
MIN,27,29.17,26,29.00,28,29.36,21,30.54,29,30.26,24,26.28,20,31.35
MIA,28,29.18,25,28.94,29,29.41,27,31.88,22,29.25,2,24.56,14,30.95
TB,29,29.22,29,29.48,25,29.00,28,32.02,21,29.25,26,26.61,25,31.74
HOU,30,29.35,30,30.17,22,28.60,31,32.63,30,30.45,27,26.95,32,32.97
TEN,31,30.09,28,29.46,32,30.76,29,32.08,28,30.10,7,25.04,29,32.44
DEN,32,30.29,32,30.32,31,30.26,25,31.25,32,30.90,25,26.53,30,32.73
NFL,0,28.18,0,28.29,0,28.07,0,30.08,0,28.75,0,25.84,0,30.99

Team,Sec/Play(total) Rank,Sec/Play(total),Sec/Play(1st half) Rank,Sec/Play(1st half),Sec/Play(2nd half) Rank,Sec/Play(2nd half),Sec/Play(lead 7+) Rank,Sec/Play(lead 7+),Sec/Play(+/- 6) Rank,Sec/Play(+/- 6),Sec/Play(trail 7+) Rank,Sec/Play(trail 7+),Sec/Play(situationneutral) Rank,Sec/Play(situationneutral)
NE,1,26.20,8,27.53,1,24.91,28,31.71,7,27.83,1,23.05,13,30.68
GB,2,26.36,1,26.58,4,26.17,2,27.49,13,28.35,6,24.83,23,31.20
MIN,3,26.52,7,27.52,2,25.62,3,28.16,6,27.82,5,24.75,7,30.49
DEN,4,26.83,2,27.07,6,26.59,14,29.73,9,27.97,3,24.65,9,30.56
CIN,5,27.18,3,27.14,10,27.22,8,29.05,2,27.34,14,25.88,1,29.86
TEN,6,27.35,26,28.86,3,25.98,32,33.33,15,28.49,8,24.97,20,31.15
STL,7,27.45,13,27.92,8,26.97,9,29.13,3,27.37,27,27.07,16,30.74
KC,8,27.47,15,28.22,7,26.77,10,29.34,26,29.41,15,25.88,28,31.42
BAL,9,27.55,14,28.04,9,27.11,13,29.69,11,28.17,12,25.70,14,30.69
SEA,10,27.73,28,29.01,5,26.57,17,30.29,21,29.11,16,26.04,25,31.22
DAL,11,27.78,16,28.34,11,27.23,26,31.38,4,27.55,19,26.17,6,30.45
NO,12,27.95,4,27.46,18,28.42,6,28.89,8,27.93,26,26.74,11,30.64
PHI,13,28.07,23,28.78,12,27.40,24,31.18,25,29.39,17,26.13,17,31.03
TB,14,28.09,11,27.68,20,28.55,4,28.84,19,29.05,11,25.46,12,30.67
SF,15,28.10,17,28.39,15,27.82,23,30.83,12,28.31,22,26.42,18,31.09
BUF,16,28.14,6,27.51,22,28.84,15,29.89,14,28.39,13,25.80,4,30.43
MIA,17,28.19,19,28.44,16,27.94,29,32.56,27,29.64,10,25.31,21,31.16
CHI,18,28.24,21,28.60,14,27.81,1,27.25,22,29.30,23,26.56,22,31.16
CAR,19,28.28,27,28.94,13,27.60,18,30.34,5,27.69,31,28.24,26,31.32
SD,20,28.37,12,27.69,23,29.06,5,28.88,24,29.34,18,26.15,5,30.44
PIT,21,28.48,25,28.86,17,28.12,31,33.09,17,28.71,4,24.70,19,31.11
CLE,22,28.52,5,27.49,26,29.58,7,28.94,20,29.09,7,24.84,24,31.20
JAX,23,28.63,22,28.77,19,28.51,22,30.82,10,28.10,21,26.26,2,30.24
NYG,24,28.75,9,27.63,28,29.82,11,29.51,23,29.33,2,23.70,8,30.50
ARI,25,28.78,24,28.82,21,28.75,16,30.25,1,27.02,32,30.40,3,30.40
WAS,26,28.82,10,27.67,30,30.02,12,29.60,18,29.03,20,26.22,10,30.61
HOU,27,28.99,20,28.57,24,29.42,19,30.42,16,28.63,28,27.15,15,30.73
ATL,28,29.35,18,28.43,31,30.27,27,31.49,30,29.90,25,26.68,27,31.37
OAK,29,29.50,30,29.14,29,29.87,21,30.66,29,29.89,30,27.18,29,31.61
DET,30,29.74,29,29.08,32,30.43,20,30.46,31,29.91,29,27.18,31,32.47
NYJ,31,29.78,31,29.94,27,29.63,25,31.21,28,29.80,9,25.02,30,31.97
IND,32,30.51,32,31.58,25,29.50,30,32.78,32,32.30,24,26.59,32,33.50
NFL,0,28.18,0,28.29,0,28.07,0,30.08,0,28.75,0,25.84,0,30.99

Team,TOP(total) Rank,TOP(total),TOP(tied) Rank,TOP(tied),TOP(leading) Rank,TOP(leading),TOP(trailing) Rank,TOP(trailing),Game Time(tied) Rank,Game Time(tied),Game Time(leading) Rank,Game Time(leading),Game Time(trailing) Rank,Game Time(trailing)
DEN,1,33:48,1,8:15,2,17:24,4,8:09,16,12:00,5,34:29,2,13:32
MIN,2,32:52,30,4:25,8,14:35,20,13:52,32,7:48,12,28:36,17,23:36
TEN,3,32:52,21,5:51,1,19:00,3,8:02,28,9:44,1,36:06,5,14:10
DAL,4,32:20,13,6:18,5,16:23,11,9:39,18,11:57,10,29:35,11,18:28
TB,5,31:42,12,6:19,15,13:04,16,12:20,2,15:19,20,21:41,15,23:00
STL,6,31:41,26,5:24,3,16:54,10,9:24,29,9:36,4,34:32,9,15:52
SF,7,31:07,17,5:56,13,13:09,14,12:01,30,9:33,13,27:22,16,23:06
GB,8,31:04,8,6:47,4,16:28,1,7:49,25,11:09,3,34:52,3,13:59
IND,9,31:02,9,6:36,14,13:07,13,11:19,9,13:18,14,26:29,12,20:13
CIN,10,30:54,2,7:42,18,10:08,17,13:04,1,16:12,16,22:20,14,21:29
NE,11,30:49,15,6:09,6,16:11,7,8:29,15,12:03,2,34:55,1,13:02
PIT,12,30:45,24,5:33,21,9:22,25,15:50,24,11:10,22,19:39,23,29:11
NO,13,30:20,7,6:52,19,10:06,19,13:22,19,11:56,18,21:50,19,26:14
CAR,14,30:13,3,7:20,11,13:55,9,8:59,7,13:42,11,28:51,10,17:28
JAX,15,30:09,11,6:19,28,6:13,30,17:37,3,14:24,29,13:31,26,32:06
BAL,16,30:08,18,5:54,16,12:09,15,12:05,8,13:30,15,25:50,13,20:40
MIA,17,29:44,5,7:12,10,14:16,5,8:16,6,13:43,9,30:39,8,15:38
ARI,18,29:40,14,6:11,31,4:26,32,19:02,23,11:41,32,11:40,30,36:40
CHI,19,29:39,25,5:26,22,9:20,23,14:53,12,12:59,21,20:00,21,27:01
BUF,20,29:38,27,5:17,17,11:10,18,13:12,21,11:49,19,21:42,20,26:30
CLE,21,29:27,28,5:14,26,6:42,28,17:32,14,12:08,28,14:07,28,33:45
KC,22,29:12,20,5:52,7,15:24,2,7:56,13,12:10,6,33:43,4,14:07
WAS,23,28:52,6,6:55,24,6:59,24,14:59,5,13:50,24,17:29,22,28:42
SEA,24,28:42,22,5:34,9,14:29,8,8:39,22,11:46,7,32:45,7,15:30
DET,25,28:21,23,5:34,29,5:30,27,17:18,20,11:56,30,12:46,29,35:18
PHI,26,28:17,16,6:00,12,13:52,6,8:25,11,13:02,8,32:44,6,14:14
NYG,27,28:01,31,4:19,30,5:05,31,18:37,27,10:05,31,12:35,32,37:20
SD,28,27:56,32,4:04,25,6:42,26,17:10,31,8:42,27,14:26,31,36:52
OAK,29,27:44,29,5:01,23,7:59,22,14:44,26,10:48,23,19:14,24,29:58
NYJ,30,27:43,19,5:53,32,4:16,29,17:34,17,11:59,26,14:42,27,33:19
ATL,31,27:39,4,7:13,20,9:29,12,10:57,10,13:17,17,21:51,18,24:52
HOU,32,27:38,10,6:23,27,6:36,21,14:39,4,14:23,25,15:15,25,30:23

