Team,Sec/Play(total) Rank,Sec/Play(total),Sec/Play(1st half) Rank,Sec/Play(1st half),Sec/Play(2nd half) Rank,Sec/Play(2nd half),Sec/Play(lead 7+) Rank,Sec/Play(lead 7+),Sec/Play(+/- 6) Rank,Sec/Play(+/- 6),Sec/Play(trail 7+) Rank,Sec/Play(trail 7+),Sec/Play(situationneutral) Rank,Sec/Play(situationneutral)
ARI,14,27.86,30,29.24,8,26.64,24,30.52,11,28.03,13,25.52,21,30.88
NO,15,27.92,2,27.06,24,28.83,15,29.95,15,28.53,17,25.80,18,30.72
GB,16,27.97,31,29.92,2,26.08,28,31.34,31,29.91,12,25.37,25,31.19
DET,17,28.12,24,28.51,15,27.72,27,30.99,18,28.59,6,24.02,30,31.42
BAL,18,28.18,8,27.42,26,28.91,26,30.96,9,27.94,14,25.55,2,29.24
SD,19,28.20,21,28.36,19,28.04,31,33.21,23,29.22,23,26.22,13,30.56
CAR,20,28.21,20,28.36,20,28.05,8,29.34,22,28.96,2,22.20,11,30.51
HOU,21,28.28,22,28.41,21,28.15,14,29.50,17,28.56,28,27.15,9,30.44
CIN,22,28.31,16,28.13,22,28.50,18,30.08,13,28.23,27,27.13,22,30.96
ATL,23,28.35,11,27.77,25,28.89,25,30.69,8,27.81,4,23.46,1,29.24
OAK,24,28.35,28,28.83,17,27.90,5,28.98,16,28.54,19,25.95,20,30.84
CHI,25,28.49,6,27.32,30,29.61,7,29.21,26,29.36,20,26.01,23,30.97
TB,26,28.51,17,28.17,23,28.83,30,32.01,28,29.47,22,26.21,28,31.40
KC,27,28.56,15,27.90,27,29.24,20,30.22,14,28.49,1,21.14,4,30.17
SF,28,28.88,18,28.30,28,29.52,9,29.41,19,28.62,30,28.10,12,30.54
IND,29,28.97,32,30.80,12,27.20,11,29.44,30,29.67,31,28.31,32,32.05
DEN,30,29.21,25,28.64,31,29.87,12,29.44,32,30.31,29,27.30,26,31.25
NYJ,31,29.38,29,29.18,29,29.56,6,29.06,29,29.53,32,29.39,29,31.41
MIA,32,29.54,23,28.46,32,30.68,16,30.04,24,29.32,26,27.07,27,31.34
NFL,0,28.00,0,28.15,0,27.86,0,29.87,0,28.55,0,25.84,0,30.73

Team,TOP(total) Rank,TOP(total),TOP(tied) Rank,TOP(tied),TOP(leading) Rank,TOP(leading),TOP(trailing) Rank,TOP(trailing),Game Time(tied) Rank,Game Time(tied),Game Time(leading) Rank,Game Time(leading),Game Time(trailing) Rank,Game Time(trailing)
PIT,1,33:22,7,7:42,6,15:10,9,10:30,7,14:29,9,27:13,8,18:19
NE,2,32:35,30,4:44,1,21:42,1,6:10,32,8:01,1,43:10,1,8:49
JAX,3,32:08,19,6:09,3,16:37,7,9:22,25,11:07,4,32:39,7,16:14
TEN,4,31:47,3,8:36,16,10:26,16,12:44,3,16:09,21,21:04,15,22:46
NYG,5,31:22,28,5:10,19,10:12,27,16:00,23,11:20,17,22:36,22,26:04
OAK,6,31:19,15,6:37,29,5:41,30,19:00,16,13:11,28,13:44,30,33:05
NO,7,31:09,29,5:04,14,11:19,24,14:46,27,10:48,14,24:43,17,24:30
PHI,8,30:56,20,6:08,11,12:00,17,12:48,19,12:42,11,26:12,12,21:06
BAL,9,30:51,16,6:36,20,9:39,23,14:36,18,12:49,23,19:50,24,27:21
DAL,10,30:34,4,8:00,10,12:16,8,10:17,10,14:08,12,25:57,9,19:55
WAS,11,30:29,8,7:40,7,14:32,6,8:17,14,13:36,6,31:51,4,14:33
TB,12,30:27,23,5:38,9,13:47,12,11:03,31,9:42,7,29:46,10,20:32
GB,13,30:18,9,7:10,4,15:49,2,7:19,5,14:45,3,33:29,2,11:46
STL,14,30:08,13,6:44,24,8:34,25,14:50,15,13:30,25,18:41,27,27:49
KC,15,30:02,21,6:02,28,5:53,29,18:06,11,14:08,29,13:19,28,32:33
ARI,16,29:51,24,5:30,22,9:12,26,15:10,17,12:49,19,21:31,20,25:41
SEA,17,29:51,6,7:47,8,13:54,5,8:11,9,14:17,8,29:43,6,16:00
IND,18,29:49,31,4:39,2,17:00,4,8:10,28,10:41,2,35:55,3,13:24
SD,19,29:41,18,6:11,5,15:30,3,7:59,21,12:27,5,32:20,5,15:13
HOU,20,29:41,11,7:08,17,10:23,15,12:11,26,11:04,13,25:33,16,23:24
CIN,21,29:24,25,5:14,15,10:33,20,13:36,30,10:17,15,24:26,18,25:18
MIA,22,29:22,17,6:32,32,2:46,32,20:03,8,14:28,32,7:59,31,37:33
MIN,23,29:19,10,7:09,13,11:38,10,10:32,6,14:30,16,24:16,13,21:14
DEN,24,29:08,27,5:13,21,9:31,22,14:25,20,12:39,22,19:55,25,27:26
CLE,25,28:56,26,5:13,12,11:49,14,11:55,29,10:35,10,26:59,14,22:26
BUF,26,28:51,5,7:51,26,7:09,21,13:50,13,13:54,26,18:32,26,27:34
CAR,27,28:44,1,9:47,27,6:00,18,12:57,1,19:13,27,14:17,23,26:31
ATL,28,28:43,12,6:48,30,4:40,28,17:16,12,13:56,30,13:05,29,32:59
NYJ,29,28:29,14,6:41,25,8:18,19,13:30,4,14:58,24,19:03,21,25:59
CHI,30,28:15,2,8:49,23,8:38,11,10:48,2,17:54,20,21:28,11,20:37
DET,31,27:33,22,5:50,18,10:21,13,11:23,22,12:06,18,22:27,19,25:27
SF,32,26:57,32,4:22,31,3:14,31,19:21,24,11:12,31,9:37,32,39:11

