Team,Sec/Play(total) Rank,Sec/Play(total),Sec/Play(1st half) Rank,Sec/Play(1st half),Sec/Play(2nd half) Rank,Sec/Play(2nd half),Sec/Play(lead 7+) Rank,Sec/Play(lead 7+),Sec/Play(+/- 6) Rank,Sec/Play(+/- 6),Sec/Play(trail 7+) Rank,Sec/Play(trail 7+),Sec/Play(situationneutral) Rank,Sec/Play(situationneutral)
KC,3,26.98,8,27.73,6,26.28,20,30.29,1,27.28,15,25.55,15,30.67
PHI,4,27.04,16,28.23,3,25.90,4,27.89,13,28.07,17,25.83,24,31.29
SD,5,27.15,3,27.06,13,27.23,8,28.90,4,27.66,11,25.34,2,29.53
PIT,6,27.27,27,28.98,2,25.82,16,30.00,8,27.76,18,25.86,13,30.62
OAK,7,27.28,2,26.82,17,27.79,17,30.01,12,28.06,4,24.23,3,29.91
NYJ,8,27.29,14,28.08,7,26.49,30,31.93,2,27.28,12,25.35,5,30.28
BAL,9,27.63,26,28.95,8,26.50,2,27.00,14,28.12,27,27.01,28,31.50
ATL,10,27.65,21,28.73,10,26.82,14,29.49,27,29.31,13,25.38,29,31.71
GB,11,27.67,30,29.35,4,26.11,32,40.78,19,28.46,21,26.24,25,31.36
MIA,12,27.77,24,28.89,9,26.75,24,30.91,3,27.42,25,26.65,17,30.70
TEN,13,27.80,7,27.70,19,27.90,19,30.15,18,28.40,6,24.54,9,30.54
NE,14,27.86,23,28.82,11,26.90,31,33.98,31,29.66,10,25.33,21,30.97
DAL,15,27.87,17,28.45,15,27.35,12,29.41,7,27.72,26,26.68,8,30.54
CIN,16,27.95,1,26.72,28,29.25,5,28.49,17,28.24,23,26.60,16,30.69
JAX,17,27.98,20,28.64,14,27.30,27,31.54,9,27.86,5,24.52,26,31.40
TB,18,28.05,12,28.01,21,28.10,11,29.33,16,28.24,24,26.64,11,30.59
DEN,19,28.06,9,27.77,24,28.36,9,29.09,11,28.03,19,25.93,18,30.77
IND,20,28.10,18,28.45,18,27.81,21,30.42,28,29.36,22,26.25,22,31.02
NO,21,28.17,19,28.59,16,27.71,28,31.80,20,28.64,28,27.04,20,30.91
SEA,22,28.18,15,28.09,23,28.29,23,30.80,15,28.16,3,23.98,7,30.51
SF,23,28.40,32,29.66,12,27.23,29,31.84,22,28.74,7,24.63,30,32.01
CHI,24,28.47,25,28.92,20,28.01,15,29.96,30,29.66,9,25.18,27,31.48
ARI,25,28.53,10,27.77,27,29.21,22,30.58,6,27.72,20,26.02,4,30.18
CAR,26,28.61,6,27.69,31,29.64,7,28.88,25,29.20,2,23.82,6,30.46
MIN,27,28.69,11,27.91,30,29.47,26,31.43,5,27.68,29,27.57,12,30.60
DET,28,28.71,29,29.20,22,28.28,6,28.73,32,29.88,8,25.16,31,32.07
BUF,29,28.88,13,28.07,32,29.73,18,30.03,24,29.19,16,25.59,23,31.05
WAS,30,29.05,28,29.12,26,28.98,10,29.12,21,28.74,32,30.12,19,30.80
HOU,31,29.06,31,29.44,25,28.65,13,29.44,29,29.56,30,27.60,32,32.14
CLE,32,29.10,22,28.74,29,29.41,25,31.19,26,29.21,31,27.71,14,30.63
NFL,0,27.96,0,28.28,0,27.65,0,29.79,0,28.44,0,25.78,0,30.84

Team,TOP(total) Rank,TOP(total),TOP(tied) Rank,TOP(tied),TOP(leading) Rank,TOP(leading),TOP(trailing) Rank,TOP(trailing),Game Time(tied) Rank,Game Time(tied),Game Time(leading) Rank,Game Time(leading),Game Time(trailing) Rank,Game Time(trailing)
SD,1,33:03,28,4:40,11,13:57,21,14:25,32,8:41,14,25:54,19,25:25
NYG,2,32:32,25,5:13,5,16:04,10,11:15,27,10:03,10,28:54,11,21:03
ATL,3,32:06,3,7:42,9,14:15,9,10:09,9,13:10,9,29:37,6,17:14
NYJ,4,31:55,21,5:32,10,14:00,15,12:23,13,12:10,12,26:51,10,20:58
PIT,5,31:50,24,5:23,4,16:55,6,9:32,21,11:16,5,33:18,5,15:26
GB,6,31:50,4,7:38,3,17:29,2,6:42,6,15:03,3,35:20,1,9:37
NO,7,31:49,14,6:16,7,15:28,8,10:04,23,10:57,4,34:08,4,14:55
JAX,8,31:43,9,7:08,25,7:32,29,17:03,10,13:08,27,16:57,26,29:55
PHI,9,31:15,12,6:41,8,14:41,7,9:53,12,12:20,8,30:24,7,17:17
CIN,10,31:14,18,5:53,23,8:06,30,17:15,25,10:43,25,18:30,28,30:47
OAK,11,31:07,23,5:25,15,11:41,19,14:01,30,9:44,15,25:42,17,24:34
DAL,12,31:06,10,7:02,26,7:09,28,16:56,7,14:05,26,17:19,23,28:36
KC,13,31:06,15,6:11,6,15:45,5,9:11,14,11:58,7,30:43,8,17:19
STL,14,30:54,17,5:58,13,13:30,13,11:26,24,10:55,11,27:55,12,21:10
TB,15,30:49,6,7:16,20,9:03,23,14:30,4,15:12,21,19:52,18,24:55
MIA,16,30:36,16,6:10,19,9:18,24,15:07,11,12:45,20,20:35,20,26:40
BAL,17,30:29,13,6:17,2,17:43,1,6:29,19,11:31,1,38:26,2,10:03
MIN,18,30:10,1,9:37,28,6:03,22,14:30,1,17:24,29,13:46,24,28:50
IND,19,29:46,8,7:10,12,13:36,4,9:01,22,11:15,6,31:19,9,17:27
CHI,20,29:31,19,5:49,14,12:17,11,11:25,16,11:53,13,26:04,13,22:03
DET,21,29:29,2,8:33,24,7:51,17,13:05,2,17:01,19,20:46,14,22:14
NE,22,29:04,32,3:38,1,17:59,3,7:28,29,9:51,2,36:31,3,13:39
HOU,23,29:01,27,4:45,22,8:32,26,15:44,17,11:47,23,18:52,25,29:21
SF,24,28:34,26,5:09,16,10:32,16,12:54,26,10:38,17,22:28,21,26:54
DEN,25,28:09,5,7:27,30,5:25,25,15:17,3,16:06,31,12:36,29,31:18
CLE,26,28:00,11,6:47,18,9:47,12,11:25,15,11:54,16,25:29,15,22:37
WAS,27,27:56,7,7:15,27,6:40,20,14:01,8,13:28,24,18:34,22,27:58
BUF,28,27:49,30,4:04,29,5:36,31,18:09,20,11:29,30,12:55,31,35:37
SEA,29,27:33,29,4:30,17,9:49,18,13:13,28,9:59,22,19:37,27,30:24
CAR,30,27:24,31,3:49,32,3:42,32,19:53,31,8:58,32,9:03,32,41:59
ARI,31,26:18,22,5:30,31,4:56,27,15:52,18,11:34,28,14:16,30,34:09
TEN,32,25:56,20,5:38,21,8:43,14,11:35,5,15:10,18,21:16,16,23:35

