Team,Sec/Play(total) Rank,Sec/Play(total),Sec/Play(1st half) Rank,Sec/Play(1st half),Sec/Play(2nd half) Rank,Sec/Play(2nd half),Sec/Play(lead 7+) Rank,Sec/Play(lead 7+),Sec/Play(+/- 6) Rank,Sec/Play(+/- 6),Sec/Play(trail 7+) Rank,Sec/Play(trail 7+),Sec/Play(situationneutral) Rank,Sec/Play(situationneutral)
JAX,21,28.55,27,28.97,15,28.14,15,30.00,16,28.79,22,26.57,28,31.80
GB,22,28.58,19,28.32,23,28.86,12,29.78,20,29.11,25,26.86,3,29.92
DAL,23,28.76,17,28.13,26,29.37,20,30.44,11,28.62,29,27.71,9,30.48
PHI,24,28.82,28,29.05,21,28.58,26,31.12,31,30.10,26,26.88,32,32.49
SF,25,28.85,12,27.97,30,29.78,19,30.40,9,28.20,24,26.61,4,30.18
NYG,26,29.02,20,28.32,29,29.72,22,30.64,24,29.31,21,26.40,27,31.70
HOU,27,29.07,30,29.14,25,29.02,13,29.78,30,29.87,14,25.43,26,31.68
OAK,28,29.09,31,29.20,24,28.99,29,31.38,22,29.21,23,26.60,19,30.93
TB,29,29.22,21,28.60,31,29.80,23,30.66,21,29.18,30,27.76,29,31.82
MIA,30,29.28,29,29.09,28,29.49,14,29.96,25,29.33,32,28.17,23,31.22
ATL,31,29.28,32,30.08,20,28.54,30,31.39,26,29.40,31,28.17,31,32.48
CLE,32,29.42,25,28.76,32,30.10,27,31.16,29,29.61,2,23.68,18,30.92
NFL,0,28.18,0,28.19,0,28.16,0,29.95,0,28.80,0,25.85,0,30.91

Team,TOP(total) Rank,TOP(total),TOP(tied) Rank,TOP(tied),TOP(leading) Rank,TOP(leading),TOP(trailing) Rank,TOP(trailing),Game Time(tied) Rank,Game Time(tied),Game Time(leading) Rank,Game Time(leading),Game Time(trailing) Rank,Game Time(trailing)
PIT,1,34:00,19,6:21,2,19:49,5,7:49,30,10:10,2,38:16,2,11:35
DEN,2,32:37,14,6:41,5,14:59,9,10:58,21,12:11,9,28:47,9,19:02
KC,3,32:14,21,6:13,14,10:43,22,15:18,11,13:31,14,23:10,14,23:19
NYJ,4,31:56,4,7:56,10,13:25,8,10:35,5,15:10,10,26:45,7,18:06
TEN,5,31:44,2,8:30,16,10:18,17,12:56,8,14:23,12,23:53,11,21:44
SD,6,31:35,9,7:10,3,17:05,3,7:20,17,12:46,4,34:36,4,12:38
NE,7,31:22,6,7:52,1,20:19,1,3:11,16,12:51,1,41:02,1,6:07
WAS,8,31:19,1,9:47,15,10:26,10,11:06,3,16:00,18,21:39,12,22:21
ARI,9,31:07,26,5:21,18,9:48,27,15:58,23,11:59,26,18:07,28,29:54
STL,10,30:58,11,6:54,24,8:44,23,15:20,18,12:42,25,18:57,25,28:21
DAL,11,30:37,3,8:18,12,10:55,12,11:25,7,14:50,11,23:54,10,21:16
GB,12,30:28,13,6:44,13,10:49,16,12:55,12,13:31,15,22:28,16,24:01
BUF,13,30:21,20,6:18,6,14:29,7,9:34,20,12:37,7,28:59,8,18:25
JAX,14,30:18,25,5:29,23,8:49,28,16:00,14,13:22,22,19:43,22,26:55
HOU,15,30:02,7,7:47,25,8:40,19,13:35,4,15:10,23,19:19,18,25:31
MIN,16,29:58,29,4:52,21,9:15,26,15:52,27,11:12,17,21:45,23,27:03
CAR,17,29:56,31,3:55,17,10:14,25,15:47,31,9:36,21,21:02,27,29:22
TB,18,29:43,12,6:46,26,7:42,21,15:15,2,16:30,27,17:19,20,26:11
BAL,19,29:33,23,5:52,11,11:03,14,12:38,15,13:08,13,23:21,15,23:31
CIN,20,29:21,24,5:43,20,9:15,20,14:23,28,11:02,16,22:16,21,26:42
ATL,21,29:09,10,7:00,9,13:35,6,8:34,26,11:46,6,31:26,6,16:48
SEA,22,29:06,32,3:50,8,13:52,11,11:24,32,8:27,8,28:54,13,22:39
NYG,23,28:52,22,6:12,19,9:34,18,13:06,25,11:49,20,21:03,24,27:07
SF,24,28:46,18,6:29,32,4:25,32,17:52,10,13:36,32,10:44,32,35:40
IND,25,28:35,16,6:37,7,14:28,4,7:30,22,12:09,5,33:05,5,14:46
MIA,26,28:20,8,7:21,30,5:30,24,15:29,1,17:17,30,13:23,26,29:21
NO,27,28:20,30,4:30,27,6:47,31,17:03,29,10:54,28,15:08,31,33:59
PHI,28,28:18,28,5:04,4,16:44,2,6:29,24,11:56,3,35:49,3,12:15
CHI,29,28:15,15,6:41,31,5:29,29,16:06,9,14:12,31,12:49,29,32:58
DET,30,28:13,17,6:29,22,9:01,15,12:43,13,13:22,19,21:12,17,25:26
CLE,31,28:09,27,5:21,28,6:23,30,16:25,19,12:40,29,14:01,30,33:18
OAK,32,26:47,5,7:54,29,6:16,13,12:37,6,14:59,24,19:15,19,25:46

