Team,Sec/Play(total) Rank,Sec/Play(total),Sec/Play(1st half) Rank,Sec/Play(1st half),Sec/Play(2nd half) Rank,Sec/Play(2nd half),Sec/Play(lead 7+) Rank,Sec/Play(lead 7+),Sec/Play(+/- 6) Rank,Sec/Play(+/- 6),Sec/Play(trail 7+) Rank,Sec/Play(trail 7+),Sec/Play(situationneutral) Rank,Sec/Play(situationneutral)
OAK,20,28.35,20,28.23,18,28.47,19,29.56,22,28.95,17,25.46,18,30.65
GB,21,28.37,5,26.78,27,29.84,25,30.89,10,27.75,1,21.85,10,29.54
JAX,22,28.40,21,28.24,19,28.55,12,28.62,21,28.72,27,27.80,21,30.97
SF,23,28.42,17,27.55,26,29.33,17,29.21,12,28.08,25,27.46,17,30.33
DEN,24,28.59,9,26.94,29,30.42,13,28.70,19,28.49,30,28.92,9,29.44
ATL,25,28.70,19,28.18,24,29.22,22,30.68,25,29.87,26,27.64,29,32.71
MIA,26,29.00,28,29.98,17,28.03,28,31.61,28,30.34,16,25.29,25,31.54
IND,27,29.02,25,28.82,25,29.22,29,32.73,29,30.67,11,24.88,28,32.44
TB,28,29.35,29,30.07,21,28.63,27,31.11,27,30.05,28,27.90,30,33.07
DAL,29,29.40,24,28.80,28,29.95,24,30.87,23,29.21,29,28.69,24,31.35
HOIL,30,30.66,30,30.80,30,30.53,30,33.30,30,30.76,22,26.75,27,32.24
NFL,0,27.61,0,27.71,0,27.51,0,29.21,0,28.34,0,25.18,0,30.25

Team,Sec/Play(total) Rank,Sec/Play(total),Sec/Play(1st half) Rank,Sec/Play(1st half),Sec/Play(2nd half) Rank,Sec/Play(2nd half),Sec/Play(lead 7+) Rank,Sec/Play(lead 7+),Sec/Play(+/- 6) Rank,Sec/Play(+/- 6),Sec/Play(trail 7+) Rank,Sec/Play(trail 7+),Sec/Play(situationneutral) Rank,Sec/Play(situationneutral)
CIN,1,25.59,1,24.50,10,26.84,1,24.66,1,26.39,8,24.53,1,27.63
NE,2,26.30,15,27.68,2,25.14,18,29.58,4,27.37,2,23.02,6,29.62
DEN,3,26.33,16,27.72,1,25.04,15,29.31,3,27.35,11,24.82,12,29.97
SF,4,26.45,17,27.73,3,25.29,5,27.99,7,27.55,14,25.05,18,30.48
PHI,5,26.85,2,26.37,14,27.32,16,29.37,6,27.47,13,24.93,3,29.52
GB,6,27.06,23,28.44,4,25.54,19,29.59,23,29.07,9,24.65,15,30.27
KC,7,27.10,5,26.78,15,27.40,6,28.08,21,28.76,3,23.26,8,29.78
JAX,8,27.16,10,27.48,9,26.82,9,28.25,2,26.93,25,26.63,5,29.59
BUF,9,27.28,18,27.85,6,26.70,4,27.91,25,29.29,4,23.76,2,29.50
IND,10,27.31,12,27.52,11,27.11,3,27.72,19,28.46,7,24.26,16,30.32
NYG,11,27.32,21,28.24,5,26.51,7,28.15,29,29.87,1,22.21,27,30.88
HOIL,12,27.38,14,27.62,12,27.15,20,29.63,13,28.27,18,25.56,21,30.53
MIN,13,27.42,3,26.50,22,28.33,14,29.00,9,27.73,17,25.30,10,29.90
SD,14,27.53,13,27.59,16,27.46,27,31.15,5,27.46,16,25.27,11,29.91
MIA,15,27.59,19,27.99,13,27.22,22,29.95,20,28.66,6,23.99,20,30.51
WAS,16,27.61,8,27.47,18,27.75,11,28.56,18,28.43,24,26.38,19,30.51
PIT,17,27.67,9,27.48,19,27.87,21,29.64,14,28.37,21,26.18,23,30.59
OAK,18,27.70,27,28.78,7,26.70,17,29.52,27,29.35,12,24.88,28,31.35
CAR,19,27.78,28,28.88,8,26.72,10,28.27,26,29.32,23,26.29,24,30.66
ARI,20,27.80,6,27.01,26,28.67,13,28.87,8,27.64,22,26.24,9,29.84
ATL,21,27.85,4,26.78,27,29.10,2,27.59,16,28.38,28,26.95,7,29.70
NYJ,22,27.91,7,27.18,25,28.60,12,28.77,10,28.08,20,26.14,4,29.54
SEA,23,27.98,11,27.49,24,28.49,23,30.46,17,28.40,5,23.91,14,30.25
CHI,24,28.22,20,28.15,21,28.29,30,32.01,12,28.20,19,26.09,22,30.56
TB,25,28.22,30,29.10,17,27.47,8,28.21,22,28.82,26,26.70,13,30.17
DAL,26,28.41,25,28.68,20,28.11,24,30.71,15,28.38,27,26.79,26,30.79
STL,27,28.53,24,28.62,23,28.43,26,30.73,28,29.41,10,24.72,29,31.85
NO,28,29.19,22,28.41,30,29.98,28,31.16,11,28.11,30,29.34,17,30.39
BAL,29,29.31,26,28.77,29,29.76,29,31.23,24,29.29,29,27.43,25,30.76
DET,30,29.34,29,29.03,28,29.68,25,30.73,30,30.34,15,25.19,30,32.48
NFL,0,27.61,0,27.71,0,27.51,0,29.21,0,28.34,0,25.18,0,30.25

Team,TOP(total) Rank,TOP(total),TOP(tied) Rank,TOP(tied),TOP(leading) Rank,TOP(leading),TOP(trailing) Rank,TOP(trailing),Game Time(tied) Rank,Game Time(tied),Game Time(leading) Rank,Game Time(leading),Game Time(trailing) Rank,Game Time(trailing)
DEN,1,33:17,12,6:38,2,18:42,2,7:57,23,11:10,1,36:32,2,12:18
PHI,2,32:11,16,6:28,4,14:18,12,11:26,28,10:29,9,27:28,14,22:03
HOIL,3,32:00,10,6:50,8,13:49,11,11:21,14,12:39,8,27:59,9,19:22
GB,4,31:43,8,7:09,1,18:47,1,5:47,7,14:35,2,34:34,1,10:51
SF,5,31:37,15,6:33,3,16:41,4,8:22,20,11:16,3,33:51,3,14:52
CIN,6,31:36,3,9:17,21,8:53,19,13:26,4,16:34,19,21:00,15,22:27
JAX,7,31:18,6,7:27,18,9:19,22,14:33,10,13:41,21,20:29,21,25:50
OAK,8,31:09,4,8:14,9,13:04,8,9:51,3,17:20,11,25:40,5,17:00
MIA,9,31:07,9,7:07,14,10:41,18,13:19,11,13:27,16,22:32,17,24:01
CAR,10,30:46,20,5:51,7,13:55,10,11:01,21,11:15,5,29:33,8,19:12
DAL,11,30:42,25,5:26,11,12:41,15,12:35,12,12:53,12,24:39,16,22:27
TB,12,30:40,7,7:15,24,7:51,26,15:34,6,14:45,26,17:28,22,27:48
KC,13,30:40,5,7:45,16,10:35,14,12:20,5,15:26,15,22:44,13,21:50
IND,14,30:39,19,5:56,15,10:37,21,14:06,17,12:23,14,22:44,19,24:52
CHI,15,30:35,1,10:40,23,8:15,13,11:40,1,18:53,23,19:27,11,21:40
PIT,16,30:09,13,6:37,6,14:01,5,9:30,16,12:25,4,30:19,6,17:17
NE,17,30:05,18,6:23,5,14:07,6,9:35,22,11:14,7,28:46,10,20:00
MIN,18,30:04,2,9:56,19,9:16,9,10:53,2,18:52,17,22:04,7,19:04
NYG,19,30:01,23,5:31,12,11:39,16,12:52,26,10:42,13,24:19,20,24:59
ATL,20,29:52,27,4:29,29,5:49,30,19:34,27,10:36,30,12:21,30,37:04
NYJ,21,29:27,17,6:27,25,7:48,25,15:12,15,12:31,25,17:36,26,29:53
ARI,22,28:32,22,5:35,28,6:40,28,16:17,24,11:07,28,15:45,28,33:08
BUF,23,28:29,21,5:39,17,9:43,17,13:07,9,13:44,18,21:32,18,24:44
SEA,24,28:03,28,4:27,20,8:58,23,14:38,19,12:04,24,18:57,24,28:59
STL,25,27:45,26,5:20,22,8:42,20,13:44,25,10:53,20,20:47,23,28:20
WAS,26,27:42,14,6:34,10,12:47,3,8:21,8,14:27,6,29:21,4,16:11
SD,27,27:35,11,6:39,13,11:16,7,9:40,18,12:07,10,26:04,12,21:49
NO,28,27:33,30,3:30,30,4:45,29,19:19,30,10:13,29,12:59,29,36:49
BAL,29,27:22,29,4:09,26,7:31,27,15:41,29,10:13,22,19:55,25,29:53
DET,30,27:21,24,5:27,27,6:54,24,15:00,13,12:44,27,17:19,27,29:57

