Team,Sec/Play(total) Rank,Sec/Play(total),Sec/Play(1st half) Rank,Sec/Play(1st half),Sec/Play(2nd half) Rank,Sec/Play(2nd half),Sec/Play(lead 7+) Rank,Sec/Play(lead 7+),Sec/Play(+/- 6) Rank,Sec/Play(+/- 6),Sec/Play(trail 7+) Rank,Sec/Play(trail 7+),Sec/Play(situationneutral) Rank,Sec/Play(situationneutral)
Team,Sec/Play(total) Rank,Sec/Play(total),Sec/Play(1st half) Rank,Sec/Play(1st half),Sec/Play(2nd half) Rank,Sec/Play(2nd half),Sec/Play(lead 7+) Rank,Sec/Play(lead 7+),Sec/Play(+/- 6) Rank,Sec/Play(+/- 6),Sec/Play(trail 7+) Rank,Sec/Play(trail 7+),Sec/Play(situationneutral) Rank,Sec/Play(situationneutral)
CAR,1,25.27,6,26.83,1,23.78,14,29.14,8,27.13,5,23.94,5,29.25
WAS,2,26.30,7,26.85,6,25.83,10,28.46,2,26.18,13,25.07,9,29.54
KC,3,26.39,14,27.51,3,25.34,17,29.42,10,27.29,12,25.05,13,30.15
OAK,4,26.40,11,27.37,5,25.50,7,27.96,7,26.99,6,24.02,11,30.04
BUF,5,26.43,3,26.52,9,26.34,1,26.65,4,26.72,19,25.80,1,28.58
ARI,6,26.57,30,28.90,2,24.47,6,27.90,27,28.95,10,24.66,29,31.34
ATL,7,26.70,4,26.52,13,26.87,18,29.71,5,26.77,3,23.61,15,30.31
IND,8,26.92,1,26.17,21,27.69,12,29.03,1,25.80,29,26.90,2,28.67
CIN,9,26.94,21,28.07,7,25.90,32,32.68,3,26.62,26,26.40,20,30.55
NE,10,26.97,29,28.64,4,25.39,24,30.44,20,27.90,20,25.89,12,30.10
NYG,11,26.99,10,27.10,14,26.90,2,26.71,13,27.54,25,26.32,7,29.52
NYJ,12,27.03,13,27.45,10,26.62,3,27.03,29,29.11,8,24.20,8,29.53
DAL,13,27.08,5,26.81,16,27.34,8,28.03,11,27.40,4,23.90,17,30.39
NO,14,27.23,8,26.88,20,27.60,27,30.74,18,27.78,11,24.79,21,30.57
PIT,15,27.39,25,28.24,11,26.66,4,27.77,23,28.54,17,25.31,14,30.21
DET,16,27.40,12,27.42,18,27.38,26,30.64,6,26.89,24,26.25,3,29.05
MIN,17,27.42,26,28.32,12,26.67,15,29.23,26,28.86,16,25.22,28,31.10
GB,18,27.50,16,27.63,17,27.37,13,29.09,31,29.53,14,25.13,26,30.82
JAX,19,27.63,2,26.29,30,29.04,11,28.64,12,27.51,21,25.97,4,29.11
DEN,20,27.69,31,29.25,8,26.27,5,27.85,25,28.61,22,26.03,23,30.60
HOU,21,27.74,17,27.71,22,27.77,30,31.13,19,27.90,7,24.14,19,30.52
SD,22,27.82,20,28.04,19,27.59,22,30.22,15,27.61,18,25.64,22,30.57
PHI,23,27.94,19,28.01,23,27.87,23,30.36,24,28.59,9,24.37,24,30.61
CLE,24,27.97,9,27.08,29,28.84,20,29.96,9,27.28,23,26.12,10,29.62
CHI,25,28.04,18,28.00,24,28.08,28,30.78,16,27.64,1,22.47,27,30.96
TB,26,28.20,22,28.11,25,28.30,31,31.28,14,27.55,15,25.19,6,29.31
STL,27,28.27,32,29.42,15,27.20,25,30.57,21,28.19,28,26.76,30,31.62
MIA,28,28.38,24,28.20,27,28.58,19,29.80,30,29.31,2,23.16,32,31.90
BAL,29,28.41,28,28.43,26,28.39,29,30.94,17,27.73,30,27.60,16,30.36
SEA,30,28.48,27,28.37,28,28.58,9,28.17,32,30.07,27,26.62,31,31.85
TEN,31,28.69,23,28.16,31,29.25,16,29.28,22,28.32,32,28.62,18,30.40
SF,32,29.30,15,27.58,32,30.99,21,30.13,28,28.97,31,27.73,25,30.73
NFL,0,27.42,0,27.68,0,27.17,0,29.45,0,27.84,0,25.35,0,30.24

Team,TOP(total) Rank,TOP(total),TOP(tied) Rank,TOP(tied),TOP(leading) Rank,TOP(leading),TOP(trailing) Rank,TOP(trailing),Game Time(tied) Rank,Game Time(tied),Game Time(leading) Rank,Game Time(leading),Game Time(trailing) Rank,Game Time(trailing)
ATL,1,32:12,7,6:57,19,9:29,23,15:46,4,14:12,22,19:07,20,26:40
ARI,2,32:04,3,7:32,2,18:27,3,6:05,20,11:57,2,36:54,3,11:09
SD,3,31:45,22,5:28,25,8:01,29,18:16,18,11:59,25,17:29,24,30:32
SEA,4,31:42,11,6:23,5,16:33,6,8:46,14,12:25,6,33:23,6,14:12
CAR,5,31:41,8,6:55,1,19:03,2,5:43,23,11:16,1,39:47,1,8:57
WAS,6,31:34,4,7:28,7,15:14,7,8:53,22,11:32,8,30:31,9,17:57
NO,7,31:20,17,6:10,16,11:45,18,13:26,16,12:19,15,24:12,15,23:29
BUF,8,31:18,18,6:02,14,12:03,17,13:13,21,11:46,16,23:57,16,24:17
CHI,9,31:13,10,6:27,29,4:40,31,20:06,11,12:33,29,11:47,31,35:40
DAL,10,31:08,1,8:49,24,8:05,21,14:14,1,16:06,23,19:03,18,24:52
KC,11,30:55,14,6:16,4,17:02,5,7:36,17,12:10,5,34:21,5,13:29
DET,12,30:54,9,6:55,13,12:16,14,11:43,24,11:14,12,27:08,13,21:38
CIN,13,30:50,2,7:41,6,16:20,4,6:50,9,12:47,4,35:01,4,12:12
HOU,14,30:48,26,5:12,15,11:57,19,13:39,25,10:37,18,22:32,21,26:51
NYJ,15,30:47,12,6:21,11,13:14,11,11:12,19,11:57,13,26:44,12,21:20
CLE,16,30:24,29,4:44,31,4:13,32,21:27,26,10:36,32,10:24,32,39:01
MIN,17,30:19,13,6:21,9,14:12,9,9:46,12,12:33,10,30:25,7,17:03
NE,18,30:13,5,7:27,3,17:08,1,5:38,5,14:12,3,36:42,2,9:06
BAL,19,30:09,21,5:34,27,5:53,30,18:42,7,13:10,27,14:37,26,32:13
GB,20,30:08,25,5:13,10,13:27,12,11:28,29,10:14,11,29:02,11,20:44
DEN,21,29:39,19,5:47,8,14:14,8,9:37,15,12:25,9,30:26,8,17:09
IND,22,29:37,6,7:01,22,8:27,20,14:09,10,12:47,20,20:45,19,26:28
PIT,23,29:25,16,6:11,12,12:40,10,10:34,28,10:23,7,30:57,10,18:40
TEN,24,29:16,31,4:15,26,6:54,28,18:07,32,8:58,26,15:29,30,35:33
OAK,25,29:08,28,4:54,20,8:54,22,15:20,27,10:28,19,21:28,23,28:05
TB,26,28:33,32,3:37,23,8:19,25,16:38,30,9:33,24,18:56,25,31:31
NYG,27,28:20,20,5:40,17,11:02,13,11:38,2,14:19,17,23:46,14,21:55
JAX,28,27:31,15,6:14,32,3:58,27,17:20,6,13:41,30,11:20,29,35:00
STL,29,27:31,30,4:30,18,10:36,16,12:25,31,9:32,14,25:53,17,24:36
MIA,30,27:22,23,5:24,28,5:50,24,16:09,13,12:28,28,13:34,27,33:58
SF,31,26:23,24,5:20,30,4:15,26,16:48,3,14:16,31,10:52,28,34:51
PHI,32,25:51,27,4:57,21,8:46,15,12:07,8,13:05,21,19:45,22,27:11

