Team,Sec/Play(total) Rank,Sec/Play(total),Sec/Play(1st half) Rank,Sec/Play(1st half),Sec/Play(2nd half) Rank,Sec/Play(2nd half),Sec/Play(lead 7+) Rank,Sec/Play(lead 7+),Sec/Play(+/- 6) Rank,Sec/Play(+/- 6),Sec/Play(trail 7+) Rank,Sec/Play(trail 7+),Sec/Play(situationneutral) Rank,Sec/Play(situationneutral)
GB,5,27.04,12,27.65,5,26.49,7,28.95,27,29.19,5,23.13,8,30.23
SF,6,27.17,3,26.77,19,27.57,4,28.17,4,27.42,29,26.78,13,30.38
ATL,7,27.18,10,27.50,10,26.90,1,27.44,30,29.43,3,23.02,15,30.52
NYG,8,27.29,13,27.94,8,26.63,28,31.51,19,28.61,9,24.68,23,30.68
OAK,9,27.34,23,28.52,4,26.26,32,32.97,24,29.05,13,24.86,31,31.75
SEA,10,27.46,6,27.12,22,27.79,11,29.14,9,28.08,7,24.50,6,30.02
MIA,11,27.47,28,29.21,2,25.78,10,29.11,14,28.38,27,26.44,28,31.20
BUF,12,27.58,4,27.06,24,28.09,12,29.17,7,27.76,17,25.21,21,30.63
SD,13,27.62,15,27.96,15,27.31,15,29.43,3,27.32,25,26.37,17,30.56
NO,14,27.67,21,28.40,13,27.02,22,30.43,17,28.56,15,24.95,22,30.63
DAL,15,27.69,11,27.65,21,27.72,8,29.06,13,28.33,1,19.59,11,30.36
CLE,16,27.69,22,28.46,12,27.00,17,29.78,10,28.15,19,25.44,12,30.37
CHI,17,27.78,7,27.37,25,28.17,3,28.17,12,28.21,18,25.40,9,30.28
BAL,18,27.82,25,28.68,11,26.98,19,30.20,15,28.50,8,24.65,30,31.70
TB,19,27.88,30,29.31,7,26.62,30,32.25,22,28.83,16,25.00,24,30.72
WAS,20,27.90,9,27.40,26,28.42,26,31.08,1,25.90,31,27.78,3,29.29
NE,21,27.98,20,28.33,20,27.67,29,31.67,29,29.36,6,23.44,18,30.62
JAX,22,28.05,26,28.72,16,27.36,24,30.48,23,28.92,10,24.78,14,30.42
CAR,23,28.05,17,28.21,23,27.87,31,32.93,5,27.55,20,25.49,7,30.11
MIN,24,28.05,24,28.68,17,27.45,9,29.07,21,28.72,23,26.15,19,30.62
HOU,25,28.19,5,27.10,30,29.28,18,29.82,8,28.05,14,24.89,5,29.79
DEN,26,28.42,32,30.49,9,26.64,5,28.49,32,30.17,24,26.20,32,31.85
ARI,27,28.43,14,27.95,29,28.90,13,29.31,16,28.50,2,20.87,4,29.45
IND,28,28.53,31,29.76,14,27.26,23,30.46,20,28.67,28,26.45,29,31.47
NYJ,29,28.71,27,28.80,27,28.60,20,30.34,31,29.82,26,26.39,27,31.05
STL,30,28.96,29,29.25,28,28.67,21,30.41,18,28.60,32,27.90,16,30.55
DET,31,29.05,18,28.26,31,29.82,25,30.80,26,29.17,21,25.69,25,30.76
CIN,32,29.73,19,28.29,32,31.52,27,31.20,25,29.06,30,27.42,20,30.62
NFL,0,27.80,0,28.09,0,27.53,0,29.97,0,28.44,0,25.23,0,30.47

Team,TOP(total) Rank,TOP(total),TOP(tied) Rank,TOP(tied),TOP(leading) Rank,TOP(leading),TOP(trailing) Rank,TOP(trailing),Game Time(tied) Rank,Game Time(tied),Game Time(leading) Rank,Game Time(leading),Game Time(trailing) Rank,Game Time(trailing)
TEN,1,32:56,19,6:09,4,15:36,11,11:11,30,10:00,6,30:16,10,19:44
PIT,2,32:33,24,5:34,5,15:32,13,11:27,29,10:14,7,29:55,11,19:52
ATL,3,32:28,2,9:04,7,14:31,4,8:53,2,16:55,10,27:42,4,15:22
OAK,4,31:46,17,6:16,1,18:35,2,6:55,20,11:50,2,36:00,2,12:10
SF,5,31:46,1,9:05,10,13:39,5,9:02,6,15:04,5,30:49,3,14:07
MIN,6,31:38,11,6:56,20,9:41,26,15:01,17,12:18,18,22:10,21,25:32
GB,7,31:37,15,6:32,12,12:20,19,12:45,18,12:15,13,26:23,13,21:22
TB,8,31:35,4,8:10,8,13:54,7,9:32,9,14:47,11,27:31,7,17:42
MIA,9,31:28,22,5:40,3,17:02,3,8:46,27,10:34,3,33:39,5,15:47
NYG,10,31:24,14,6:40,9,13:52,10,10:52,11,14:11,8,29:44,6,16:05
PHI,11,31:15,18,6:14,2,18:08,1,6:53,24,11:04,1,37:42,1,11:13
BUF,12,30:49,9,7:21,24,8:51,24,14:38,13,13:52,22,21:26,19,24:42
DEN,13,30:43,27,5:24,6,15:07,8,10:12,25,10:45,4,30:57,8,18:18
IND,14,30:41,21,5:42,21,9:32,28,15:27,21,11:30,26,20:13,25,28:17
STL,15,30:38,30,4:27,19,10:05,29,16:06,31,9:14,25,20:23,29,30:23
SD,16,30:03,28,5:22,17,10:31,21,14:10,23,11:22,21,21:37,23,27:01
CLE,17,29:44,5,7:58,23,9:22,18,12:25,15,13:24,16,23:39,17,22:57
WAS,18,29:36,26,5:27,18,10:12,20,13:58,26,10:35,17,22:27,22,26:58
CAR,19,29:20,16,6:22,13,12:19,9,10:38,4,15:14,15,23:54,12,20:52
KC,20,29:07,25,5:30,15,11:15,17,12:23,22,11:25,14,26:15,14,22:20
NE,21,28:58,10,7:03,16,10:39,12,11:16,12,13:57,23,21:11,20,24:52
CIN,22,28:54,32,3:30,30,3:51,32,21:33,28,10:15,30,9:43,32,40:02
NO,23,28:52,31,4:15,11,12:44,15,11:53,32,7:39,9,29:42,16,22:38
NYJ,24,28:52,7,7:36,14,11:50,6,9:26,10,14:37,12,26:31,9,18:53
SEA,25,28:43,6,7:50,25,8:38,16,12:15,14,13:46,20,21:45,18,24:29
JAX,26,28:39,8,7:29,22,9:23,14,11:47,3,15:15,19,22:09,15,22:36
ARI,27,28:28,20,5:59,32,2:49,31,19:39,8,14:50,32,6:05,31,39:06
DAL,28,28:07,3,8:53,31,3:50,27,15:23,1,20:38,31,9:34,27,29:48
HOU,29,28:06,13,6:47,29,4:11,30,17:08,16,13:13,29,12:21,30,34:26
BAL,30,27:47,29,4:46,26,8:36,22,14:25,19,12:02,24,20:53,24,27:04
CHI,31,27:37,12,6:50,27,6:16,23,14:31,7,15:01,27,16:26,26,28:32
DET,32,25:50,23,5:35,28,5:35,25,14:40,5,15:06,28,14:32,28,30:23

