Team,Sec/Play(total) Rank,Sec/Play(total),Sec/Play(1st half) Rank,Sec/Play(1st half),Sec/Play(2nd half) Rank,Sec/Play(2nd half),Sec/Play(lead 7+) Rank,Sec/Play(lead 7+),Sec/Play(+/- 6) Rank,Sec/Play(+/- 6),Sec/Play(trail 7+) Rank,Sec/Play(trail 7+),Sec/Play(situationneutral) Rank,Sec/Play(situationneutral)
DET,1,25.48,2,26.07,2,24.89,10,29.05,1,26.32,6,23.47,5,28.80
CIN,2,25.89,4,26.52,3,25.36,21,30.44,4,27.12,10,24.39,4,28.56
SEA,3,26.30,6,26.79,5,25.85,2,27.78,7,27.57,7,23.91,3,28.48
NE,4,26.58,9,27.46,4,25.68,16,30.05,6,27.39,3,23.30,10,29.42
WAS,5,26.68,5,26.73,7,26.63,4,28.23,3,26.85,18,25.50,1,28.05
NO,6,26.88,1,26.06,18,27.78,25,31.20,2,26.64,9,24.34,7,28.91
CHI,7,26.99,29,29.42,1,24.83,7,28.70,17,28.39,12,24.52,20,31.25
PHI,8,27.20,3,26.11,25,28.45,3,28.13,8,27.60,1,22.63,2,28.46
DEN,9,27.32,8,27.42,13,27.22,13,29.60,15,28.32,5,23.39,14,30.52
ARI,10,27.39,10,27.46,15,27.31,15,29.95,18,28.45,26,26.51,12,30.30
BAL,11,27.42,11,27.73,11,27.12,1,27.39,10,27.87,28,26.70,9,29.39
MIN,12,27.61,17,28.23,10,27.04,8,28.72,23,29.24,16,25.25,19,30.94
IND,13,27.63,26,29.03,6,26.51,23,30.47,29,29.75,11,24.48,24,31.62
OAK,14,27.70,7,27.09,23,28.30,9,28.86,5,27.18,19,25.69,6,28.88
BUF,15,27.71,23,28.71,8,26.75,22,30.45,21,29.13,13,24.66,17,30.62
HOU,16,27.82,25,28.78,9,26.83,14,29.69,31,29.95,17,25.41,22,31.36
JAX,17,27.93,20,28.63,14,27.30,26,31.33,12,28.05,22,25.86,30,32.03
STL,18,27.96,15,28.12,19,27.80,27,31.52,9,27.66,29,26.88,26,31.71
NYG,19,27.97,16,28.16,20,27.81,5,28.33,13,28.06,30,27.11,8,29.12
SF,20,28.04,13,28.01,22,28.07,12,29.42,19,28.56,2,22.80,15,30.54
DAL,21,28.10,19,28.51,17,27.69,28,31.71,14,28.28,32,27.30,18,30.93
KC,22,28.22,27,29.04,16,27.47,24,30.66,16,28.34,21,25.80,21,31.32
GB,23,28.31,12,27.77,27,28.89,6,28.43,25,29.27,27,26.65,13,30.39
PIT,24,28.35,18,28.25,26,28.45,17,30.21,22,29.21,14,24.96,11,30.28
SD,25,28.38,24,28.77,21,28.03,30,32.41,11,27.93,24,26.44,16,30.59
CLE,26,28.39,30,29.76,12,27.12,11,29.29,20,29.02,25,26.49,28,31.77
CAR,27,28.53,21,28.66,24,28.41,29,31.95,24,29.25,4,23.31,27,31.74
MIA,28,29.02,14,28.10,32,29.92,20,30.37,32,29.98,8,24.31,25,31.67
TB,29,29.09,22,28.68,30,29.50,19,30.27,30,29.79,15,25.11,23,31.61
NYJ,30,29.28,28,29.24,29,29.32,18,30.25,27,29.66,31,27.15,31,32.18
ATL,31,29.65,32,30.40,28,28.98,31,32.80,26,29.34,20,25.78,29,31.89
TEN,32,29.97,31,30.21,31,29.74,32,33.06,28,29.75,23,26.43,32,32.49
NFL,0,27.80,0,28.09,0,27.53,0,29.97,0,28.44,0,25.23,0,30.47

Team,Sec/Play(total) Rank,Sec/Play(total),Sec/Play(1st half) Rank,Sec/Play(1st half),Sec/Play(2nd half) Rank,Sec/Play(2nd half),Sec/Play(lead 7+) Rank,Sec/Play(lead 7+),Sec/Play(+/- 6) Rank,Sec/Play(+/- 6),Sec/Play(trail 7+) Rank,Sec/Play(trail 7+),Sec/Play(situationneutral) Rank,Sec/Play(situationneutral)
TEN,1,26.43,8,27.37,1,25.58,2,28.12,28,29.21,4,23.10,10,30.31
PIT,2,26.55,2,26.50,6,26.60,14,29.43,2,27.18,11,24.83,1,28.90
PHI,3,26.95,16,28.12,3,25.94,6,28.72,11,28.18,22,25.92,26,30.81
KC,4,27.01,1,26.49,18,27.53,16,29.46,6,27.67,12,24.85,2,29.05
