Team,Sec/Play(total) Rank,Sec/Play(total),Sec/Play(1st half) Rank,Sec/Play(1st half),Sec/Play(2nd half) Rank,Sec/Play(2nd half),Sec/Play(lead 7+) Rank,Sec/Play(lead 7+),Sec/Play(+/- 6) Rank,Sec/Play(+/- 6),Sec/Play(trail 7+) Rank,Sec/Play(trail 7+),Sec/Play(situationneutral) Rank,Sec/Play(situationneutral)
LARD,14,27.47,26,29.18,6,26.16,22,30.43,12,27.99,8,24.44,26,31.77
SD,15,27.55,17,28.04,12,27.03,1,26.82,22,29.30,17,25.43,12,30.68
NYJ,16,27.86,15,27.91,17,27.80,9,28.86,20,28.65,7,24.34,18,30.98
ATL,17,27.86,24,28.62,14,27.21,15,29.60,7,27.59,25,27.29,10,30.59
PHI,18,27.87,19,28.13,15,27.62,20,30.11,6,27.53,21,26.35,8,29.96
KC,19,27.95,16,28.00,19,27.91,24,30.54,16,28.35,23,26.48,15,30.78
LAR,20,28.22,12,27.81,21,28.66,19,30.00,5,27.16,26,27.65,23,31.50
NYG,21,28.32,25,28.76,18,27.86,6,28.46,26,29.69,14,25.10,24,31.58
BUF,22,28.45,9,27.68,22,29.19,25,30.74,24,29.49,19,25.95,25,31.72
TB,23,28.62,10,27.68,25,29.60,14,29.59,17,28.48,24,26.83,13,30.72
ARI,24,28.81,21,28.18,23,29.36,27,32.03,18,28.50,6,24.22,14,30.73
WAS,25,28.98,23,28.59,24,29.37,16,29.64,25,29.56,20,26.19,27,32.46
CIN,26,29.49,20,28.16,28,30.96,17,29.68,23,29.43,27,28.95,16,30.88
DET,27,30.00,28,29.75,26,30.28,13,29.56,28,30.31,28,29.77,28,32.73
HOIL,28,30.05,27,29.55,27,30.58,28,32.60,27,29.92,13,25.07,22,31.31
NFL,0,27.74,0,27.90,0,27.58,0,29.57,0,28.30,0,25.38,0,30.74

Team,TOP(total) Rank,TOP(total),TOP(tied) Rank,TOP(tied),TOP(leading) Rank,TOP(leading),TOP(trailing) Rank,TOP(trailing),Game Time(tied) Rank,Game Time(tied),Game Time(leading) Rank,Game Time(leading),Game Time(trailing) Rank,Game Time(trailing)
ARI,1,32:40,4,8:22,22,7:49,26,16:29,3,15:24,26,15:03,24,29:33
MIN,2,32:20,2,8:32,11,12:09,9,11:38,2,15:24,12,24:30,8,20:06
DAL,3,32:04,8,7:38,3,16:08,3,8:17,7,14:43,3,30:41,2,14:36
NE,4,32:01,17,6:02,12,12:00,21,13:59,16,12:44,15,23:33,14,23:43
PIT,5,31:50,11,7:01,7,12:57,11,11:52,14,12:51,11,25:09,12,22:01
MIA,6,31:44,22,5:04,18,10:19,25,16:20,20,12:21,22,19:19,22,28:20
SF,7,31:39,15,6:09,1,19:16,1,6:14,22,11:13,1,37:38,1,11:08
CHI,8,31:28,3,8:29,15,10:54,13,12:05,4,15:17,19,21:53,13,22:50
KC,9,31:10,7,8:03,4,14:15,5,8:52,5,15:06,7,28:59,5,15:55
GB,10,31:05,18,5:52,2,16:38,4,8:35,24,9:52,2,33:51,6,16:17
DEN,11,30:55,12,6:56,17,10:23,20,13:36,12,13:44,16,22:13,16,24:03
PHI,12,30:46,20,5:37,9,12:31,15,12:38,23,11:00,13,24:13,17,24:47
NYG,13,30:35,9,7:30,6,13:04,8,10:01,8,14:40,8,27:34,7,17:45
SD,14,30:20,13,6:28,13,11:53,12,11:59,9,14:15,10,25:32,9,20:12
TB,15,29:51,27,3:55,25,7:28,27,18:28,28,8:01,25,16:26,27,35:32
NYJ,16,29:48,14,6:11,24,7:36,23,16:01,13,13:21,24,17:52,23,28:47
LARD,17,29:38,1,9:05,16,10:54,7,9:38,10,14:15,14,23:45,11,22:00
BUF,18,29:21,24,4:58,8,12:39,10,11:44,27,8:55,6,29:06,10,21:59
HOIL,19,29:11,5,8:15,27,5:10,22,15:46,1,17:16,27,11:28,25,31:15
ATL,20,29:10,25,4:57,14,11:20,17,12:54,26,9:24,9,26:44,15,23:52
NO,21,29:01,16,6:09,21,9:17,19,13:36,17,12:43,21,19:33,21,27:44
CLE,22,28:44,6,8:05,5,13:28,2,7:11,6,15:05,5,30:14,3,14:41
SEA,23,28:35,19,5:43,20,9:59,16,12:53,19,12:21,20,21:31,20,26:07
IND,24,28:28,10,7:08,10,12:20,6,9:01,11,13:51,4,30:31,4,15:38
CIN,26,27:00,26,4:30,28,3:26,28,19:03,15,12:50,28,9:35,28,37:36
WAS,27,26:55,28,3:36,26,7:10,24,16:09,25,9:26,23,18:46,26,31:48
DET,28,25:42,21,5:06,23,7:39,18,12:57,21,12:17,17,22:01,19,25:42

