Team,Sec/Play(total) Rank,Sec/Play(total),Sec/Play(1st half) Rank,Sec/Play(1st half),Sec/Play(2nd half) Rank,Sec/Play(2nd half),Sec/Play(lead 7+) Rank,Sec/Play(lead 7+),Sec/Play(+/- 6) Rank,Sec/Play(+/- 6),Sec/Play(trail 7+) Rank,Sec/Play(trail 7+),Sec/Play(situationneutral) Rank,Sec/Play(situationneutral)
STL,27,28.96,26,28.72,25,29.20,18,29.67,28,29.77,8,24.78,26,31.03
CAR,28,29.00,21,28.31,28,29.71,28,31.79,21,28.82,14,25.29,25,31.01
CIN,29,29.38,22,28.37,30,30.51,11,28.79,30,30.15,26,27.71,11,30.03
CHI,30,29.54,29,29.37,27,29.71,26,31.28,18,28.64,30,29.93,27,31.35
NFL,0,27.78,0,27.85,0,27.71,0,29.34,0,28.36,0,25.65,0,30.34

Team,TOP(total) Rank,TOP(total),TOP(tied) Rank,TOP(tied),TOP(leading) Rank,TOP(leading),TOP(trailing) Rank,TOP(trailing),Game Time(tied) Rank,Game Time(tied),Game Time(leading) Rank,Game Time(leading),Game Time(trailing) Rank,Game Time(trailing)
ATL,1,33:09,17,6:03,2,19:12,3,7:55,25,10:12,3,35:49,4,13:54
BUF,2,32:15,8,6:42,7,14:44,11,10:49,13,12:35,9,28:53,8,18:30
NYJ,3,32:15,4,7:54,4,16:16,4,8:04,8,13:54,4,32:44,3,13:23
DEN,4,32:06,18,5:57,1,21:13,2,4:56,28,9:28,1,42:33,2,7:56
MIA,5,32:02,1,10:48,10,12:53,5,8:22,1,17:34,11,27:33,5,14:52
TB,6,31:57,19,5:57,12,11:46,20,14:14,14,12:33,15,22:32,16,24:53
SF,7,31:51,26,4:55,9,14:38,12,12:18,24,10:16,10,28:36,12,21:06
DAL,8,31:50,15,6:05,6,15:24,9,10:21,17,11:52,7,30:43,7,17:24
TEN,9,31:40,9,6:39,14,11:13,17,13:48,15,12:03,13,25:08,13,22:48
GB,10,31:35,22,5:21,5,15:44,10,10:29,26,9:44,5,31:36,9,18:35
SD,11,31:17,6,7:18,29,5:23,29,18:35,10,13:31,29,12:53,28,33:34
PIT,12,30:23,2,8:11,11,12:02,7,10:10,4,15:13,12,25:34,10,19:09
MIN,13,29:57,11,6:34,3,18:54,1,4:29,20,11:10,2,42:05,1,6:38
KC,14,29:53,10,6:38,15,10:35,15,12:41,11,13:24,17,20:59,17,25:36
PHI,15,29:32,3,8:02,28,6:23,23,15:07,2,16:26,27,14:49,22,28:45
CHI,16,29:23,16,6:03,22,7:55,25,15:25,12,12:40,22,18:47,21,28:29
DET,17,29:09,7,7:07,23,7:43,21,14:19,5,14:55,24,17:50,19,27:09
ARI,18,29:08,5,7:31,19,9:02,14,12:36,3,15:17,16,20:59,14,23:43
JAX,19,28:59,24,5:02,8,14:42,6,9:15,18,11:21,6,31:15,6,17:21
STL,20,28:58,29,4:06,27,6:36,28,18:16,23,10:25,28,13:39,29,35:55
OAK,21,28:49,12,6:09,25,7:23,24,15:17,9,13:40,26,16:24,24,29:54
CIN,22,28:43,28,4:13,30,2:03,30,22:26,29,9:25,30,7:50,30,42:40
NE,23,28:42,14,6:08,17,9:31,16,13:02,7,14:21,18,20:46,15,24:52
WAS,24,28:32,20,5:41,21,8:05,22,14:47,16,11:59,23,18:12,23,29:44
NYG,25,28:17,13,6:09,16,9:40,13,12:28,6,14:41,19,19:28,18,25:50
CAR,26,28:10,23,5:07,26,7:12,26,15:51,19,11:15,25,16:48,26,31:51
BAL,27,28:00,21,5:25,20,8:45,18,13:50,22,10:55,20,18:55,25,30:04
NO,28,27:56,30,4:01,24,7:42,27,16:12,30,9:13,21,18:49,27,31:56
IND,29,27:49,27,4:31,18,9:09,19,14:09,27,9:32,14,22:46,20,27:40
SEA,30,27:04,25,5:01,13,11:44,8,10:20,21,11:01,8,29:07,11,19:51

