Team,Sec/Play(total) Rank,Sec/Play(total),Sec/Play(1st half) Rank,Sec/Play(1st half),Sec/Play(2nd half) Rank,Sec/Play(2nd half),Sec/Play(lead 7+) Rank,Sec/Play(lead 7+),Sec/Play(+/- 6) Rank,Sec/Play(+/- 6),Sec/Play(trail 7+) Rank,Sec/Play(trail 7+),Sec/Play(situationneutral) Rank,Sec/Play(situationneutral)
CHI,20,27.56,16,27.68,19,27.44,11,28.33,11,27.82,21,25.58,9,29.59
NO,21,27.69,12,27.18,25,28.25,20,29.13,16,28.26,22,25.58,6,29.13
SF,22,27.79,27,28.41,16,27.18,28,30.00,14,28.11,26,26.14,26,30.72
ARI,23,27.81,20,27.88,22,27.74,19,29.08,8,27.67,27,26.86,16,30.27
NYJ,24,27.93,11,27.07,28,28.76,31,30.51,4,27.46,10,24.53,14,30.11
PHI,25,28.09,32,29.22,15,26.90,24,29.50,10,27.79,30,27.78,11,29.97
JAX,26,28.14,21,27.93,26,28.34,12,28.57,20,28.83,1,21.82,18,30.34
OAK,27,28.17,10,26.93,32,29.59,16,28.68,9,27.68,31,28.33,19,30.40
SEA,28,28.32,31,28.92,21,27.67,32,39.36,31,30.01,19,25.13,32,31.80
WAS,29,28.37,15,27.65,31,29.13,26,29.61,15,28.18,23,25.76,22,30.50
STL,30,28.55,24,28.25,29,28.86,8,27.66,29,29.75,28,27.11,29,31.29
MIN,31,28.65,30,28.82,27,28.49,23,29.42,21,28.90,29,27.68,25,30.64
TB,32,28.73,26,28.40,30,29.07,18,29.07,18,28.59,32,28.60,21,30.44
NFL,0,27.41,0,27.58,0,27.25,0,28.58,0,28.38,0,25.08,0,30.10

Team,TOP(total) Rank,TOP(total),TOP(tied) Rank,TOP(tied),TOP(leading) Rank,TOP(leading),TOP(trailing) Rank,TOP(trailing),Game Time(tied) Rank,Game Time(tied),Game Time(leading) Rank,Game Time(leading),Game Time(trailing) Rank,Game Time(trailing)
DAL,1,32:26,10,6:23,7,14:01,14,12:01,15,11:38,9,28:55,9,19:27
PIT,2,32:24,5,7:23,6,14:34,7,10:27,8,12:16,6,29:28,6,18:16
SEA,3,32:01,3,7:40,9,13:47,8,10:35,2,14:31,10,28:06,4,17:24
IND,4,31:54,17,5:33,1,18:25,2,7:56,26,10:03,4,33:20,3,16:37
CAR,5,31:54,1,9:48,25,8:42,19,13:24,1,15:38,25,19:46,19,24:36
DET,6,31:41,11,6:04,11,13:07,15,12:30,17,11:26,14,25:47,16,22:47
SF,7,31:27,30,3:59,8,13:55,20,13:32,30,8:59,8,29:14,12,21:47
HOU,8,30:59,9,6:28,10,13:20,9,11:11,4,13:53,16,24:44,11,21:23
NYJ,9,30:50,29,4:02,29,6:09,32,20:40,31,8:53,29,15:23,30,35:44
DEN,10,30:46,26,4:33,3,16:52,3,9:21,29,9:05,2,34:50,2,16:05
NYG,11,30:44,14,5:45,21,10:23,24,14:37,18,11:14,23,22:28,23,26:18
SD,12,30:44,15,5:42,15,11:09,21,13:53,7,12:26,21,22:51,20,24:43
GB,13,30:32,6,6:44,2,17:06,1,6:42,19,11:10,1,36:11,1,12:39
WAS,14,30:27,2,7:45,30,5:36,28,17:05,6,12:42,28,15:23,27,31:55
MIA,15,30:08,19,5:26,17,10:49,22,13:54,9,12:16,20,22:54,21,24:50
CHI,16,30:07,18,5:29,26,7:03,30,17:35,10,12:04,27,15:26,28,32:30
KC,17,30:00,7,6:35,14,11:51,11,11:33,16,11:27,11,27:32,10,21:01
CIN,18,29:59,16,5:38,5,14:37,5,9:43,11,11:59,7,29:19,7,18:42
NO,19,29:51,24,4:43,20,10:34,23,14:34,24,10:17,19,23:06,24,26:37
ARI,20,29:48,8,6:29,23,10:04,18,13:15,12,11:47,22,22:42,22,25:32
BAL,21,29:40,25,4:38,12,13:05,13,11:57,21,10:42,12,27:06,14,22:12
NE,22,29:37,31,3:46,4,16:04,6,9:47,32,8:34,3,34:01,5,17:25
BUF,23,29:31,4,7:26,19,10:34,10,11:31,3,14:09,18,23:27,15,22:24
ATL,24,29:22,32,3:21,24,9:24,27,16:37,27,9:43,24,20:36,25,29:41
STL,25,29:13,12,5:56,22,10:06,17,13:11,13,11:46,15,24:49,18,23:25
MIN,26,28:46,13,5:54,16,10:57,12,11:55,20,10:52,13,27:00,13,22:09
OAK,27,28:20,23,4:53,32,4:39,31,18:48,28,9:31,32,12:24,32,38:05
CLE,28,28:13,22,5:00,18,10:35,16,12:38,5,12:59,17,23:57,17,23:04
TEN,29,27:31,27,4:30,27,6:54,26,16:07,23,10:25,30,15:11,29,34:24
TB,30,27:16,20,5:17,28,6:21,25,15:38,14,11:46,26,18:04,26,30:11
JAX,31,27:11,21,5:01,31,4:41,29,17:30,22,10:29,31,13:11,31,36:19
PHI,32,26:40,28,4:29,13,12:48,4,9:24,25,10:05,5,30:29,8,19:26

